cpg,breast_bc_hc,breast_bc_case,breast_delta_bc,breast_mean_beta_hc,breast_mean_beta_case,breast_sd_beta_hc,breast_sd_beta_case,breast_delta_var,breast_bimodal_in_hc,breast_lost_in_case,breast_loss_of_bimodality,breast_in_residual_concordant,ad_bc_hc,ad_bc_case,ad_delta_bc,ad_mean_beta_hc,ad_mean_beta_case,ad_sd_beta_hc,ad_sd_beta_case,ad_delta_var,ad_bimodal_in_hc,ad_lost_in_case,ad_loss_of_bimodality,ad_in_residual_concordant,double_disease_gain_of_bimodality,double_disease_loss_of_bimodality,opposing_bimodality_pattern,residual_map_firing_pattern,CHR,MAPINFO
cg00808492,0.2019682251390661,0.3716647165186504,0.1696964913795843,0.9438441157044204,0.9333669819714993,0.0191825521581329,0.0237414170476456,0.0001956845761307,False,True,False,False,0.3457047191398474,0.3342587628148602,-0.0114459563249871,0.9232534861995754,0.923881,0.00588628115552,0.0050481464915352,-9.164522841830397e-06,False,False,False,False,False,False,False,fires_neither_background,1,119811536.0
cg00812096,0.3439957096540117,0.4859451067944084,0.1419493971403967,0.883891919417951,0.8833995664797966,0.0154572222982333,0.023964364031309,0.000335365022248,False,True,False,False,0.2770176226145158,0.3450819096349435,0.0680642870204277,0.8856812760084924,0.8871668385093169,0.0144976183360327,0.0151769830598428,2.0159877381483477e-05,False,False,False,False,True,False,False,fires_neither_background,13,80010352.0
cg00815177,0.253522413088074,0.3519897943675795,0.0984673812795055,0.9534965709412868,0.9487890420605803,0.0214319818226879,0.0219411262748372,2.2083177360328896e-05,False,True,False,False,0.3119698610277688,0.2436592876694037,-0.068310573358365,0.9269956496815288,0.9266819565217392,0.0055064189844521,0.0064127103896751,1.080220450951287e-05,False,False,False,False,False,False,True,fires_neither_background,1,24464703.0
cg00816037,0.3266802394273385,0.3617169361090702,0.0350366966817317,0.1364531645666723,0.1269170204881644,0.0342313907428709,0.0335955743432105,-4.312549674091921e-05,False,True,False,False,0.4617099212486875,0.5203650103714718,0.0586550891227842,0.1100137112526539,0.1043174720496894,0.0317182087765536,0.0282713278915366,-0.0002067767872422,False,False,False,False,False,False,False,fires_neither_background,16,88745934.0
cg00829990,0.2886392200584681,0.3309879266045111,0.042348706546043,0.2930979263187551,0.286058430058228,0.0718270365581009,0.0579107533698078,-0.00180546782486,False,True,False,False,0.4064884628309076,0.3708227050365892,-0.0356657577943184,0.2001641082802548,0.2035768633540372,0.0713169496099119,0.0721871547845855,0.0001248780142309,False,False,False,False,False,False,False,fires_neither_background,1,3012400.0
cg00832105,0.2701032653234992,0.3900196857247525,0.1199164204012532,0.95528396120149,0.9520687774455182,0.0136229491149271,0.0239773414154944,0.0003893281587672,False,True,False,False,0.2938656777067751,0.344584924317431,0.0507192466106559,0.9388049256900212,0.9394746211180124,0.0069929837098914,0.0067318284996946,-3.584306217505452e-06,False,False,False,False,True,False,False,fires_neither_background,8,11474198.0
cg00841988,0.5210315775847697,0.3630872009379413,-0.1579443766468283,0.0979193833562696,0.0895111981411175,0.0434122020783003,0.0333153975608518,-0.0007747035746495,False,True,False,False,0.5439604140837293,0.580489422016479,0.0365290079327497,0.0331946687898089,0.0331064596273291,0.0185759825448638,0.0164459421663041,-7.459811376966529e-05,False,False,False,False,False,False,False,fires_neither_background,14,99737816.0
cg00842122,0.4350487342637119,0.756193214707847,0.321144480444135,0.975523355391612,0.9410020775100594,0.0190070888580573,0.0696825590003961,0.0044943896019856,False,False,False,True,0.3488583284756445,0.2586695021441489,-0.0901888263314956,0.8978443736730362,0.8975934658385092,0.0079704038404098,0.0098016182025157,3.254438200866779e-05,False,False,False,False,False,False,True,fires_breast_only,15,49324297.0
cg00847221,0.2401055555923832,0.3980459071744553,0.157940351582072,0.9348718204431036,0.9277168629900996,0.0218273617080838,0.0377645391310587,0.0009497266966457,False,True,False,False,0.2872565173170244,0.3648830804932828,0.0776265631762584,0.9130759299363058,0.9147335279503104,0.0100495941860152,0.0083107351690916,-3.1926024252814904e-05,False,False,False,False,True,False,False,fires_neither_background,17,66952326.0
cg00852964,0.331833190775856,0.4150935881932619,0.0832603974174058,0.1834680091422725,0.1631658731269357,0.0445646491730794,0.0441790887753779,-3.421607089692429e-05,False,True,False,True,0.3477405614079797,0.4337624845577519,0.0860219231497722,0.1378234861995753,0.1281853416149068,0.0386776610478347,0.0430612659879945,0.0003583111643576,False,False,False,False,True,False,False,fires_breast_only,6,132714011.0
cg00854273,0.3401369333513709,0.2272499658128308,-0.1128869675385401,0.0866573680071404,0.0830196149616138,0.028153114626589,0.0303232265097814,0.0001269002027856,False,True,False,False,0.3130385025591983,0.8315941562547609,0.5185556536955626,0.0558851507430997,0.0569066832298136,0.0106634035223976,0.0250341109017831,0.0005129985339612,False,False,False,False,False,False,True,fires_neither_background,17,77963674.0
cg00858840,0.3652276360561789,0.5404481188200081,0.1752204827638291,0.1480414360366641,0.1254422030389526,0.0380774460183889,0.0466164084138097,0.0007231976381197,False,True,False,False,0.4699332677918837,0.4724393939691235,0.0025061261772397,0.1370607813163482,0.1384965341614907,0.0421207274774135,0.0501871259101912,0.0007445919238988,False,False,False,False,False,False,False,fires_neither_background,2,170717329.0
cg00859858,0.2981122867732731,0.5031474677904635,0.2050351810171903,0.520058212483463,0.5127644989602052,0.0491860331008817,0.0600933926337339,0.001191949986031,False,True,False,True,0.1993963724913199,0.3308792196413457,0.1314828471500257,0.4711091974522293,0.4777785279503106,0.0437907314502771,0.0533383965093465,0.0009273563812379,False,False,False,False,True,False,False,fires_breast_only,1,37478656.0
cg00864618,0.2712585388381903,0.3334173099090505,0.0621587710708602,0.8895235397369914,0.8922509429417056,0.0284795917898555,0.0264355131389732,-0.0001122507935959,False,True,False,False,0.3676677739418583,0.5668792389066479,0.1992114649647896,0.8639283121019109,0.8561452360248447,0.0281712428539157,0.0342420015960872,0.0003788957493721,False,False,False,False,True,False,False,fires_neither_background,8,140508380.0
cg00866541,0.259412750486467,0.289594399298116,0.030181648811649,0.8953195998104894,0.8916725049972843,0.0186815384119076,0.0277873089150785,0.0004231346593064,False,True,False,False,0.3510715595914795,0.3229348900174189,-0.0281366695740606,0.8644892165605095,0.863250186335404,0.0162848898493071,0.0167438435977992,1.5158661023496609e-05,False,False,False,False,False,False,False,fires_neither_background,16,85362055.0
cg00869668,0.3408523731290104,0.4663639112087169,0.1255115380797065,0.4356623044403749,0.4220157262988153,0.0558404231051999,0.0713595114262478,0.001974027018425,False,True,False,False,0.2697571424989989,0.4051313182825933,0.1353741757835943,0.4117423842887474,0.3941361366459627,0.0659869608977255,0.075888295857505,0.0014047544396382,False,False,False,True,True,False,False,fires_AD_only,17,1645718.0
cg00870778,0.2797958187388989,0.4244620951585854,0.1446662764196865,0.9476741239650652,0.945431873150071,0.0156675726235213,0.0289062626568302,0.0005900991888723,False,True,False,False,0.3445412850082851,0.284166343134602,-0.060374941873683,0.9277596390658174,0.9290129875776396,0.0080481510331521,0.0069903800880098,-1.590732127758335e-05,False,False,False,False,False,False,True,fires_neither_background,7,97969180.0
cg00872532,0.2389729886478678,0.546203427194921,0.3072304385470532,0.8948839093107168,0.8866474534393622,0.0273105182021457,0.0519849138573682,0.0019565668642882,False,True,False,False,0.3362133787801288,0.4944226658240545,0.1582092870439257,0.8680023757961783,0.8652955217391306,0.0214580904141609,0.0285601207943626,0.0003552308555662,False,False,False,False,True,False,False,fires_neither_background,2,188303721.0
cg00872683,0.3836851319563985,0.3930511309578317,0.0093659990014331,0.8197290586121767,0.8217171981304537,0.0261507267207621,0.0312610074993955,0.0002933900818532,False,True,False,False,0.2997526904090783,0.3684199422302744,0.0686672518211961,0.820088881104034,0.816002254658385,0.0326494008634657,0.0321688985715006,-3.114534143978682e-05,False,False,False,False,False,False,False,fires_neither_background,4,40395988.0
cg00873953,0.1584384769446986,0.4362552728564942,0.2778167959117955,0.9257697753692375,0.922442704765006,0.0166471531449822,0.0225444568583348,0.0002311248272048,False,True,False,False,0.4871380297936712,0.3920703366145022,-0.0950676931791689,0.8578043290870487,0.8632394037267079,0.025413560344321,0.0223529168313049,-0.0001461961585072,False,False,False,False,False,False,True,fires_neither_background,12,94616272.0
cg00874605,0.2199892961532895,0.5093434575800831,0.2893541614267936,0.910733627593196,0.9149375249625916,0.0168786794016504,0.0202981958646795,0.0001271269370171,False,True,False,False,0.3193534481926187,0.3349729603260696,0.0156195121334508,0.890681067940552,0.8927556459627328,0.0152894868534618,0.0142811099758605,-2.981830609955857e-05,False,False,False,False,False,False,False,fires_neither_background,16,14475741.0
cg00880290,0.6989523651874582,0.5902753297331227,-0.1086770354543354,0.005092325054153,0.0080301775521193,0.0059216949377564,0.0097178013897435,5.936919291465212e-05,True,False,False,False,0.2781564336397985,0.1292288973304216,-0.1489275363093769,0.0121668004246284,0.0121278695652173,0.0012520808257167,0.0011661004627091,-2.079161049970441e-07,False,False,False,False,False,False,False,fires_neither_background,19,14440187.0
cg00884805,0.3340853391704137,0.4907173317339103,0.1566319925634966,0.9443390825865028,0.9458698667481428,0.0279688909395789,0.0346634534333641,0.0004192961435369,False,True,False,False,0.6932542224391459,0.6085167809165265,-0.0847374415226194,0.8948576305732484,0.8943844720496895,0.0146951242091657,0.0136279127643699,-3.02266692095316e-05,True,False,False,False,False,False,True,fires_neither_background,1,67830924.0
cg00898480,0.3231638988526207,0.5061235499623962,0.1829596511097754,0.9030410402324216,0.885903662969349,0.0285089467993813,0.0486493741851585,0.0015540015609976,False,True,False,True,0.4850190434604553,0.4802333008211167,-0.0047857426393386,0.8672535711252654,0.8656592236024845,0.0263746218863838,0.0284150261120712,0.0001117930292999,False,False,False,False,False,False,False,fires_breast_only,17,76645193.0
cg00902153,0.3469707883432598,0.4461350645894971,0.0991642762462373,0.1747535899394864,0.1786078091971653,0.0390828366737362,0.0525084830939659,0.0012296726743633,False,True,False,False,0.3451729517241985,0.3134376788559853,-0.0317352728682131,0.138299991507431,0.1230169316770186,0.035117779816654,0.0335921817734655,-0.0001048237829494,False,False,False,True,False,False,False,fires_AD_only,3,188788927.0
cg00902464,0.4028732666629396,0.371258004729117,-0.0316152619338225,0.8585739271729954,0.8481536658176984,0.0380870600385359,0.0450772377717304,0.00058133322275,False,True,False,False,0.4054521000213887,0.4287096752269443,0.0232575752055556,0.8081339915074309,0.8021593229813664,0.0517835459591781,0.0558641264008713,0.0004392649864262,False,False,False,False,False,False,False,fires_neither_background,1,100628561.0
cg00903584,0.8916647655294528,0.452238882851882,-0.4394258826775708,0.0577431948634279,0.0510443585750511,0.0421506257624385,0.0157501632029043,-0.001528607611247,True,True,True,False,0.9657573155557744,0.9724804422217456,0.0067231266659711,0.0403117027600849,0.0362279565217391,0.0522613150636663,0.0476358364633901,-0.0004620721366169,True,False,False,False,False,False,False,fires_neither_background,1,202159554.0
cg00909094,0.338241805474784,0.4178594864405029,0.0796176809657189,0.9576921476295676,0.95491026018684,0.0250018870635139,0.0248197030605457,-9.076696723044064e-06,False,True,False,False,0.6409049326044177,0.5752046955230087,-0.065700237081409,0.8919542314225054,0.8934760559006212,0.0154687500201779,0.0138965097988885,-4.61692425961494e-05,True,False,False,False,False,False,True,fires_neither_background,3,12544869.0
cg00916635,0.5969610091427839,0.5110166816078068,-0.0859443275349771,0.0370819684365669,0.0422188509220711,0.0338267560714922,0.029246816136551,-0.000288873172195,True,True,True,False,0.5933330740228688,0.5832579479373807,-0.0100751260854881,0.0330108025477707,0.0327218198757763,0.0075557916794656,0.0073435057235017,-3.1629115923803724e-06,True,False,False,False,False,False,False,fires_neither_background,1,113871690.0
cg00916899,0.3542945915079281,0.2952585368461596,-0.0590360546617685,0.2249677879701736,0.2143374931280243,0.0463566356291093,0.050058727511764,0.000356938533247,False,True,False,False,0.3203302273296172,0.3473040367271695,0.0269738093975522,0.1994763248407643,0.1896571118012422,0.0458959656664268,0.0519326528540803,0.0005905607680085,False,False,False,False,False,False,False,fires_neither_background,20,37316529.0
cg00917373,0.3925081796733279,0.4983357988938064,0.1058276192204785,0.9771427361599488,0.9681706428099977,0.0155587879881668,0.0186936228615424,0.0001073756520288,False,True,False,True,0.3058753164043077,0.3952037008587955,0.0893283844544878,0.92156766029724,0.9215467204968943,0.0066922771056513,0.0063417192781326,-4.569169456184853e-06,False,False,False,False,True,False,False,fires_breast_only,14,61297889.0
cg00921266,0.5577823855254934,0.7572995477715515,0.1995171622460581,0.9934470078813822,0.989484356201081,0.0054485025108498,0.0115704065433162,0.0001041881279668,True,False,False,False,0.9253842126441996,0.908498120354079,-0.0168860922901206,0.9683536029723993,0.9683134658385094,0.0147434453651665,0.0105926086464991,-0.0001051658232977,True,False,False,False,False,False,False,fires_neither_background,7,27114044.0
cg00928596,0.5055017205079861,0.4821408383078467,-0.0233608822001394,0.1358183127780171,0.1246866016298225,0.0814587840674811,0.0620819238752673,-0.002781368229698,False,True,False,False,0.5531737025646879,0.5653026799953751,0.0121289774306871,0.1425413036093418,0.1358989440993788,0.0900567715568444,0.0917303936977303,0.0003042430246989,False,False,False,False,False,False,False,fires_neither_background,16,14309165.0
cg00928816,0.1895577522462291,0.370643492646487,0.1810857404002578,0.6892124685101142,0.6880102810300545,0.0491920847959093,0.0533089222215545,0.0004219799818558,False,True,False,False,0.234676243215529,0.3763930916804401,0.1417168484649111,0.6711437388535032,0.6771934596273291,0.0490524186826158,0.0620406545571121,0.0014429030392602,False,False,False,False,True,False,False,fires_neither_background,10,62049339.0
cg00932141,0.3813198938506149,0.4243285872541754,0.0430086934035605,0.975563086883051,0.966484187534619,0.0146261584152612,0.0187602562332947,0.0001380227039505,False,True,False,True,0.7009102542021094,0.4578272042833634,-0.2430830499187459,0.931838781316348,0.933417956521739,0.0141422691625085,0.0078322339424552,-0.0001386598885354,True,True,True,True,False,False,False,fires_in_both_diseases_opposing_direction,4,79911033.0
cg00933443,0.2991769446313319,0.4421590826875618,0.1429821380562299,0.886443451404428,0.88175937198762,0.0220410967137846,0.0318756892822167,0.00053024962287,False,True,False,False,0.3547160541847999,0.3704164466463351,0.0157003924615351,0.8729404331210191,0.8741126149068323,0.0138246282395203,0.0134678991388143,-9.736038747666769e-06,False,False,False,False,False,False,False,fires_neither_background,3,138173590.0
cg00936935,0.3570038214609515,0.7136145323110318,0.3566107108500802,0.7536748829704271,0.7293425562326044,0.045362061212132,0.0954660524952539,0.0070560505816133,False,False,False,True,0.3312337348353775,0.4191309653521198,0.0878972305167423,0.7405531571125265,0.7484078074534162,0.0519946365400986,0.0596026285601687,0.0008490311023444,False,False,False,False,True,False,False,fires_breast_only,10,50512139.0
cg00943287,0.3325495187330896,0.3093908138866258,-0.0231587048464637,0.0976816152446602,0.1241055501634155,0.0395749018468215,0.0521342849328042,0.0011518108092692,False,True,False,True,0.4457096495851387,0.4356183349304202,-0.0100913146547185,0.042924991507431,0.0429639192546583,0.0083640160932675,0.0092390839825812,1.540390762875109e-05,False,False,False,False,False,False,False,fires_breast_only,1,245311420.0
cg00960147,0.3352214028219187,0.3227637775827849,-0.0124576252391337,0.8885322502268405,0.8879957315118377,0.0285970605149807,0.0382379793711445,0.0006443511962906,False,True,False,False,0.4556593776319989,0.515955314065476,0.060295936433477,0.8652763439490446,0.8635062732919256,0.0288844586404832,0.0332423778872668,0.000270743736646,False,False,False,False,False,False,False,fires_neither_background,1,116509531.0
cg00963378,0.4531047851907828,0.5605455532483328,0.1074407680575499,0.2706143321933565,0.2534823834119054,0.1217477922879956,0.1371995048874183,0.0040011792143517,False,False,False,False,0.5323719161954659,0.4866573378438232,-0.0457145783516426,0.1988479171974522,0.2070115403726707,0.122791408322266,0.1228008976364787,2.3305025594489576e-06,False,False,False,False,False,False,False,fires_neither_background,13,20142499.0
cg00974944,0.2652634957045071,0.4783126884019108,0.2130491926974037,0.9091916337869992,0.9103944850962612,0.0244093506660034,0.0333049751823268,0.0005134049719594,False,True,False,False,0.4610143775833924,0.4938845410729856,0.0328701634895932,0.8848225498938429,0.8858152919254659,0.0217842039867744,0.0188623348487268,-0.0001187638673919,False,False,False,False,False,False,False,fires_neither_background,3,61664250.0
cg00977842,0.489585833112673,0.5887128418261565,0.0991270087134834,0.9717183190112288,0.9563148761435366,0.0182679348922219,0.0361096681647666,0.0009701906897431,False,False,False,True,0.3221867399876059,0.3392905139158118,0.0171037739282058,0.909139390658174,0.9089089254658386,0.0062535778096646,0.0066435748269971,5.029851060380381e-06,False,False,False,False,False,False,False,fires_breast_only,10,80291037.0
cg00980649,0.3705256270197347,0.3673939758848516,-0.0031316511348831,0.3301315840146697,0.298342435529886,0.0602558661860173,0.0641741532066687,0.0004875525299657,False,True,False,True,0.3733864747266087,0.3855143458932725,0.0121278711666637,0.2762311231422504,0.2726033913043478,0.0639799870432711,0.0626972572999782,-0.0001624926691174,False,False,False,False,False,False,False,fires_breast_only,14,105900645.0
cg00980904,0.3190749324371987,0.348575759493335,0.0295008270561362,0.8909775952210989,0.8855427530189518,0.0365500315321229,0.0443019384720083,0.0006267569473784,False,True,False,False,0.5424210990110527,0.4939870200462306,-0.0484340789648221,0.86138691507431,0.8643408633540374,0.032955460017727,0.0369207298799564,0.0002770779498887,False,False,False,False,False,False,False,fires_neither_background,3,50336304.0
cg00983904,0.3476489158261364,0.4551000679803749,0.1074511521542385,0.058545222905893,0.0592085843021114,0.0192219900585931,0.0207940538681989,6.290777446090595e-05,False,True,False,False,0.3576504649456812,0.3348491964399857,-0.0228012685056954,0.1181429617834395,0.1176785838509316,0.0208021322484894,0.0228964451560059,9.151849469834486e-05,False,False,False,False,False,False,False,fires_neither_background,12,6556122.0
cg00992348,0.193913736891231,0.4217786047506603,0.2278648678594292,0.9024821458858012,0.9041638396964088,0.0194839426033936,0.0261803326095113,0.0003057857961723,False,True,False,False,0.4076730797089229,0.4144356607652899,0.006762581056367,0.8979591167728237,0.89879549689441,0.016198606998461,0.0168581378357472,2.180194259846245e-05,False,False,False,False,False,False,False,fires_neither_background,10,93166296.0
cg00994306,0.306329046113835,0.3955290909649181,0.0892000448510831,0.071621067140731,0.0763646359199346,0.0278940513106091,0.0290325956023265,6.481350888933404e-05,False,True,False,False,0.5078968758710708,0.7351599561688378,0.2272630802977669,0.037485118895966,0.0372737204968944,0.0114951428448772,0.0175721047619555,0.000176640556741,False,False,False,False,True,False,False,fires_neither_background,16,1245607.0
cg00994616,0.3137817587536808,0.4059922811964093,0.0922105224427285,0.2620500557951535,0.2444199511498264,0.0637059345738702,0.0569272743003414,-0.0008177315406639,False,True,False,False,0.2983078615298958,0.4208477730629359,0.1225399115330401,0.2053898811040339,0.1946957950310559,0.048309879512865,0.0548223864061386,0.0006716495927164,False,False,False,False,True,False,False,fires_neither_background,12,6746057.0
cg00994629,0.3874938942419478,0.5727477018436091,0.1852538076016613,0.0927836546367211,0.0853469783784374,0.0292191953325198,0.0366184676899297,0.0004871508000784,False,False,False,False,0.4867969013176444,0.5928954228475846,0.10609852152994,0.0600828004246284,0.0608765714285714,0.0216147341398073,0.0215179471888335,-4.174680713124341e-06,False,False,False,False,True,False,False,fires_neither_background,14,22226652.0
cg00994717,0.3299026575751255,0.3192021938662011,-0.0107004637089244,0.9563868676435644,0.9565370402849622,0.0148873604197483,0.0170765209437799,6.997406727586618e-05,False,True,False,False,0.3432204439384872,0.4144818367424276,0.0712613928039404,0.9206332845010616,0.9206186273291924,0.0074372821800218,0.0100223279673561,4.513389165997848e-05,False,False,False,False,False,False,False,fires_neither_background,10,100971782.0
cg00995854,0.3131890904037609,0.4666706339604846,0.1534815435567237,0.3962479328770288,0.3819679404753138,0.0740761858238952,0.0701595360044846,-0.0005649208138516,False,True,False,False,0.3076913286006504,0.3674096502745558,0.0597183216739053,0.3007588938428875,0.2756372360248447,0.0590184754054563,0.0644222770823024,0.0006670493452844,False,False,False,True,True,False,False,fires_AD_only,1,157832515.0
cg01005211,0.348394984223136,0.4458047026247367,0.0974097184016007,0.0691386443818967,0.0680082970302866,0.0247240822224735,0.0215603991360213,-0.000146429430839,False,True,False,False,0.3711646602219686,0.3635216991694225,-0.007642961052546,0.0748730063694267,0.0733122049689441,0.0187201899935224,0.0211841320665722,9.832193802039885e-05,False,False,False,False,False,False,False,fires_neither_background,3,72289432.0
cg01006587,0.5225974932073999,0.4648434600642699,-0.0577540331431299,0.9496714893404552,0.900614704559619,0.0418744644589273,0.0655202553004284,0.0025394330809113,False,True,False,True,0.3647791454486054,0.3727523495383831,0.0079732040897777,0.8931458174097665,0.8944983167701863,0.0093052067275899,0.0081749301621041,-1.975738908790612e-05,False,False,False,True,False,False,False,fires_in_both_diseases_opposing_direction,19,42074914.0
cg01009920,0.3487062889999239,0.4244930493343894,0.0757867603344655,0.9626773915118852,0.9652444093489916,0.0110446773901586,0.0115874023509469,1.2282994590050498e-05,False,True,False,False,0.4286754707041739,0.3997922752707316,-0.0288831954334422,0.910325702760085,0.9119161428571432,0.0137070300986109,0.0126696733165545,-2.736205217601214e-05,False,False,False,False,False,False,False,fires_neither_background,8,8296128.0
cg01012445,0.2940827025228819,0.4336164354366509,0.139533732913769,0.9259014730774844,0.9192003282994764,0.015532210331053,0.0249099338896524,0.0003792552486187,False,True,False,False,0.7750286017046598,0.5582480561223565,-0.2167805455823033,0.936658653927813,0.9384705527950308,0.0246633718637703,0.0144823222149024,-0.0003985442549543,True,False,False,False,False,False,True,fires_neither_background,4,150583768.0
cg01015401,0.3380645806922511,0.3734018037913006,0.0353372230990495,0.1739007842059158,0.1630675348738474,0.0350388616159311,0.0350030713589907,-2.5068187777708365e-06,False,True,False,False,0.4045576568439261,0.4074943203866351,0.0029366635427089,0.1291129384288747,0.1247570621118012,0.0335233567438106,0.0390339188922098,0.0003998313767108,False,False,False,False,False,False,False,fires_neither_background,4,128709458.0
cg01017395,0.1919188479953827,0.4204109340437686,0.2284920860483859,0.9099811920480076,0.9102783503787606,0.019201979989859,0.0324201816169024,0.0006823521405419,False,True,False,False,0.4739758278113218,0.6585301526023849,0.1845543247910631,0.901629161358811,0.9031953167701864,0.0182791930267744,0.0251331037914695,0.0002975440084827,False,False,False,False,True,False,False,fires_neither_background,1,12549927.0
cg01019643,0.2868959872958467,0.4201224707242298,0.1332264834283831,0.961756829794695,0.9611506002226156,0.0211574218474828,0.0261652539495776,0.0002369840150135,False,True,False,False,0.2819029057803591,0.3455167889944837,0.0636138832141245,0.9118910530785562,0.9122755776397514,0.0076957501111829,0.0080664706126965,5.843378371724446e-06,False,False,False,False,True,False,False,fires_neither_background,16,10531261.0
cg01020840,0.5644979847150262,0.7107857833048167,0.1462877985897904,0.9756135310230504,0.9579777157893332,0.0266871985700706,0.0294328750843541,0.0001540875682128,True,False,False,True,0.3462901927932411,0.3924055082814848,0.0461153154882437,0.912971002123142,0.9125518633540376,0.0068508122843437,0.0074012217754037,7.844454813396527e-06,False,False,False,False,False,False,False,fires_breast_only,14,88550635.0
cg01021952,0.32766027545844,0.4260807871804414,0.0984205117220014,0.8850360574366312,0.8780209493146514,0.025574315981678,0.0246440176435791,-4.671803231367166e-05,False,True,False,False,0.5870746991687589,0.5577319482698975,-0.0293427508988614,0.8768380976645436,0.8753072795031056,0.0315531347518283,0.0355461682159995,0.0002679297621731,True,False,False,False,False,False,False,fires_neither_background,20,43558992.0
cg01035931,0.4712345138244738,0.175188033657221,-0.2960464801672527,0.937943928763985,0.9365973370507912,0.0169530904458731,0.0200466963250929,0.0001144627578845,False,True,False,False,0.3784538273047765,0.3734907677888965,-0.0049630595158799,0.921103643312102,0.9208829627329193,0.0104343826217958,0.0094098898870338,-2.033031301193257e-05,False,False,False,False,False,False,False,fires_neither_background,19,46864205.0
cg01041405,0.2720967999653293,0.3539964866082253,0.0818996866428959,0.9475221616813048,0.9477805651012864,0.0276992432521105,0.0286166918469183,5.166697552189343e-05,False,True,False,False,0.4374731966781899,0.5280662956502853,0.0905930989720953,0.9044690445859872,0.904305602484472,0.0133382254952387,0.0142500399215578,2.5155378404156166e-05,False,False,False,False,True,False,False,fires_neither_background,16,68406717.0
cg01045337,0.3593995201159232,0.4212284044314727,0.0618288843155494,0.0162580716138553,0.0190491170886001,0.0088706464282304,0.0113013631259715,4.903244045039098e-05,False,True,False,False,0.348035770481282,0.152155157962615,-0.195880612518667,0.0212575902335456,0.0209101180124223,0.0019753912167957,0.0025282097158337,2.48967390784225e-06,False,False,False,False,False,False,True,fires_neither_background,16,324988.0
cg01051098,0.2378054494977682,0.5112070776949383,0.2734016281971702,0.92469459846901,0.91962584543117,0.0149947172720765,0.0168654903878779,5.9603219954094006e-05,False,True,False,True,0.3353477328406287,0.3154573074093306,-0.019890425431298,0.9045541762208068,0.9083876335403728,0.0145796887938048,0.0142004992459285,-1.091314649058134e-05,False,False,False,False,False,False,False,fires_breast_only,14,55137736.0
cg01051524,0.3251621247870195,0.4494727518357778,0.1243106270487582,0.0272894732866523,0.0250645258653278,0.0133001830442084,0.0149787846638135,4.746912099544667e-05,False,True,False,False,0.8465678181406913,0.8523900143601024,0.0058221962194111,0.025423297239915,0.02551350310559,0.0084277845975142,0.0079362148716534,-8.044046733045933e-06,True,False,False,False,False,False,False,fires_neither_background,2,105798688.0
cg01051583,0.359805772697796,0.4876760169860647,0.1278702442882687,0.934296279707709,0.92298014065051,0.0302862418210239,0.0468410336031897,0.0012768259853736,False,True,False,False,0.6694139731770102,0.6762033861847379,0.0067894130077276,0.8936438237791933,0.8916281428571429,0.0225751074600007,0.0274477148474734,0.0002437415735176,True,False,False,False,False,False,False,fires_neither_background,14,92729727.0
cg01053766,0.2863428461549423,0.3327302903759166,0.0463874442209742,0.9680564526570938,0.9733817323791282,0.0090176617744927,0.0124718673523996,7.422925137670463e-05,False,True,False,False,0.4171915067202403,0.799388972476499,0.3821974657562586,0.9498877197452228,0.9503970434782608,0.0102402619860317,0.0190398728745584,0.0002576537935367,False,False,False,False,False,False,False,fires_neither_background,5,10479618.0
cg01054110,0.4637775452357051,0.3122760145940118,-0.1515015306416933,0.8787917848252151,0.8867905450936027,0.051273705207257,0.040086995851008,-0.0010220256093219,False,True,False,False,0.3307728081804552,0.3930817765270368,0.0623089683465816,0.7163975201698514,0.6818476708074535,0.0871416938901572,0.0921655608536735,0.0009008157934263,False,False,False,True,False,False,True,fires_AD_only,12,124517786.0
cg01058360,0.3084026648989814,0.3750682446865873,0.0666655797876059,0.5193096181211676,0.4928414001029572,0.0822570148279804,0.0889055092215494,0.0011379730815324,False,True,False,False,0.199171927869574,0.3832902602645385,0.1841183323949644,0.4095982632696391,0.3835596770186335,0.0733993329524932,0.0768252284816487,0.0005146536533865,False,False,False,True,True,False,False,fires_AD_only,7,151745285.0
cg01062942,0.3427101253814491,0.5587837907512536,0.2160736653698045,0.9572316257585564,0.9465449810356158,0.0206014884701712,0.0354172526820493,0.0008299604603575,False,False,False,True,0.3617953549608401,0.7692147601865656,0.4074194052257255,0.9089845498938428,0.9080564409937888,0.0080310057888132,0.0155285799969945,0.0001766397427431,False,False,False,False,True,False,False,fires_breast_only,19,15458124.0
cg01068601,0.5121625071496283,0.45247690614015,-0.0596856010094782,0.9935869018183572,0.9909619316606596,0.0044629869310577,0.0059455669997505,1.5431514601731096e-05,False,True,False,False,0.0909596691629517,0.3741449471858866,0.2831852780229348,0.9690349087048832,0.968922304347826,0.002885503176399,0.0029507227568925,3.806362070343065e-07,False,False,False,False,False,False,True,fires_neither_background,16,67884796.0
cg01070161,0.2053879203087641,0.3510900165542776,0.1457020962455134,0.933915304968138,0.9338645756490352,0.0170584230247158,0.0237640361236589,0.0002737396167964,False,True,False,False,0.4895123112106253,0.3565656927301108,-0.1329466184805145,0.9248476794055202,0.9262378819875776,0.0120629454787183,0.0091134372373839,-6.245991534279644e-05,False,False,False,False,False,False,True,fires_neither_background,3,197821020.0
