cpg,CHR,MAPINFO,breast_d_GSE51057,breast_d_GSE51032,breast_d_mean,breast_sign,breast_mean_abs_d,breast_concordant_strong,ad_d_AIBL,ad_d_AddNeuroMed,ad_d_mean,ad_sign,ad_mean_abs_d,ad_concordant_strong,cross_disease_firing_pattern,cross_disease_mean_abs_d
cg02944007,17,81647769.0,,0.6165369366819801,,,,False,0.05574,-0.210535,-0.07739750000000001,-1.0,0.133137,False,fires_neither_background,
cg02947498,14,89673222.0,-0.3214995377808647,0.4811647909448874,0.07983262658201135,1.0,0.4013321643628761,False,0.075046,0.098134,0.08659,1.0,0.08659,False,fires_neither_background,0.24396108218143805
cg02947862,10,128181111.0,-0.0171782810352623,0.3619870537810555,0.1724043863728966,1.0,0.1895826674081589,False,-0.234792,-0.147841,-0.1913165,-1.0,0.191316,False,fires_neither_background,0.19044933370407946
cg02950608,18,77688764.0,-0.5747962843404134,0.0358396960820837,-0.26947829412916485,-1.0,0.3053179902112485,False,0.247771,-0.013194,0.11728849999999999,1.0,0.130483,False,fires_neither_background,0.21790049510562426
cg02956248,6,32153124.0,-0.5517657094656606,-0.0438490193587652,-0.2978073644122129,-1.0,0.2978073644122129,False,-0.017686,-0.263987,-0.1408365,-1.0,0.140836,False,fires_neither_background,0.21932168220610643
cg02966200,2,224001766.0,-0.4797999356305018,0.1106666724413653,-0.18456663159456824,-1.0,0.2952333040359335,False,0.070704,0.178635,0.12466949999999999,1.0,0.12467,False,fires_neither_background,0.20995165201796676
cg02968918,4,183987388.0,0.0540712757884803,-0.03717051589401,0.008450379947235149,1.0,0.0456208958412451,False,0.056648,0.020612,0.03863,1.0,0.03863,False,fires_neither_background,0.04212544792062255
cg02977388,10,88493858.0,-1.3426204075993036,-0.8335971268985125,-1.088108767248908,-1.0,1.088108767248908,True,0.137897,0.229216,0.1835565,1.0,0.183557,False,fires_breast_only,0.635832883624454
cg02977954,1,52905696.0,-0.0239158636597639,-0.1868378381923665,-0.10537685092606519,-1.0,0.1053768509260652,False,-0.180348,0.234702,0.027176999999999993,1.0,0.207525,False,fires_neither_background,0.1564509254630326
cg02980499,10,96272207.0,-0.0068616536925935,0.0461015097160665,0.0196199280117365,1.0,0.02648158170433,False,0.009228,-0.068171,-0.029471499999999998,-1.0,0.038699,False,fires_neither_background,0.032590290852165
cg02981092,3,57557772.0,-0.2185778235321944,0.1690377660778367,-0.02477002872717886,-1.0,0.1938077948050156,False,0.115279,0.113529,0.114404,1.0,0.114404,False,fires_neither_background,0.1541058974025078
cg02990330,1,43285833.0,-0.6534531516026532,0.0931575856711729,-0.2801477829657401,-1.0,0.373305368636913,False,-0.063238,0.079881,0.008321499999999996,1.0,0.07156,False,fires_neither_background,0.2224326843184565
cg02992647,17,37644417.0,-0.0645829484673747,-0.1007490599851987,-0.0826660042262867,-1.0,0.0826660042262867,False,0.255337,0.059005,0.157171,1.0,0.157171,False,fires_neither_background,0.11991850211314335
cg02996471,19,3178514.0,0.7094956975467853,0.3341290365481004,0.5218123670474428,1.0,0.5218123670474428,True,0.10723,0.067606,0.087418,1.0,0.087418,False,fires_breast_only,0.3046151835237214
cg02997560,19,3180817.0,0.2652389509559841,0.1240556138778923,0.19464728241693818,1.0,0.1946472824169381,False,-0.079717,0.104871,0.012577000000000005,1.0,0.092294,False,fires_neither_background,0.14347064120846906
cg03002264,2,147031164.0,-0.0408983009382205,0.0837565731374338,0.02142913609960665,1.0,0.0623274370378272,False,0.115447,-0.157707,-0.02113000000000001,-1.0,0.136577,False,fires_neither_background,0.0994522185189136
cg03006477,6,73722935.0,-0.6226557806657357,-0.3251776768979142,-0.47391672878182495,-1.0,0.4739167287818249,True,-0.132294,-0.086705,-0.1094995,-1.0,0.109499,False,fires_breast_only,0.29170786439091245
cg03009240,19,3507869.0,-0.416884545854013,0.2968544770712235,-0.06001503439139477,-1.0,0.3568695114626182,False,-0.081949,-0.103013,-0.092481,-1.0,0.092481,False,fires_neither_background,0.2246752557313091
cg03014326,18,14748286.0,0.6079675294598006,0.070419869343226,0.3391936994015133,1.0,0.3391936994015133,False,0.160986,-0.176505,-0.0077595000000000025,-1.0,0.168746,False,fires_neither_background,0.25396984970075664
cg03027227,2,79994342.0,0.2465745442235448,-0.2830737079502461,-0.018249581863350656,-1.0,0.2648241260868955,False,-0.049241,0.134451,0.04260499999999999,1.0,0.091846,False,fires_neither_background,0.17833506304344773
cg03028216,X,20413211.0,-0.6220328633222574,0.4086801212667265,-0.10667637102776545,-1.0,0.515356492294492,False,-0.058478,0.137559,0.03954049999999999,1.0,0.098018,False,fires_neither_background,0.30668724614724596
cg03031520,X,103776446.0,0.0457134798283495,-0.1034502107214867,-0.0288683654465686,-1.0,0.0745818452749182,False,-0.040461,0.025913,-0.007273999999999999,-1.0,0.033187,False,fires_neither_background,0.0538844226374591
cg03032253,19,4652438.0,-0.8346080355230824,-0.4143814163496793,-0.6244947259363809,-1.0,0.6244947259363809,True,-0.08606,-0.1324,-0.10923,-1.0,0.10923,False,fires_breast_only,0.3668623629681904
cg03051116,10,30431774.0,-0.6752443209706522,0.0889363245504978,-0.2931539982100772,-1.0,0.382090322760575,False,-0.263135,0.256887,-0.0031240000000000157,-1.0,0.260011,False,fires_neither_background,0.3210506613802875
cg03051374,14,99737921.0,-0.4818978227382846,-0.3898703040194319,-0.4358840633788582,-1.0,0.4358840633788582,True,0.006941,-0.099668,-0.0463635,-1.0,0.053305,False,fires_breast_only,0.2445945316894291
cg03053980,17,50190872.0,-0.5274457005483197,0.1155480597613663,-0.20594882039347673,-1.0,0.321496880154843,False,0.068761,0.038405,0.053583000000000006,1.0,0.053583,False,fires_neither_background,0.1875399400774215
cg03055271,1,189774875.0,0.0778610457291902,-0.3069020590985571,-0.11452050668468346,-1.0,0.1923815524138736,False,0.193192,0.000685,0.0969385,1.0,0.096939,False,fires_neither_background,0.1446602762069368
cg03062717,19,35449581.0,-0.2681367279106052,-0.2681644940837678,-0.2681506109971865,-1.0,0.2681506109971865,False,0.035038,0.020875,0.027956500000000002,1.0,0.027956,False,fires_neither_background,0.14805330549859325
cg03065308,6,137217447.0,0.06766353752388,0.0141938721906243,0.040928704857252154,1.0,0.0409287048572521,False,0.000724,0.069569,0.035146500000000004,1.0,0.035147,False,fires_neither_background,0.03803785242862605
cg03065459,16,3009772.0,-0.05876677390505,0.3347273637289422,0.13798029491194608,1.0,0.1967470688169961,False,-0.103113,-0.099948,-0.1015305,-1.0,0.10153,False,fires_neither_background,0.14913853440849806
cg03065612,16,3577729.0,-0.0453036129844072,-0.5042483621923644,-0.2747759875883858,-1.0,0.2747759875883858,False,0.014028,0.284192,0.14911,1.0,0.14911,False,fires_neither_background,0.2119429937941929
cg03069098,6,155149176.0,-0.6750239293245398,-0.3540857799315583,-0.5145548546280491,-1.0,0.5145548546280491,True,0.0511,0.011596,0.031348,1.0,0.031348,False,fires_breast_only,0.27295142731402455
cg03077671,19,13100411.0,-0.264528542340188,-0.2198329231901571,-0.24218073276517255,-1.0,0.2421807327651725,False,-0.19695,0.005913,-0.09551849999999999,-1.0,0.101431,False,fires_neither_background,0.17180586638258624
cg03078488,7,23467029.0,-0.69715295954364,-0.2870567791284921,-0.492104869336066,-1.0,0.492104869336066,False,0.014962,0.237463,0.1262125,1.0,0.126213,False,fires_neither_background,0.309158934668033
cg03080043,16,88484856.0,0.0615528456596817,0.4823330770378883,0.271942961348785,1.0,0.271942961348785,False,-0.090651,-0.152469,-0.12156,-1.0,0.12156,False,fires_neither_background,0.1967514806743925
cg03080538,8,99879325.0,0.3783167858527635,0.2375739711256937,0.3079453784892286,1.0,0.3079453784892286,False,-0.12421,0.013523,-0.055343500000000004,-1.0,0.068866,False,fires_neither_background,0.1884056892446143
cg03081691,1,226000305.0,-0.1182317211823464,-0.3779321317328954,-0.2480819264576209,-1.0,0.2480819264576209,False,-0.009096,0.11544,0.053172,1.0,0.062268,False,fires_neither_background,0.15517496322881044
cg03087897,19,14440034.0,-0.3730499167636643,0.233156978857204,-0.06994646895323015,-1.0,0.3031034478104342,False,0.013008,0.218923,0.1159655,1.0,0.115965,False,fires_neither_background,0.2095342239052171
cg03089651,1,161069905.0,0.2310629461839445,-0.2769026586711468,-0.02291985624360114,-1.0,0.2539828024275457,False,0.169202,0.202784,0.185993,1.0,0.185993,False,fires_neither_background,0.21998790121377282
cg03092482,17,79975336.0,-0.2990590913995017,-0.1545289426029747,-0.2267940170012382,-1.0,0.2267940170012382,False,0.001325,-0.009873,-0.004274,-1.0,0.005599,False,fires_neither_background,0.11619650850061909
cg03097389,13,44434311.0,-1.32763239902415,-0.7945349750608661,-1.0610836870425082,-1.0,1.0610836870425082,True,-0.043458,0.173538,0.06504,1.0,0.108498,False,fires_breast_only,0.5847908435212541
cg03099144,6,125002279.0,-0.7624101937980854,-0.4041234099001186,-0.583266801849102,-1.0,0.583266801849102,True,-0.033399,0.022506,-0.005446499999999998,-1.0,0.027953,False,fires_breast_only,0.305609900924551
cg03100801,20,9095315.0,-0.210344372227507,0.1716404630115855,-0.019351954607960742,-1.0,0.1909924176195462,False,-0.071896,0.321759,0.1249315,1.0,0.196828,False,fires_neither_background,0.1939102088097731
cg03101580,11,1281663.0,-0.6445839490107589,-0.3849616445838662,-0.5147727967973126,-1.0,0.5147727967973126,True,-0.079795,-0.1366,-0.1081975,-1.0,0.108197,False,fires_breast_only,0.3114848983986563
cg03106245,11,47378429.0,0.0425923428642755,0.0626120031814137,0.0526021730228446,1.0,0.0526021730228446,False,-0.265356,-0.085684,-0.17551999999999998,-1.0,0.17552,False,fires_neither_background,0.1140610865114223
cg03106852,6,112234345.0,-0.792839782550772,-0.903253663740711,-0.8480467231457416,-1.0,0.8480467231457416,True,0.12262,-0.011098,0.055761000000000005,1.0,0.066859,False,fires_breast_only,0.4574528615728708
cg03113038,16,85147605.0,-1.085659491583072,-0.0819038766402681,-0.5837816841116701,-1.0,0.5837816841116701,False,0.112795,-0.12366,-0.0054325,-1.0,0.118227,False,fires_neither_background,0.35100434205583503
cg03114845,12,65876607.0,-0.6038954508395291,-0.3319356089619248,-0.46791552990072693,-1.0,0.467915529900727,True,0.143028,-0.01854,0.062243999999999994,1.0,0.080784,False,fires_breast_only,0.2743497649503635
cg03130276,17,80187683.0,-0.1373055456003288,0.5821377487674723,0.22241610158357172,1.0,0.3597216471839005,False,-0.1229,-0.025345,-0.0741225,-1.0,0.074123,False,fires_neither_background,0.21692232359195024
cg03134230,2,191344229.0,-0.4258641033505001,-0.026813158956273,-0.22633863115338657,-1.0,0.2263386311533865,False,-0.005649,0.096596,0.0454735,1.0,0.051122,False,fires_neither_background,0.13873031557669324
cg03140412,11,415111.0,0.2923361207983889,0.4961811460670373,0.39425863343271306,1.0,0.394258633432713,False,-0.081683,0.032134,-0.0247745,-1.0,0.056908,False,fires_neither_background,0.2255833167163565
cg03143457,1,67749138.0,-0.1921592477079522,-0.0965476654372929,-0.14435345657262255,-1.0,0.1443534565726225,False,0.058641,0.167708,0.1131745,1.0,0.113174,False,fires_neither_background,0.12876372828631125
cg03151529,12,123764379.0,-0.845642520807631,-0.2380684865307417,-0.5418555036691863,-1.0,0.5418555036691863,False,0.125555,-0.062019,0.031768000000000005,1.0,0.093787,False,fires_neither_background,0.31782125183459314
cg03158310,16,2036234.0,-0.5979048503148916,0.4369751882279437,-0.08046483104347396,-1.0,0.5174400192714177,False,-0.202987,0.028123,-0.087432,-1.0,0.115555,False,fires_neither_background,0.31649750963570883
cg03167633,2,144580942.0,-0.5088542865831227,-0.3871880384287731,-0.4480211625059479,-1.0,0.4480211625059479,True,-0.194417,-0.101632,-0.1480245,-1.0,0.148025,False,fires_breast_only,0.29802308125297394
cg03176550,16,28985008.0,0.2732436129878929,-0.2869552420182327,-0.006855814515169895,-1.0,0.2800994275030628,False,0.157039,-0.149058,0.003990500000000008,1.0,0.153049,False,fires_neither_background,0.2165742137515314
cg03177551,15,41502549.0,-0.1526727741039299,-0.5538842956272771,-0.3532785348656035,-1.0,0.3532785348656035,False,0.089491,0.107008,0.0982495,1.0,0.09825,False,fires_neither_background,0.22576426743280176
cg03179291,17,3888608.0,-1.0277844153850648,-0.3888023230606283,-0.7082933692228466,-1.0,0.7082933692228466,True,0.157526,-0.160112,-0.0012930000000000025,-1.0,0.158819,False,fires_breast_only,0.4335561846114233
cg03188064,12,121658761.0,0.444639629770006,0.0959680422772914,0.2703038360236487,1.0,0.2703038360236487,False,-0.116391,-0.170356,-0.1433735,-1.0,0.143374,False,fires_neither_background,0.20683891801182436
cg03190513,6,11382442.0,-0.0118501207682997,0.8705329747929335,0.42934142701231687,1.0,0.4411915477806166,False,-0.173698,0.128038,-0.02282999999999999,-1.0,0.150868,False,fires_neither_background,0.29602977389030827
cg03190661,17,78130621.0,-0.0604686244951368,-0.6026634659346809,-0.33156604521490884,-1.0,0.3315660452149088,False,0.165541,0.158694,0.1621175,1.0,0.162118,False,fires_neither_background,0.24684202260745441
cg03203287,3,37992279.0,-0.2419036848544175,-0.1944791730970567,-0.2181914289757371,-1.0,0.2181914289757371,False,0.026844,-0.172673,-0.0729145,-1.0,0.099758,False,fires_neither_background,0.15897471448786854
cg03204322,1,84302195.0,0.0463515000257144,-0.3260060654220153,-0.13982728269815045,-1.0,0.1861787827238649,False,-0.108879,-0.237859,-0.173369,-1.0,0.173369,False,fires_neither_background,0.17977389136193245
cg03207391,19,18386391.0,-0.2139787400579879,-0.0892424733215622,-0.15161060668977505,-1.0,0.1516106066897751,False,-0.060241,0.040944,-0.0096485,-1.0,0.050593,False,fires_neither_background,0.10110180334488755
cg03217587,2,238494362.0,0.5995148492571527,-0.4848602606146193,0.05732729432126671,1.0,0.542187554935886,False,0.087039,0.018025,0.052532,1.0,0.052532,False,fires_neither_background,0.297359777467943
cg03218479,8,139933538.0,-0.0269810032773773,-0.7550648759058789,-0.3910229395916281,-1.0,0.3910229395916281,False,-0.131372,0.137017,0.0028225000000000056,1.0,0.134194,False,fires_neither_background,0.26260846979581404
cg03219838,5,135336364.0,-0.2242636738782463,0.4320782112960123,0.103907268708883,1.0,0.3281709425871293,False,-0.182959,-0.29204,-0.23749950000000003,-1.0,0.2375,False,fires_neither_background,0.2828354712935647
cg03224396,1,220843958.0,-0.605555161914992,-0.0227862254743621,-0.3141706936946771,-1.0,0.3141706936946771,False,-0.013732,-0.15014,-0.081936,-1.0,0.081936,False,fires_neither_background,0.19805334684733855
cg03228145,5,178777762.0,-0.0100720943542504,-0.4977802416447555,-0.25392616799950296,-1.0,0.253926167999503,False,-0.054895,-0.069264,-0.0620795,-1.0,0.06208,False,fires_neither_background,0.15800308399975152
cg03231447,11,2273961.0,-0.2543843896105262,-0.1629383436022254,-0.2086613666063758,-1.0,0.2086613666063758,False,-0.059048,-0.012661,-0.035854500000000004,-1.0,0.035854,False,fires_neither_background,0.1222576833031879
cg03232056,7,157668618.0,-0.1173316860427787,0.0356262067471081,-0.0408527396478353,-1.0,0.0764789463949434,False,-0.243448,0.172145,-0.0356515,-1.0,0.207797,False,fires_neither_background,0.1421379731974717
cg03233624,17,57663103.0,-0.4115672843928243,-0.514885163274348,-0.46322622383358614,-1.0,0.4632262238335861,True,0.170888,-0.089003,0.04094250000000001,1.0,0.129946,False,fires_breast_only,0.29658611191679307
cg03233876,19,575412.0,-0.2608064209726305,-0.4001623839116541,-0.3304844024421423,-1.0,0.3304844024421423,False,0.024086,-0.007273,0.0084065,1.0,0.01568,False,fires_neither_background,0.17308220122107115
cg03234072,13,98472016.0,-0.5006268715199094,-0.0037904483632364,-0.2522086599415729,-1.0,0.2522086599415729,False,-0.014065,-0.038407,-0.026236,-1.0,0.026236,False,fires_neither_background,0.13922232997078643
cg03234777,11,118224829.0,-0.1394016118110073,-0.7202726656866181,-0.4298371387488127,-1.0,0.4298371387488127,False,0.062464,0.210579,0.1365215,1.0,0.136522,False,fires_neither_background,0.28317956937440636
cg03237892,17,42455639.0,-0.1615782911408202,-0.3213833263662195,-0.24148080875351985,-1.0,0.2414808087535199,False,0.095131,0.036519,0.065825,1.0,0.065825,False,fires_neither_background,0.15365290437675994
cg03242471,2,8487836.0,-0.0193231548399121,-0.2911126002613005,-0.1552178775506063,-1.0,0.1552178775506063,False,-0.174086,0.112549,-0.030768499999999997,-1.0,0.143317,False,fires_neither_background,0.14926743877530313
cg03252568,17,43649891.0,-0.3102547659972633,0.1261762511888155,-0.0920392574042239,-1.0,0.2182155085930394,False,0.166181,0.0467,0.1064405,1.0,0.10644,False,fires_neither_background,0.1623277542965197
cg03254137,17,17757944.0,0.1019060167608284,-0.090661808026735,0.005622104367046701,1.0,0.0962839123937817,False,-0.231151,-0.085696,-0.1584235,-1.0,0.158423,False,fires_neither_background,0.12735345619689087
cg03260530,17,83091691.0,-0.3785535078093091,-0.1495677792914424,-0.26406064355037573,-1.0,0.2640606435503758,False,0.088129,-0.106376,-0.0091235,-1.0,0.097252,False,fires_neither_background,0.1806563217751879
cg03260621,7,18290469.0,0.3525273806581963,0.5399422787226192,0.44623482969040773,1.0,0.4462348296904077,True,-0.125907,0.329082,0.1015875,1.0,0.227494,False,fires_breast_only,0.33686441484520385
cg03272225,19,17846297.0,0.7272154575716627,0.3229521445253084,0.5250838010484855,1.0,0.5250838010484855,True,-0.017563,-0.142606,-0.0800845,-1.0,0.080084,False,fires_breast_only,0.3025839005242428
cg03277898,7,2479190.0,-1.2705625257663804,-1.0193654781995805,-1.1449640019829803,-1.0,1.1449640019829803,True,-0.170513,-0.046608,-0.1085605,-1.0,0.108561,False,fires_breast_only,0.6267625009914901
cg03278514,15,70487007.0,0.170610226533587,-0.223777141853532,-0.026583457659972498,-1.0,0.1971936841935595,False,-0.036273,-0.136476,-0.08637449999999999,-1.0,0.086375,False,fires_neither_background,0.14178434209677976
cg03285468,18,63476700.0,-0.3153420092592918,0.1987175881601723,-0.05831221054955975,-1.0,0.2570297987097321,False,0.105681,-0.054202,0.0257395,1.0,0.079941,False,fires_neither_background,0.16848539935486603
cg03290977,4,15401062.0,-0.1134665355513648,-0.1391578108966655,-0.12631217322401517,-1.0,0.1263121732240151,False,-0.104808,0.061729,-0.0215395,-1.0,0.083269,False,fires_neither_background,0.10479058661200755
cg03292149,19,44776508.0,-0.4943413809249609,0.2002456053049589,-0.147047887810001,-1.0,0.3472934931149599,False,0.247988,-0.010017,0.1189855,1.0,0.129002,False,fires_neither_background,0.23814774655747994
cg03294458,17,42783980.0,0.1668607682640447,-0.0705802169806339,0.0481402756417054,1.0,0.1187204926223393,False,-0.022858,-0.071462,-0.04716,-1.0,0.04716,False,fires_neither_background,0.08294024631116965
cg03295251,16,78568014.0,0.1503425326297671,-0.3801719106400718,-0.11491468900515234,-1.0,0.2652572216349195,False,0.068781,0.142735,0.10575799999999999,1.0,0.105758,False,fires_neither_background,0.18550761081745976
cg03297163,7,2508503.0,0.1050723373225956,-0.2021033733426493,-0.04851551801002685,-1.0,0.1535878553326224,False,-0.132056,-0.026253,-0.0791545,-1.0,0.079155,False,fires_neither_background,0.1163714276663112
cg03297901,17,78121686.0,0.1691728258666618,0.0809250768013654,0.1250489513340136,1.0,0.1250489513340136,False,-0.07055,-0.21313,-0.14184,-1.0,0.14184,False,fires_neither_background,0.1334444756670068
cg03307465,2,40452379.0,0.4491786130513488,0.1920776650017678,0.3206281390265583,1.0,0.3206281390265583,False,0.252843,-0.082375,0.08523399999999999,1.0,0.167609,False,fires_neither_background,0.24411856951327915
cg03307717,21,43104529.0,0.5403320411590559,-0.3835829777784809,0.07837453169028749,1.0,0.4619575094687683,False,0.000432,-0.046382,-0.022975,-1.0,0.023407,False,fires_neither_background,0.24268225473438415
cg03307958,2,127401277.0,-0.6076287152678598,-0.1390578618146586,-0.3733432885412592,-1.0,0.3733432885412592,False,0.112681,-0.022105,0.045288,1.0,0.067393,False,fires_neither_background,0.2203681442706296
cg03308399,7,27106618.0,-0.2804909645196348,0.1621765954657563,-0.059157184526939244,-1.0,0.2213337799926956,False,0.060588,0.178751,0.1196695,1.0,0.119669,False,fires_neither_background,0.17050138999634779
cg03312170,16,53781214.0,-0.1629639721865316,-0.4395514359797834,-0.3012577040831575,-1.0,0.3012577040831575,False,0.137009,0.040552,0.0887805,1.0,0.08878,False,fires_neither_background,0.19501885204157876
cg03319315,10,133389107.0,-0.6998730765499688,-0.218084130562505,-0.4589786035562369,-1.0,0.4589786035562369,False,0.045503,-0.092889,-0.023693,-1.0,0.069196,False,fires_neither_background,0.26408730177811846
cg03324578,3,46846428.0,0.3990778421937245,0.2071913601149483,0.3031346011543364,1.0,0.3031346011543364,False,-0.218201,-0.165477,-0.191839,-1.0,0.191839,False,fires_neither_background,0.2474868005771682
cg03326606,20,50729030.0,-0.0348406830799033,-0.0813798031682242,-0.05811024312406375,-1.0,0.0581102431240637,False,0.03871,-0.092695,-0.0269925,-1.0,0.065703,False,fires_neither_background,0.06190662156203185
cg03330490,10,92692479.0,0.382981082215114,-0.4509904839012013,-0.034004700843043634,-1.0,0.4169857830581577,False,-0.055716,-0.086275,-0.0709955,-1.0,0.070995,False,fires_neither_background,0.24399039152907886
cg03330820,1,64621258.0,-0.6311169665940447,-0.1121544406786172,-0.37163570363633097,-1.0,0.3716357036363309,False,0.175656,0.028821,0.10223850000000001,1.0,0.102239,False,fires_neither_background,0.23693735181816544
cg03331514,7,1537380.0,-0.0102754961176222,0.0368332276782752,0.013278865780326502,1.0,0.0235543618979487,False,-0.057809,0.072717,0.007454000000000002,1.0,0.065263,False,fires_neither_background,0.04440868094897435
cg03332469,7,157004273.0,0.3626396414104542,-0.4217784093131579,-0.029569383951351863,-1.0,0.3922090253618061,False,0.213385,0.013859,0.113622,1.0,0.113622,False,fires_neither_background,0.25291551268090307
cg03337482,1,3365885.0,-0.4020754791696338,0.088354664217615,-0.1568604074760094,-1.0,0.2452150716936244,False,-0.068688,-0.10357,-0.086129,-1.0,0.086129,False,fires_neither_background,0.1656720358468122
cg03337918,8,95136062.0,-0.1475205324300732,-0.2869378560276363,-0.21722919422885473,-1.0,0.2172291942288547,False,0.006378,0.033373,0.0198755,1.0,0.019875,False,fires_neither_background,0.11855209711442735
cg03338924,6,13014874.0,-0.8542112153562766,0.0649680045745118,-0.3946216053908824,-1.0,0.4595896099653942,False,0.074664,-0.025946,0.024359,1.0,0.050305,False,fires_neither_background,0.25494730498269713
cg03339668,12,119804153.0,-0.1888237408242952,-0.7251892270690282,-0.4570064839466617,-1.0,0.4570064839466617,False,0.18283,-0.077836,0.052496999999999995,1.0,0.130333,False,fires_neither_background,0.29366974197333084
cg03342674,9,137299324.0,-0.491283302711979,-0.2073317789728821,-0.34930754084243054,-1.0,0.3493075408424306,False,-0.024843,0.10732,0.0412385,1.0,0.066081,False,fires_neither_background,0.2076942704212153
cg03343063,1,15697211.0,0.727726278600105,0.0501443851994577,0.38893533189978136,1.0,0.3889353318997813,False,0.094711,0.457739,0.276225,1.0,0.276225,False,fires_neither_background,0.33258016594989065
cg03343584,19,51568282.0,0.3029655064924718,0.0585332322338146,0.18074936936314318,1.0,0.1807493693631432,False,0.099482,-0.135939,-0.0182285,-1.0,0.117711,False,fires_neither_background,0.1492301846815716
cg03345059,5,150528055.0,-0.3755136289128328,0.0865970572425197,-0.14445828583515655,-1.0,0.2310553430776762,False,0.195741,-0.122798,0.0364715,1.0,0.15927,False,fires_neither_background,0.1951626715388381
cg03345976,4,117086069.0,0.031601969766341,-0.4567778438895312,-0.2125879370615951,-1.0,0.2441899068279361,False,-0.130378,0.054852,-0.037763,-1.0,0.092615,False,fires_neither_background,0.16840245341396803
cg03346415,16,69820992.0,-0.4297913067027643,0.1662664631102048,-0.13176242179627973,-1.0,0.2980288849064846,False,0.075541,-0.182771,-0.053614999999999996,-1.0,0.129156,False,fires_neither_background,0.2135924424532423
cg03352153,6,63320524.0,-0.2047105434966923,0.2221530000465787,0.008721228274943205,1.0,0.2134317717716355,False,0.015923,-0.100476,-0.042276499999999995,-1.0,0.058199,False,fires_neither_background,0.13581538588581776
cg03352287,1,152515786.0,0.8606652758585024,0.4407909817147817,0.650728128786642,1.0,0.6507281287866421,True,0.068813,0.041244,0.0550285,1.0,0.055029,False,fires_breast_only,0.35287856439332105
cg03363012,20,760405.0,-0.7438557130768092,0.212855317562546,-0.26550019775713163,-1.0,0.4783555153196776,False,0.022397,-0.195138,-0.0863705,-1.0,0.108768,False,fires_neither_background,0.29356175765983883
cg03363863,16,31135733.0,0.1579267698623958,-0.09670822919417,0.03060927033411289,1.0,0.1273174995282829,False,0.043386,-0.141754,-0.04918399999999999,-1.0,0.09257,False,fires_neither_background,0.10994374976414145
cg03364683,4,168481147.0,0.5805452945962493,0.2763707161054308,0.42845800535084,1.0,0.42845800535084,False,-0.130394,0.127419,-0.0014875000000000027,-1.0,0.128907,False,fires_neither_background,0.27868250267542
cg03370077,7,50733726.0,-1.5821416530535672,-0.5381235862438374,-1.0601326196487024,-1.0,1.0601326196487024,True,0.132285,0.13734,0.1348125,1.0,0.134812,False,fires_breast_only,0.5974723098243512
cg03370270,7,106425157.0,-0.0508522152272411,-0.1417522780429678,-0.09630224663510445,-1.0,0.0963022466351045,False,-0.187662,0.177263,-0.005199499999999996,-1.0,0.182463,False,fires_neither_background,0.13938262331755225
cg03373714,2,146874526.0,-0.0246011490914701,0.8329114604959966,0.40415515570226324,1.0,0.4287563047937334,False,-0.017386,-0.054669,-0.036027500000000004,-1.0,0.036028,False,fires_neither_background,0.2323921523968667
cg03380645,2,85667925.0,-0.8640189126141953,0.096039897477943,-0.3839895075681261,-1.0,0.4800294050460691,False,-0.087346,-0.011937,-0.0496415,-1.0,0.049642,False,fires_neither_background,0.26483570252303457
cg03387311,17,17202915.0,,-0.0598198794432591,,,,False,-0.213295,-0.043121,-0.12820800000000002,-1.0,0.128208,False,fires_neither_background,
cg03387497,20,17700300.0,-0.5966214890594936,-0.3367641642352686,-0.4666928266473811,-1.0,0.4666928266473811,True,-0.125789,-0.226723,-0.17625600000000002,-1.0,0.176256,False,fires_breast_only,0.32147441332369053
cg03389538,3,129060655.0,0.038629041514658,0.3559504883464264,0.1972897649305422,1.0,0.1972897649305422,False,-0.281382,-0.206148,-0.243765,-1.0,0.243765,True,fires_AD_only,0.2205273824652711
cg03390636,15,80551111.0,-0.0600195403592281,-0.4474723644709613,-0.2537459524150947,-1.0,0.2537459524150947,False,0.128586,0.1341,0.131343,1.0,0.131343,False,fires_neither_background,0.19254447620754733
cg03395558,11,70662224.0,-0.1988582550520614,-0.2587382039859295,-0.22879822951899545,-1.0,0.2287982295189954,False,-0.047757,-0.062221,-0.054988999999999996,-1.0,0.054989,False,fires_neither_background,0.1418936147594977
cg03396285,2,101251894.0,-0.2873594477417436,-0.7693179007541802,-0.5283386742479619,-1.0,0.5283386742479619,False,0.189569,0.150295,0.169932,1.0,0.169932,False,fires_neither_background,0.3491353371239809
cg03396324,3,184342782.0,-0.5468467967673878,0.6133030133651926,0.03322810829890238,1.0,0.5800749050662901,False,-0.025639,0.081746,0.028053500000000002,1.0,0.053692,False,fires_neither_background,0.31688345253314504
cg03406626,11,96302940.0,-0.1217588947862339,-0.0538276952363117,-0.08779329501127281,-1.0,0.0877932950112728,False,0.14179,0.023622,0.082706,1.0,0.082706,False,fires_neither_background,0.0852496475056364
cg03408619,8,30442626.0,-0.7530673538732943,0.060145808722575,-0.3464607725753596,-1.0,0.4066065812979346,False,0.164306,-0.215455,-0.0255745,-1.0,0.189881,False,fires_neither_background,0.2982437906489673
cg03419014,21,36990442.0,0.2125174901929848,-0.3850366487384034,-0.08625957927270929,-1.0,0.2987770694656941,False,-0.183581,0.263945,0.040181999999999995,1.0,0.223763,False,fires_neither_background,0.26127003473284705
