"cpg_id","chr","pos"
"cg25241038","chr2",95940475
"cg25241559","chr2",241989379
"cg25242471","chr2",219738732
"cg25242587","chr2",122407163
"cg25243455","chr2",114033360
"cg25245569","chr2",47356596
"cg25249286","chr2",242713790
"cg25250853","chr2",85822726
"cg25252478","chr2",3622661
"cg25253773","chr2",74942436
"cg25265126","chr2",113891507
"cg25265300","chr2",84106017
"cg25266281","chr2",242904768
"cg25270429","chr2",24270471
"cg25272554","chr2",222437075
"cg25273507","chr2",198364931
"cg25292468","chr2",206550511
"cg25295825","chr2",237489920
"cg25297849","chr2",219922998
"cg25297992","chr2",72376235
"cg25298319","chr2",233217079
"cg25299214","chr2",74328923
"cg25301406","chr2",230578708
"cg25308803","chr2",109746735
"cg25310071","chr2",121016810
"cg25314706","chr2",128354089
"cg25320763","chr2",72109825
"cg25329589","chr2",220492186
"cg25331250","chr2",6402937
"cg25332377","chr2",219906256
"cg25334934","chr2",121269348
"cg25336731","chr2",70520884
"cg25337514","chr2",9285975
"cg25339653","chr2",37384231
"cg25344623","chr2",136566232
"cg25347337","chr2",55921045
"cg25347419","chr2",177043501
"cg25353287","chr2",42277667
"cg25354918","chr2",100170766
"cg25365034","chr2",23785230
"cg25365370","chr2",137516097
"cg25365544","chr2",238707589
"cg25371919","chr2",63284481
"cg25371950","chr2",242786524
"cg25372407","chr2",242784088
"cg25377178","chr2",232651151
"cg25393284","chr2",942653
"cg25411110","chr2",178077324
"cg25417298","chr2",122406472
"cg25423004","chr2",176993211
"cg25423732","chr2",218837974
"cg25423755","chr2",220306636
"cg25428553","chr2",105275706
"cg25428929","chr2",242606353
"cg25431819","chr2",4720633
"cg25432992","chr2",121493541
"cg25433157","chr2",133025835
"cg25439845","chr2",133022980
"cg25440278","chr2",241957607
"cg25442273","chr2",132183108
"cg25443006","chr2",25856591
"cg25446604","chr2",242874912
"cg25450113","chr2",32852292
"cg25455438","chr2",111878453
"cg25461240","chr2",86947341
"cg25471021","chr2",42796439
"cg25471520","chr2",166813804
"cg25472172","chr2",11685235
"cg25475289","chr2",70780384
"cg25476129","chr2",220341206
"cg25476243","chr2",451932
"cg25476312","chr2",135476893
"cg25479788","chr2",79220217
"cg25487775","chr2",162093969
"cg25492097","chr2",220495954
"cg25498838","chr2",73144462
"cg25502245","chr2",231754837
"cg25508118","chr2",119981769
"cg25517810","chr2",105474385
"cg25521086","chr2",113341977
"cg25522894","chr2",28789456
"cg25525778","chr2",112812167
"cg25534953","chr2",97174206
"cg25537434","chr2",237086492
"cg25541738","chr2",96192339
"cg25542907","chr2",38977782
"cg25560398","chr2",233252170
"cg25562306","chr2",189157510
"cg25567448","chr2",97175065
"cg25568091","chr2",113032874
"cg25568114","chr2",128158438
"cg25569480","chr2",48844892
"cg25571189","chr2",133427612
"cg25585364","chr2",118846169
"cg25586305","chr2",234281690
"cg25590579","chr2",45838450
"cg25592918","chr2",132767707
"cg25596297","chr2",223162875
"cg25603603","chr2",25264793
"cg25607121","chr2",219745748
"cg25610689","chr2",68384627
"cg25611756","chr2",65086991
"cg25617230","chr2",10952979
"cg25618271","chr2",119532118
"cg25622366","chr2",63281139
"cg25623768","chr2",45241008
"cg25631352","chr2",70995527
"cg25652029","chr2",182321786
"cg25653703","chr2",46844310
"cg25654619","chr2",85555411
"cg25656144","chr2",28614171
"cg25683549","chr2",177134060
"cg25683963","chr2",220420917
"cg25684844","chr2",239335822
"cg25685524","chr2",130897302
"cg25685761","chr2",121453389
"cg25692259","chr2",223520658
"cg25692835","chr2",99224894
"cg25704749","chr2",241526252
"cg25705148","chr2",72079498
"cg25709824","chr2",45162908
"cg25711079","chr2",64880901
"cg25711575","chr2",178937477
"cg25719132","chr2",70520671
"cg25721366","chr2",241197225
"cg25721451","chr2",66662764
"cg25724323","chr2",58478735
"cg25726425","chr2",234637574
"cg25727572","chr2",242157117
"cg25730564","chr2",236100751
"cg25731401","chr2",10572392
"cg25736183","chr2",134767630
"cg25737323","chr2",29338100
"cg25738373","chr2",190526173
"cg25740565","chr2",200335101
"cg25740621","chr2",162164980
"cg25741215","chr2",63287082
"cg25741837","chr2",73452813
"cg25743719","chr2",10443138
"cg25745201","chr2",118380992
"cg25746226","chr2",47629792
"cg25746499","chr2",240153778
"cg25754195","chr2",69027039
"cg25756780","chr2",121345047
"cg25758217","chr2",105478656
"cg25785397","chr2",662770
"cg25793693","chr2",166810089
"cg25798000","chr2",242448045
"cg25799969","chr2",28974658
"cg25800500","chr2",97505275
"cg25800638","chr2",24527092
"cg25801052","chr2",97215992
"cg25802430","chr2",112641397
"cg25803107","chr2",6072744
"cg25804718","chr2",69870025
"cg25805739","chr2",118845883
"cg25807044","chr2",65092450
"cg25810938","chr2",241497060
"cg25815021","chr2",109745210
"cg25815024","chr2",219696567
"cg25815054","chr2",165697978
"cg25816031","chr2",158087662
"cg25818813","chr2",112656629
"cg25820224","chr2",95787551
"cg25820361","chr2",201729363
"cg25822369","chr2",222237362
"cg25823214","chr2",241076058
"cg25828259","chr2",47918397
"cg25828872","chr2",179058612
"cg25831712","chr2",39351779
"cg25840208","chr2",31457043
"cg25845374","chr2",119981187
"cg25849196","chr2",175198280
"cg25850181","chr2",241992580
"cg25850998","chr2",175870336
"cg25856179","chr2",191878705
"cg25870010","chr2",96191158
"cg25875316","chr2",239067599
"cg25878063","chr2",159736477
"cg25884424","chr2",113522513
"cg25886337","chr2",73441702
"cg25889035","chr2",236826311
"cg25890838","chr2",242801046
"cg25890876","chr2",242516207
"cg25903497","chr2",219157103
"cg25907053","chr2",70369816
"cg25908985","chr2",219925065
"cg25912328","chr2",233757784
"cg25912580","chr2",38755298
"cg25912827","chr2",162930805
"cg25916282","chr2",177023760
"cg25925023","chr2",220299484
"cg25927708","chr2",119603813
"cg25928603","chr2",200323017
"cg25929173","chr2",182548308
"cg25930639","chr2",130893520
"cg25940874","chr2",206804293
"cg25942178","chr2",85829833
"cg25942789","chr2",241696788
"cg25942990","chr2",177014996
"cg25945732","chr2",264204
"cg25946059","chr2",242973936
"cg25947878","chr2",20068702
"cg25949955","chr2",123109584
"cg25950548","chr2",70475801
"cg25950668","chr2",97530653
"cg25951073","chr2",67484483
"cg25951210","chr2",177016619
"cg25953239","chr2",176982342
"cg25953789","chr2",220366002
"cg25954914","chr2",54785183
"cg25962286","chr2",172968752
"cg25976672","chr2",235907796
"cg25981597","chr2",197504344
"cg25984400","chr2",177001883
"cg25995995","chr2",240927173
"cg25999722","chr2",30144566
"cg26001902","chr2",108602979
"cg26008007","chr2",232545866
"cg26008260","chr2",25057298
"cg26009192","chr2",120282200
"cg26010191","chr2",15701432
"cg26012578","chr2",122125185
"cg26029736","chr2",105760375
"cg26032417","chr2",241185226
"cg26034355","chr2",69968919
"cg26036375","chr2",122660039
"cg26040211","chr2",75186107
"cg26049726","chr2",73518702
"cg26053291","chr2",89064631
"cg26053704","chr2",47403888
"cg26056277","chr2",166982925
"cg26057751","chr2",87016259
"cg26058016","chr2",219858811
"cg26058474","chr2",241975035
"cg26058508","chr2",3425687
"cg26064155","chr2",99771622
"cg26075039","chr2",121684535
"cg26076884","chr2",118943736
"cg26078407","chr2",240225062
"cg26080673","chr2",64067784
"cg26084005","chr2",241760190
"cg26084700","chr2",231693479
"cg26091021","chr2",177021826
"cg26092233","chr2",240697636
"cg26093790","chr2",62733166
"cg26094984","chr2",197457425
"cg26095266","chr2",10262787
"cg26095658","chr2",71017887
"cg26097391","chr2",54893211
"cg26097549","chr2",36582467
"cg26101402","chr2",200323147
"cg26101890","chr2",228185396
"cg26102065","chr2",190539480
"cg26102760","chr2",242088848
"cg26104551","chr2",27851776
"cg26105702","chr2",209120195
"cg26107076","chr2",128051925
"cg26111019","chr2",118770881
"cg26111184","chr2",27255694
"cg26112014","chr2",230135789
"cg26117622","chr2",242042254
"cg26119090","chr2",26468346
"cg26120787","chr2",178516770
"cg26121113","chr2",153191532
"cg26123029","chr2",492294
"cg26123256","chr2",27530670
"cg26125384","chr2",70314274
"cg26126749","chr2",239970075
"cg26127425","chr2",238382343
"cg26128123","chr2",241385598
"cg26132947","chr2",242933431
"cg26133082","chr2",96260180
"cg26146617","chr2",232260305
"cg26146971","chr2",219757724
"cg26148236","chr2",233497957
"cg26148815","chr2",113379707
"cg26149131","chr2",54343179
"cg26149223","chr2",179345173
"cg26149275","chr2",176950007
"cg26153054","chr2",132152814
"cg26153687","chr2",97481963
"cg26154534","chr2",241076355
"cg26154974","chr2",128848828
"cg26157802","chr2",220042863
"cg26161045","chr2",55277080
"cg26168400","chr2",202316215
"cg26170569","chr2",130986931
"cg26174880","chr2",3489916
"cg26175033","chr2",43037432
"cg26188299","chr2",60778813
"cg26192815","chr2",240722597
"cg26202358","chr2",242295778
"cg26202797","chr2",240005956
"cg26207357","chr2",190539199
"cg26210445","chr2",162273326
"cg26228577","chr2",121624862
"cg26230390","chr2",203130314
"cg26230651","chr2",114048973
"cg26248373","chr2",1572462
"cg26250093","chr2",24397649
"cg26251429","chr2",28113398
"cg26258108","chr2",232329189
"cg26258116","chr2",70485225
"cg26258631","chr2",190648605
"cg26267388","chr2",119591627
"cg26268842","chr2",219575248
"cg26271891","chr2",180726249
"cg26276650","chr2",10182878
"cg26277787","chr2",1425560
"cg26277979","chr2",236015549
"cg26290638","chr2",27851802
"cg26292241","chr2",220110082
"cg26297968","chr2",211035960
"cg26301283","chr2",209225183
"cg26301353","chr2",131512890
"cg26302994","chr2",44395983
"cg26307926","chr2",71116765
"cg26313233","chr2",114415511
"cg26314531","chr2",26401878
"cg26314806","chr2",132767457
"cg26315221","chr2",38742622
"cg26317006","chr2",240428290
"cg26323130","chr2",149632683
"cg26328180","chr2",91874214
"cg26330326","chr2",62132771
"cg26332715","chr2",191745502
"cg26333822","chr2",108603193
"cg26337070","chr2",85999873
"cg26338195","chr2",230933067
"cg26342671","chr2",128432524
"cg26344233","chr2",106015817
"cg26344334","chr2",3718215
"cg26346032","chr2",220143912
"cg26347887","chr2",88927196
"cg26348348","chr2",133428993
"cg26355577","chr2",80531751
"cg26359150","chr2",145281519
"cg26360088","chr2",89219715
"cg26360792","chr2",43019997
"cg26361052","chr2",70417980
"cg26361754","chr2",206790750
"cg26363272","chr2",240904871
"cg26367235","chr2",239997305
"cg26373379","chr2",97535902
"cg26376157","chr2",216974328
"cg26378593","chr2",128784793
"cg26378753","chr2",677591
"cg26378982","chr2",11053937
"cg26381592","chr2",190649278
"cg26381970","chr2",241326952
"cg26383138","chr2",2119533
"cg26383753","chr2",85199382
"cg26384014","chr2",74877874
"cg26385097","chr2",438095
"cg26391832","chr2",45237929
"cg26396721","chr2",214171
"cg26397291","chr2",132440103
"cg26422059","chr2",237146110
"cg26423331","chr2",74374909
"cg26423677","chr2",17935206
"cg26425256","chr2",119611362
"cg26425669","chr2",136875923
"cg26426348","chr2",96657403
"cg26444995","chr2",198670187
"cg26445292","chr2",152955650
"cg26447282","chr2",242874971
"cg26447968","chr2",74682200
"cg26449951","chr2",219754840
"cg26450801","chr2",1105626
"cg26456554","chr2",240168283
"cg26456999","chr2",236900867
"cg26459473","chr2",236838291
"cg26461880","chr2",242930039
"cg26464998","chr2",242011086
"cg26467069","chr2",151344296
"cg26467631","chr2",127826083
"cg26469613","chr2",242928012
"cg26470101","chr2",173099597
"cg26471497","chr2",172974819
"cg26474549","chr2",239432273
"cg26474814","chr2",175574391
"cg26478621","chr2",73461243
"cg26479951","chr2",192542600
"cg26480289","chr2",92035167
"cg26482052","chr2",66660462
"cg26495711","chr2",240169280
"cg26500773","chr2",232646331
"cg26501230","chr2",154113652
"cg26502666","chr2",29034052
"cg26510473","chr2",1553797
"cg26522240","chr2",145277843
"cg26522609","chr2",91670894
"cg26528459","chr2",174146545
"cg26529376","chr2",96012328
"cg26529864","chr2",74375903
"cg26530345","chr2",220312410
"cg26533368","chr2",114359762
"cg26533925","chr2",10384276
"cg26534614","chr2",232826398
"cg26534856","chr2",44223049
"cg26535835","chr2",197036297
"cg26537478","chr2",66668012
"cg26538529","chr2",222437130
"cg26539736","chr2",10666585
"cg26539941","chr2",220306470
"cg26540905","chr2",71693228
"cg26541741","chr2",241817207
"cg26543799","chr2",203736570
"cg26544277","chr2",220083865
"cg26569395","chr2",68694513
"cg26569914","chr2",240399084
"cg26570218","chr2",25195142
"cg26571942","chr2",30455099
"cg26572187","chr2",70485204
"cg26572548","chr2",102003380
"cg26577201","chr2",219857793
"cg26580134","chr2",60777051
"cg26580609","chr2",18766140
"cg26585007","chr2",112655072
"cg26587715","chr2",238707236
"cg26607002","chr2",169643026
"cg26607828","chr2",130516226
"cg26608203","chr2",97173877
"cg26608221","chr2",74692293
"cg26625629","chr2",21022877
"cg26627956","chr2",202004766
"cg26628476","chr2",202988253
"cg26628795","chr2",111435723
"cg26631039","chr2",121625022
"cg26631984","chr2",17719375
"cg26632873","chr2",60781640
"cg26633107","chr2",14774086
"cg26633120","chr2",105654408
"cg26635044","chr2",233757626
"cg26635246","chr2",242688327
"cg26636010","chr2",20306539
"cg26638005","chr2",131090049
"cg26638505","chr2",31806183
"cg26641076","chr2",74208602
"cg26641275","chr2",239971554
"cg26643908","chr2",36825150
"cg26645063","chr2",65454766
"cg26645509","chr2",118944144
"cg26649384","chr2",154334651
"cg26655076","chr2",236720373
"cg26655295","chr2",677162
"cg26660157","chr2",27278057
"cg26664455","chr2",73298989
"cg26664634","chr2",148778495
"cg26665480","chr2",98280029
"cg26667720","chr2",219773728
"cg26668858","chr2",216176837
"cg26669825","chr2",232063251
"cg26669897","chr2",15909070
"cg26670245","chr2",170551352
"cg26672088","chr2",153573883
"cg26676034","chr2",74669048
"cg26685735","chr2",228028776
"cg26687120","chr2",9954121
"cg26689097","chr2",88355367
"cg26693529","chr2",20101779
"cg26700716","chr2",183730940
"cg26703456","chr2",226264821
"cg26703674","chr2",173292216
"cg26706317","chr2",242836370
"cg26706909","chr2",44396058
"cg26707263","chr2",241526101
"cg26708100","chr2",176983815
"cg26708548","chr2",232791101
"cg26708940","chr2",102003884
"cg26709537","chr2",178077188
"cg26766005","chr2",171571941
"cg26786569","chr2",74685132
"cg26797073","chr2",131129811
"cg26800771","chr2",241855454
"cg26803969","chr2",28579423
"cg26804360","chr2",239982769
"cg26816819","chr2",192746973
"cg26817334","chr2",119613580
"cg26817877","chr2",173539621
"cg26820055","chr2",131721099
"cg26828218","chr2",219264796
"cg26828742","chr2",294148
"cg26831241","chr2",175546916
"cg26832552","chr2",620992
"cg26834713","chr2",241567666
"cg26836175","chr2",204507855
"cg26837570","chr2",74710667
"cg26838691","chr2",24397539
"cg26839791","chr2",187558512
"cg26845036","chr2",54198403
"cg26845390","chr2",242830161
"cg26847438","chr2",231191916
"cg26853808","chr2",73441387
"cg26855801","chr2",45176983
"cg26869849","chr2",27632522
"cg26870720","chr2",86790627
"cg26870961","chr2",231740356
"cg26872149","chr2",157191396
"cg26873705","chr2",160919162
"cg26874229","chr2",105853672
"cg26876664","chr2",240302637
"cg26879788","chr2",238330297
"cg26880806","chr2",98262454
"cg26880961","chr2",92231224
"cg26881035","chr2",95831417
"cg26881591","chr2",3990813
"cg26889647","chr2",201729339
"cg26890182","chr2",135621176
"cg26900034","chr2",88355166
"cg26908932","chr2",87569447
"cg26909299","chr2",74757141
"cg26913798","chr2",240091029
"cg26915351","chr2",220089491
"cg26915774","chr2",162094867
"cg26944725","chr2",149926738
"cg26945050","chr2",27346434
"cg26947572","chr2",10442852
"cg26949087","chr2",26467503
"cg26950332","chr2",98351009
"cg26958558","chr2",113522543
"cg26975040","chr2",240205772
"cg26981047","chr2",10535668
"cg26983710","chr2",154728202
"cg26984928","chr2",26726190
"cg26988215","chr2",31361757
"cg26990102","chr2",119606746
"cg26990217","chr2",38829956
"cg26995204","chr2",25565215
"cg26995744","chr2",200322034
"cg27005255","chr2",198365139
"cg27005794","chr2",109746251
"cg27007625","chr2",240896183
"cg27009691","chr2",114361162
"cg27011577","chr2",97778608
"cg27023515","chr2",109065275
"cg27024860","chr2",202316456
"cg27026673","chr2",39664343
"cg27049194","chr2",238280612
"cg27050057","chr2",238274488
"cg27051171","chr2",7005923
"cg27051315","chr2",238864959
"cg27051683","chr2",242802069
"cg27060346","chr2",234359958
"cg27075518","chr2",216176841
"cg27076454","chr2",236579007
"cg27078812","chr2",179278348
"cg27088072","chr2",242481453
"cg27089736","chr2",3714278
"cg27091865","chr2",3826610
"cg27104778","chr2",237542706
"cg27107076","chr2",25050844
"cg27109600","chr2",200332025
"cg27111463","chr2",88751405
"cg27114644","chr2",121344729
"cg27114661","chr2",242255285
"cg27115721","chr2",16790338
"cg27115821","chr2",241262258
"cg27116912","chr2",176947940
"cg27117509","chr2",19551398
"cg27136299","chr2",74682091
"cg27139836","chr2",219868065
"cg27140647","chr2",8977490
"cg27141863","chr2",98280810
"cg27143307","chr2",234763110
"cg27143749","chr2",242688348
"cg27145083","chr2",242929653
"cg27166649","chr2",182521528
"cg27167195","chr2",159379414
"cg27169713","chr2",132513458
"cg27169860","chr2",66218712
"cg27211198","chr2",121776456
"cg27211284","chr2",200524012
"cg27213226","chr2",239056585
"cg27214687","chr2",241383517
"cg27216630","chr2",201374900
"cg27217916","chr2",85843214
"cg27218469","chr2",7005960
"cg27224642","chr2",39665105
"cg27230038","chr2",31456804
"cg27235690","chr2",55496390
"cg27236875","chr2",213403519
"cg27241677","chr2",122809617
"cg27242549","chr2",113012627
"cg27243490","chr2",1204826
"cg27247510","chr2",11780349
"cg27247697","chr2",87018054
"cg27252970","chr2",220348312
"cg27254040","chr2",51074881
"cg27254442","chr2",176962284
"cg27254871","chr2",206750458
"cg27256565","chr2",33952488
"cg27273946","chr2",232113244
"cg27274377","chr2",1863615
"cg27274426","chr2",86791087
"cg27288971","chr2",219081940
"cg27290103","chr2",218713647
"cg27291468","chr2",9878816
"cg27297626","chr2",23785055
"cg27299186","chr2",71559340
"cg27299406","chr2",43020013
"cg27301256","chr2",92031904
"cg27303430","chr2",227663593
"cg27304047","chr2",97001659
"cg27305063","chr2",136634202
"cg27306119","chr2",9144605
"cg27308895","chr2",200329850
"cg27309098","chr2",236619748
"cg27310163","chr2",113342241
"cg27310720","chr2",220506611
"cg27311227","chr2",119769268
"cg27312391","chr2",241404127
"cg27312442","chr2",240101625
"cg27343123","chr2",62423136
"cg27343456","chr2",39471182
"cg27344587","chr2",63275602
"cg27357361","chr2",85133262
"cg27359308","chr2",122043034
"cg27361397","chr2",97426627
"cg27364741","chr2",63281069
"cg27365115","chr2",103353231
"cg27367722","chr2",64033402
"cg27369452","chr2",25475583
"cg27370997","chr2",61921752
"cg27371953","chr2",242714091
"cg27373836","chr2",228336809
"cg27378591","chr2",241697024
"cg27380499","chr2",219233446
"cg27381194","chr2",96932018
"cg27381542","chr2",241070061
"cg27403609","chr2",11101403
"cg27404023","chr2",162283994
"cg27404186","chr2",242843821
"cg27405400","chr2",127839539
"cg27406975","chr2",172955512
"cg27412987","chr2",159825138
"cg27416435","chr2",20842326
"cg27418586","chr2",238768104
"cg27418895","chr2",24272716
"cg27419327","chr2",241853823
"cg27419419","chr2",4982977
"cg27419470","chr2",217675069
"cg27422721","chr2",156822700
"cg27425784","chr2",98340511
"cg27428208","chr2",42229179
"cg27430369","chr2",503745
"cg27446302","chr2",294079
"cg27446566","chr2",99952965
"cg27452117","chr2",197036434
"cg27457290","chr2",64246845
"cg27472905","chr2",241938166
"cg27472937","chr2",3683119
"cg27476576","chr2",121103029
"cg27477610","chr2",95787254
"cg27485108","chr2",26951130
"cg27486277","chr2",101618593
"cg27486695","chr2",220083502
"cg27494615","chr2",9614744
"cg27496793","chr2",46926433
"cg27502766","chr2",88926899
"cg27506082","chr2",207139431
"cg27525248","chr2",134877576
"cg27527593","chr2",8818326
"cg27533019","chr2",99553078
"cg27533534","chr2",149859227
"cg27534679","chr2",235005011
"cg27553926","chr2",97136508
"cg27553988","chr2",1266573
"cg27577431","chr2",3606160
"cg27580026","chr2",27717965
"cg27583037","chr2",54682530
"cg27583307","chr2",200320750
"cg27585222","chr2",114737730
"cg27587568","chr2",234384343
"cg27598195","chr2",25148746
"cg27599869","chr2",12856850
"cg27604702","chr2",233793088
"cg27611081","chr2",109150596
"cg27611177","chr2",196412134
"cg27611857","chr2",99347979
"cg27621528","chr2",241392617
"cg27624826","chr2",131010647
"cg27628891","chr2",242811864
"cg27629311","chr2",68906885
"cg27629977","chr2",80531633
"cg27631638","chr2",138892947
"cg27635110","chr2",1926436
"cg27636536","chr2",27273429
"cg27640712","chr2",171771081
"cg27641709","chr2",11272899
"cg27659841","chr2",192109995
"cg27662832","chr2",210444327
"cg27664268","chr2",132570865
"cg27664844","chr2",119532486
"cg27665377","chr2",120770690
"cg27665808","chr2",232055229
"cg00001245","chr3",15106710
"cg00004067","chr3",36981714
"cg00025155","chr3",61379582
"cg00025647","chr3",147077127
"cg00026075","chr3",172465746
"cg00028935","chr3",147114406
"cg00030422","chr3",38080704
"cg00031303","chr3",195681400
"cg00052422","chr3",41240987
"cg00054472","chr3",9852352
"cg00056624","chr3",37902229
"cg00059161","chr3",164907027
"cg00060320","chr3",134369974
"cg00060500","chr3",197476529
"cg00064347","chr3",197477238
"cg00065919","chr3",48956159
"cg00065935","chr3",120627088
"cg00069967","chr3",57505680
"cg00071575","chr3",170371843
"cg00071869","chr3",141599902
"cg00071984","chr3",60617504
"cg00074851","chr3",196664445
"cg00075844","chr3",51641812
"cg00077017","chr3",57994273
"cg00082384","chr3",52516316
"cg00083401","chr3",51642365
"cg00088464","chr3",128780893
"cg00089353","chr3",160473693
"cg00089486","chr3",157816330
"cg00090612","chr3",22030381
"cg00090865","chr3",43663694
"cg00091569","chr3",40428383
"cg00091633","chr3",120170383
"cg00097940","chr3",197476561
"cg00099023","chr3",52189007
"cg00100892","chr3",173113576
"cg00101712","chr3",123699208
"cg00104131","chr3",138327850
"cg00104570","chr3",99536649
"cg00108277","chr3",49840710
"cg00109302","chr3",147096098
"cg00109764","chr3",43811308
"cg00112465","chr3",128719999
"cg00115629","chr3",53164619
"cg00121148","chr3",113603874
"cg00125002","chr3",129747708
"cg00127545","chr3",51705085
"cg00134776","chr3",139653573
"cg00146919","chr3",57994099
"cg00150737","chr3",131221845
"cg00154357","chr3",147111280
"cg00158683","chr3",48632625
"cg00162231","chr3",11035357
"cg00166216","chr3",194407860
"cg00166722","chr3",10149974
"cg00167710","chr3",178789438
"cg00168009","chr3",194980766
"cg00169633","chr3",134093551
"cg00170343","chr3",11313890
"cg00174918","chr3",122513949
"cg00178511","chr3",48632778
"cg00179328","chr3",111393448
"cg00181676","chr3",196325301
"cg00186462","chr3",100401284
"cg00187606","chr3",128598469
"cg00187768","chr3",186617977
"cg00193283","chr3",10806047
"cg00201234","chr3",13590968
"cg00209563","chr3",69726759
"cg00210098","chr3",12883308
"cg00211625","chr3",169554913
"cg00212264","chr3",117988595
"cg00212909","chr3",101396052
"cg00213967","chr3",12851900
"cg00214791","chr3",24871948
"cg00223863","chr3",138309376
"cg00225902","chr3",66444122
"cg00229368","chr3",184279621
"cg00238038","chr3",156458560
"cg00291981","chr3",49591748
"cg00294898","chr3",160939446
"cg00296938","chr3",49044463
"cg00300090","chr3",4345167
"cg00307254","chr3",126706825
"cg00313642","chr3",196014711
"cg00316015","chr3",195735296
"cg00316602","chr3",33481935
"cg00320862","chr3",170588302
"cg00323305","chr3",24537182
"cg00325599","chr3",36986513
"cg00327796","chr3",23032191
"cg00329270","chr3",134369919
"cg00332802","chr3",118198779
"cg00333034","chr3",183948058
"cg00334063","chr3",147106010
"cg00337053","chr3",49507545
"cg00343022","chr3",38178135
"cg00344900","chr3",126006749
"cg00345094","chr3",48342834
"cg00345443","chr3",54121778
"cg00364339","chr3",126440043
"cg00367649","chr3",66702975
"cg00375819","chr3",11033866
"cg00376019","chr3",52931306
"cg00386925","chr3",71380367
"cg00387704","chr3",189838376
"cg00440263","chr3",186545047
"cg00445013","chr3",190683296
"cg00451113","chr3",138722221
"cg00455883","chr3",73046007
"cg00456086","chr3",197283111
"cg00459944","chr3",39148298
"cg00460268","chr3",50383175
"cg00470882","chr3",122380166
"cg00473416","chr3",127176006
"cg00473834","chr3",23987430
"cg00475815","chr3",196594767
"cg00477817","chr3",25709615
"cg00486627","chr3",50541026
"cg00490450","chr3",139108681
"cg00491927","chr3",120003642
"cg00495515","chr3",169490965
"cg00498591","chr3",9904557
"cg00498816","chr3",13665022
"cg00501421","chr3",58291814
"cg00503302","chr3",62355319
"cg00504134","chr3",152552530
"cg00507465","chr3",124774924
"cg00522034","chr3",105587721
"cg00538102","chr3",124606184
"cg00556132","chr3",11684351
"cg00558986","chr3",93781766
"cg00559054","chr3",156273071
"cg00578442","chr3",196439632
"cg00584840","chr3",112903054
"cg00587180","chr3",78157752
"cg00587834","chr3",51749959
"cg00619347","chr3",149688574
"cg00620018","chr3",71834282
"cg00620452","chr3",32147645
"cg00621583","chr3",41237304
"cg00623328","chr3",128840692
"cg00626312","chr3",184409746
"cg00627788","chr3",196296266
"cg00652796","chr3",96532832
"cg00653460","chr3",101406220
"cg00656387","chr3",40428638
"cg00658016","chr3",178865678
"cg00658085","chr3",149701119
"cg00661438","chr3",75661320
"cg00662963","chr3",138739722
"cg00663396","chr3",124885385
"cg00664406","chr3",51740875
"cg00665492","chr3",164914575
"cg00666105","chr3",181428377
"cg00666685","chr3",50336856
"cg00667865","chr3",179322195
"cg00668519","chr3",11597941
"cg00676042","chr3",150481287
"cg00678709","chr3",14584745
"cg00688963","chr3",24536231
"cg00694512","chr3",126423063
"cg00696023","chr3",155588382
"cg00702577","chr3",72897627
"cg00702638","chr3",44803293
"cg00704734","chr3",127845715
"cg00705878","chr3",142720294
"cg00707739","chr3",23848132
"cg00708060","chr3",49208687
"cg00711773","chr3",40351057
"cg00712965","chr3",125683964
"cg00714198","chr3",12705702
"cg00718400","chr3",32509018
"cg00727386","chr3",112383831
"cg00730653","chr3",13920053
"cg00731253","chr3",180546372
"cg00735667","chr3",74663796
"cg00737655","chr3",127840234
"cg00744083","chr3",38648200
"cg00750314","chr3",47823291
"cg00752077","chr3",103645203
"cg00757731","chr3",66024991
"cg00760338","chr3",185826511
"cg00763136","chr3",9611212
"cg00770008","chr3",20081585
"cg00774149","chr3",52255721
"cg00779602","chr3",66002927
"cg00781540","chr3",50396681
"cg00785783","chr3",112280577
"cg00786761","chr3",184209224
"cg00790651","chr3",49056096
"cg00794178","chr3",182897283
"cg00799387","chr3",32827142
"cg00800773","chr3",53195164
"cg00801868","chr3",155588370
"cg00804179","chr3",13083974
"cg00807342","chr3",10182884
"cg00810908","chr3",13612319
"cg00810956","chr3",27771766
"cg00813746","chr3",50275558
"cg00815179","chr3",57541753
"cg00817731","chr3",46759475
"cg00822591","chr3",16306489
"cg00825131","chr3",61379930
"cg00826921","chr3",143692146
"cg00828556","chr3",196351986
"cg00834590","chr3",151870289
"cg00836482","chr3",119528956
"cg00841408","chr3",9811940
"cg00841985","chr3",15901302
"cg00844404","chr3",183868973
"cg00847029","chr3",128206844
"cg00867997","chr3",183966811
"cg00871917","chr3",53164423
"cg00879003","chr3",137487186
"cg00889778","chr3",176988602
"cg00890840","chr3",123603455
"cg00891242","chr3",157828165
"cg00892742","chr3",195648562
"cg00893348","chr3",139353025
"cg00894142","chr3",65495260
"cg00895132","chr3",13318410
"cg00901264","chr3",14644790
"cg00902265","chr3",178866220
"cg00902873","chr3",127771089
"cg00906088","chr3",126423065
"cg00906762","chr3",148805118
"cg00907008","chr3",350892
"cg00907288","chr3",9178249
"cg00908291","chr3",140771786
"cg00968241","chr3",156543833
"cg00969119","chr3",13325360
"cg00969988","chr3",142297747
"cg00971891","chr3",88199395
"cg00987743","chr3",49581113
"cg00989160","chr3",41038496
