cpg,d_AIBL,d_AddNeuroMed,concordant_strong,mean_abs_d,CHR,MAPINFO
cg06055044,-0.078998,0.033483,False,0.056240,5,15937060.0
cg06055229,-0.003512,-0.128503,False,0.066007,5,124742273.0
cg06065245,-0.184347,-0.131427,False,0.157887,8,27921634.0
cg06068897,0.117655,0.062364,False,0.090010,21,5104159.0
cg06080571,-0.144508,-0.002041,False,0.073274,11,2328577.0
cg06080729,0.215407,0.123882,False,0.169645,16,3017625.0
cg06080793,0.080062,0.095182,False,0.087622,6,1625222.0
cg06103624,0.048741,-0.218820,False,0.133780,15,66706588.0
cg06108383,-0.034139,-0.273967,False,0.154053,6,32153122.0
cg06117093,-0.131581,-0.213740,False,0.172660,2,239369962.0
cg06118338,0.028664,-0.100584,False,0.064624,11,18523271.0
cg06122825,0.027057,-0.084451,False,0.055754,1,203519636.0
cg06124660,-0.020273,0.138934,False,0.079603,1,173419927.0
cg06126829,0.170809,-0.068524,False,0.119666,20,44355680.0
cg06127256,-0.253240,-0.203793,True,0.228517,16,73172689.0
cg06130354,-0.114814,0.169049,False,0.141932,17,4944306.0
cg06130714,-0.015356,0.236989,False,0.126172,17,10120980.0
cg06143658,-0.141624,0.120836,False,0.131230,2,233013305.0
cg06152215,0.145742,0.208233,False,0.176987,12,123937712.0
cg06154597,0.100044,-0.184053,False,0.142048,4,931024.0
cg06155710,0.252097,0.056823,False,0.154460,1,223109863.0
cg06158111,-0.063999,0.046690,False,0.055344,16,841302.0
cg06159484,0.131775,0.013641,False,0.072708,1,8027530.0
cg06173663,-0.075680,-0.239724,False,0.157702,7,101936649.0
cg06174454,-0.112026,0.050042,False,0.081034,3,50334387.0
cg06179039,0.123560,0.206487,False,0.165023,16,67229621.0
cg06183267,0.042502,0.216810,False,0.129656,2,100142672.0
cg06183469,-0.029766,-0.152514,False,0.091140,6,30983307.0
cg06186155,-0.067407,-0.057202,False,0.062305,17,48571220.0
cg06189869,0.071298,0.030465,False,0.050881,17,44003279.0
cg06195379,-0.297094,0.047097,False,0.172095,16,3074590.0
cg06196689,-0.013854,-0.440957,False,0.227406,3,124934788.0
cg06196926,0.178388,0.092359,False,0.135374,12,107757838.0
cg06201247,0.063220,0.126271,False,0.094746,13,76996010.0
cg06206957,0.079529,0.097316,False,0.088423,7,33041003.0
cg06233186,0.024937,0.049753,False,0.037345,12,89076436.0
cg06238004,-0.096906,-0.083541,False,0.090224,17,43952359.0
cg06238491,0.050872,0.088966,False,0.069919,19,54364839.0
cg06248428,0.154585,0.219945,False,0.187265,10,32189922.0
cg06249604,0.041029,0.062068,False,0.051549,6,30071429.0
cg06250904,0.006538,0.085611,False,0.046075,12,106957403.0
cg06253229,-0.017490,0.060350,False,0.038920,X,103775665.0
cg06267617,0.004184,-0.029869,False,0.017026,1,172322587.0
cg06272010,-0.107636,-0.145152,False,0.126394,2,233060091.0
cg06277849,-0.179034,0.039757,False,0.109396,4,185395520.0
cg06286026,-0.000967,-0.047546,False,0.024256,4,3011540.0
cg06286604,0.041116,-0.317072,False,0.179094,12,132142911.0
cg06295071,0.211576,-0.103206,False,0.157391,21,32394422.0
cg06298701,-0.060012,-0.064585,False,0.062299,10,46029148.0
cg06303168,0.016603,-0.066714,False,0.041659,12,55929175.0
cg06306927,-0.019924,-0.002958,False,0.011441,17,42194261.0
cg06316121,0.128124,-0.140306,False,0.134215,1,110477163.0
cg06325540,-0.073039,-0.074052,False,0.073546,16,1133618.0
cg06332950,-0.062951,-0.121044,False,0.091997,16,6826121.0
cg06333307,-0.092652,-0.064072,False,0.078362,13,43360010.0
cg06334737,-0.097345,-0.376881,False,0.237113,11,62208723.0
cg06338710,-0.017585,0.028271,False,0.022928,1,92480630.0
cg06339706,-0.035714,0.048356,False,0.042035,19,48868028.0
cg06342072,-0.022870,-0.143344,False,0.083107,13,50411503.0
cg06342416,-0.221080,-0.207812,True,0.214446,21,44353686.0
cg06345856,-0.028302,-0.154980,False,0.091641,6,112244682.0
cg06350853,0.146361,-0.015951,False,0.081156,1,168920902.0
cg06354692,0.275663,0.026989,False,0.151326,11,597466.0
cg06354695,0.030982,-0.387729,False,0.209356,1,212470179.0
cg06357549,-0.146899,-0.127451,False,0.137175,1,31679947.0
cg06363692,0.144475,0.265568,False,0.205021,11,71945379.0
cg06363968,0.119051,0.054679,False,0.086865,16,84595402.0
cg06372467,-0.091084,0.222778,False,0.156931,12,52748758.0
cg06377256,-0.327121,0.173080,False,0.250101,16,2719483.0
cg06377278,-0.122134,0.079325,False,0.100729,1,24929878.0
cg06378990,0.108527,-0.149114,False,0.128820,2,120912744.0
cg06379532,-0.009341,0.154154,False,0.081747,3,32856870.0
cg06380123,-0.031522,0.091650,False,0.061586,12,51324194.0
cg06383124,0.027229,-0.154107,False,0.090668,16,85137689.0
cg06385583,-0.222501,0.034569,False,0.128535,2,12456717.0
cg06390041,-0.023704,-0.067551,False,0.045628,7,140411976.0
cg06392589,0.152474,0.046003,False,0.099239,3,136958004.0
cg06393830,-0.022343,0.001697,False,0.012020,6,31560112.0
cg06395232,0.015063,0.357748,False,0.186405,12,14952720.0
cg06400229,0.117891,-0.001254,False,0.059573,10,123568062.0
cg06420512,-0.008276,-0.011184,False,0.009730,19,43795788.0
cg06422039,-0.082561,0.356715,False,0.219638,16,1078698.0
cg06422261,-0.129105,-0.142304,False,0.135704,16,88646044.0
cg06422471,0.103878,-0.050844,False,0.077361,22,50731072.0
cg06422529,-0.212971,-0.152727,False,0.182849,8,96649037.0
cg06431347,-0.051002,-0.232501,False,0.141751,2,235027110.0
cg06436185,-0.353139,-0.290114,True,0.321626,7,151745265.0
cg06436854,-0.165885,-0.041053,False,0.103469,16,88977119.0
cg06440087,0.125570,-0.249658,False,0.187614,10,7703228.0
cg06440665,-0.163631,-0.207771,False,0.185701,1,31667699.0
cg06445944,0.099430,-0.162141,False,0.130785,5,68291100.0
cg06456031,0.189840,0.147830,False,0.168835,7,135148098.0
cg06468166,0.137882,0.133861,False,0.135871,5,15936659.0
cg06471596,0.000536,-0.017313,False,0.008925,7,101936656.0
cg06478504,-0.144327,0.105467,False,0.124897,2,239252917.0
cg06481431,0.058270,-0.191346,False,0.124808,19,6745310.0
cg06482904,-0.045514,-0.274976,False,0.160245,11,61769528.0
cg06488150,-0.056068,0.050524,False,0.053296,7,6436372.0
cg06492112,0.017169,-0.154900,False,0.086035,X,149505719.0
cg06493963,0.027740,-0.105919,False,0.066829,7,115968449.0
cg06498520,-0.076929,0.037065,False,0.056997,4,186068852.0
cg06505273,-0.009028,0.112035,False,0.060532,16,24838971.0
cg06506078,-0.037181,-0.204236,False,0.120709,10,92848501.0
cg06508454,0.103577,-0.093504,False,0.098540,11,1036471.0
cg06510261,-0.095019,0.160228,False,0.127623,3,112133380.0
cg06512128,-0.046589,0.062859,False,0.054724,1,112703073.0
cg06516150,0.215700,0.175324,False,0.195512,12,109154723.0
cg06518271,-0.017671,0.040617,False,0.029144,4,99219168.0
cg06518838,-0.122181,0.193502,False,0.157841,6,170088040.0
cg06523556,-0.169110,-0.060763,False,0.114936,8,42768643.0
cg06526741,0.149550,0.252493,False,0.201022,6,31582152.0
cg06539924,0.097690,-0.142150,False,0.119920,12,6057981.0
cg06550986,-0.002228,0.061162,False,0.031695,5,98753242.0
cg06556244,0.100915,0.033860,False,0.067388,7,143392366.0
cg06560026,-0.095143,0.280266,False,0.187704,16,6574241.0
cg06560282,0.081603,0.176587,False,0.129095,11,103960119.0
cg06563441,0.122177,0.109261,False,0.115719,6,135895972.0
cg06571753,-0.034708,-0.002330,False,0.018519,5,151661870.0
cg06577710,0.161404,0.348058,False,0.254731,3,121660898.0
cg06590662,-0.062508,-0.159902,False,0.111205,16,68902547.0
cg06591011,-0.173672,0.102881,False,0.138276,4,110164981.0
cg06604289,-0.042622,-0.034443,False,0.038533,1,13731111.0
cg06605704,-0.093472,0.013986,False,0.053729,16,4501146.0
cg06607764,-0.043189,-0.184822,False,0.114006,17,78723553.0
cg06607825,0.114746,-0.057990,False,0.086368,11,19804254.0
cg06617636,0.228224,0.086694,False,0.157459,14,68789973.0
cg06618298,0.051299,-0.327506,False,0.189403,5,16912967.0
cg06620723,-0.243295,-0.201947,True,0.222621,1,12344888.0
cg06623219,-0.026583,-0.178813,False,0.102698,19,13096688.0
cg06631999,0.193631,0.239330,False,0.216481,1,25890777.0
cg06633978,-0.041156,0.201375,False,0.121265,16,75319908.0
cg06637517,0.032473,0.137966,False,0.085220,3,52373328.0
cg06642677,0.012337,-0.129101,False,0.070719,1,203860647.0
cg06643882,0.194184,0.008263,False,0.101224,18,3773774.0
cg06645674,0.048961,-0.128856,False,0.088909,11,124880459.0
cg06646494,-0.119078,-0.035872,False,0.077475,12,121444612.0
cg06655414,0.099712,0.021483,False,0.060597,19,17831463.0
cg06657462,-0.107135,-0.207439,False,0.157287,10,92848283.0
cg06658391,0.357227,-0.038608,False,0.197917,2,113117656.0
cg06658404,-0.114472,0.157419,False,0.135945,16,54374102.0
cg06658821,-0.013587,-0.054287,False,0.033937,9,36135381.0
cg06659338,-0.314100,-0.228100,True,0.271100,1,54096367.0
cg06663149,0.065239,0.036046,False,0.050642,4,41455541.0
cg06679494,-0.168752,-0.008497,False,0.088625,17,7017976.0
cg06683316,0.020191,-0.103023,False,0.061607,16,49849888.0
cg06685080,0.174357,0.074609,False,0.124483,3,134472139.0
cg06688182,0.144230,0.016429,False,0.080330,11,126328035.0
cg06708390,-0.080869,0.103718,False,0.092293,8,140200699.0
cg06712651,-0.007487,0.075365,False,0.041426,12,65958089.0
cg06719487,-0.167680,0.163399,False,0.165539,1,10429905.0
cg06721393,0.049450,0.083205,False,0.066328,14,22226706.0
cg06724078,-0.073231,-0.037081,False,0.055156,1,47963879.0
cg06727242,-0.218659,-0.212364,True,0.215511,14,68143772.0
cg06727955,0.022993,0.087214,False,0.055103,17,74975438.0
cg06729381,-0.046468,0.101659,False,0.074064,11,61534714.0
cg06730678,0.000932,-0.202970,False,0.101951,12,6057777.0
cg06730796,0.021182,0.080134,False,0.050658,16,67237111.0
cg06734406,0.039349,-0.106994,False,0.073172,12,49955546.0
cg06740866,0.037314,0.011714,False,0.024514,5,32303340.0
cg06742151,0.173457,0.108258,False,0.140857,13,73466026.0
cg06743037,-0.105002,-0.048092,False,0.076547,7,80921215.0
cg06746774,0.071142,0.125604,False,0.098373,1,32751349.0
cg06748584,-0.098366,0.102225,False,0.100295,17,81553893.0
cg06748934,0.022907,0.262530,False,0.142718,4,174318324.0
cg06750045,0.157535,-0.270555,False,0.214045,11,2197917.0
cg06750897,-0.071163,0.295619,False,0.183391,1,164576316.0
cg06752054,0.096787,0.179625,False,0.138206,21,41361820.0
cg06763161,0.108736,-0.040431,False,0.074584,1,33348144.0
cg06765217,0.048662,0.295313,False,0.171988,14,37622439.0
cg06768599,0.155072,-0.055681,False,0.105376,14,24316282.0
cg06769708,0.009021,0.099072,False,0.054046,20,36432303.0
cg06790492,0.113982,0.073969,False,0.093975,17,79981731.0
cg06793974,-0.114917,0.073609,False,0.094263,20,62603959.0
cg06796271,0.085951,0.145524,False,0.115737,20,43558947.0
cg06800235,-0.075563,0.182273,False,0.128918,1,7632307.0
cg06801857,0.240122,0.041368,False,0.140745,1,230231936.0
cg06811300,-0.284002,-0.014245,False,0.149123,6,16504243.0
cg06814287,-0.023786,-0.172822,False,0.098304,6,32152807.0
cg06816254,0.161381,-0.030235,False,0.095808,16,21275717.0
cg06820412,-0.023027,0.060578,False,0.041802,5,136050607.0
cg06824394,0.006790,0.172311,False,0.089551,7,87217219.0
cg06825448,0.026203,-0.117454,False,0.071829,2,239945508.0
cg06826671,0.067156,0.156603,False,0.111879,8,120815721.0
cg06830360,0.001664,-0.062307,False,0.031986,8,141402913.0
cg06830450,0.099096,0.042705,False,0.070900,12,57727221.0
cg06832449,-0.040421,0.076373,False,0.058397,10,34781054.0
cg06832898,-0.162771,0.031425,False,0.097098,16,88967377.0
cg06833102,-0.083504,0.215731,False,0.149618,2,161239800.0
cg06835960,0.248894,-0.013349,False,0.131122,10,21508183.0
cg06839417,-0.020177,0.017741,False,0.018959,3,149388364.0
cg06843889,-0.117771,0.072811,False,0.095291,5,42949440.0
cg06853339,0.007836,-0.153255,False,0.080545,17,78121606.0
cg06857116,-0.426995,-0.094489,False,0.260742,17,15982012.0
cg06869505,0.030675,-0.127901,False,0.079288,1,15201021.0
cg06872172,0.005403,0.078984,False,0.042193,1,156769006.0
cg06876892,0.073974,-0.431821,False,0.252897,16,783231.0
cg06879394,-0.155492,0.277665,False,0.216579,6,13273919.0
cg06880420,0.041895,0.007609,False,0.024752,1,200150859.0
cg06886374,0.069684,0.110652,False,0.090168,16,1794151.0
cg06888746,0.040972,-0.141181,False,0.091076,10,103758006.0
cg06894549,-0.035300,0.027004,False,0.031152,1,155921025.0
cg06898293,0.074484,-0.245083,False,0.159783,7,115110649.0
cg06901890,0.146929,0.101343,False,0.124136,9,130041229.0
cg06905387,0.078239,0.106030,False,0.092134,18,46679824.0
cg06912665,0.092158,0.002771,False,0.047465,5,154712730.0
cg06916001,-0.063232,0.101733,False,0.082482,16,14309147.0
cg06925502,0.089975,-0.184098,False,0.137036,5,107512311.0
cg06925984,-0.122788,-0.118644,False,0.120716,17,79793443.0
cg06928983,0.037236,-0.148864,False,0.093050,5,50442182.0
cg06931418,-0.276211,-0.285156,True,0.280683,19,1402420.0
cg06934774,0.020089,0.042241,False,0.031165,7,27158406.0
cg06936803,-0.037710,0.132685,False,0.085198,4,185638784.0
cg06941557,0.100321,0.037355,False,0.068838,17,7854225.0
cg06943251,0.117060,0.170686,False,0.143873,20,59040343.0
cg06943912,-0.115085,-0.149853,False,0.132469,19,10604936.0
cg06947614,0.173298,0.004437,False,0.088867,12,20813505.0
cg06950952,0.135259,-0.162645,False,0.148952,2,151973675.0
cg06951565,0.038055,-0.079590,False,0.058823,5,178993526.0
cg06960356,0.056315,-0.040925,False,0.048620,11,2575186.0
cg06963182,-0.038175,0.279494,False,0.158834,2,84894962.0
cg06963711,0.136569,0.177476,False,0.157023,1,67704709.0
cg06965177,-0.036611,-0.132634,False,0.084623,19,50381922.0
cg06977014,0.026059,0.280199,False,0.153129,7,87658868.0
cg06984255,0.214789,0.027089,False,0.120939,10,103231436.0
cg06986584,-0.128629,-0.247638,False,0.188133,1,180935541.0
cg07003587,-0.071114,-0.022117,False,0.046616,17,81285240.0
cg07017153,-0.063566,-0.177154,False,0.120360,17,49022645.0
cg07024339,0.242711,-0.022661,False,0.132686,18,57482802.0
cg07025678,-0.093576,-0.000342,False,0.046959,11,306639.0
cg07028929,-0.056162,-0.199771,False,0.127967,13,59623811.0
cg07034255,0.226646,0.249688,True,0.238167,5,32297873.0
cg07041323,0.109831,0.180643,False,0.145237,16,28984723.0
cg07041565,0.078414,0.068156,False,0.073285,15,72187929.0
cg07051721,-0.216078,-0.060063,False,0.138071,2,119339605.0
cg07052231,-0.335239,-0.267479,True,0.301359,12,7210944.0
cg07060794,-0.318065,-0.180099,False,0.249082,7,23347746.0
cg07061298,0.048436,-0.063916,False,0.056176,7,27114228.0
cg07062847,0.206633,-0.010944,False,0.108789,13,114146375.0
cg07064495,-0.070054,0.061145,False,0.065599,18,31724148.0
cg07065759,-0.157867,-0.306326,False,0.232096,2,197152738.0
cg07071491,0.025415,0.031226,False,0.028321,14,103871845.0
cg07072391,-0.053734,-0.051360,False,0.052547,2,237510077.0
cg07082012,0.178416,-0.356497,False,0.267456,8,125986634.0
cg07084709,0.209240,-0.113380,False,0.161310,15,57591313.0
cg07085815,0.183598,0.078474,False,0.131036,2,223991857.0
cg07086947,0.063000,-0.187128,False,0.125064,14,105383615.0
cg07089399,-0.049947,-0.027805,False,0.038876,8,6624061.0
cg07093456,0.072543,0.035829,False,0.054186,10,116620665.0
cg07095908,-0.162334,-0.065885,False,0.114110,2,430882.0
cg07099000,-0.097465,0.155221,False,0.126343,17,82883258.0
cg07099810,0.134147,0.143076,False,0.138612,16,88509149.0
cg07105478,-0.255781,-0.134153,False,0.194967,17,79793686.0
cg07106394,-0.165242,-0.027902,False,0.096572,14,103905949.0
cg07107916,0.147310,0.042335,False,0.094823,1,212284082.0
cg07109745,-0.110822,-0.105084,False,0.107953,11,3880322.0
cg07111988,0.260326,0.181991,False,0.221158,1,24645273.0
cg07115626,-0.058310,-0.198813,False,0.128562,14,37602080.0
cg07117596,0.090041,0.027520,False,0.058781,1,233359420.0
cg07119472,-0.189328,0.210973,False,0.200150,12,51324227.0
cg07120097,0.072067,-0.142108,False,0.107088,14,36788400.0
cg07133930,-0.236565,-0.060664,False,0.148614,10,69061615.0
cg07134252,-0.070133,0.014351,False,0.042242,6,168180779.0
cg07137244,0.083659,0.124386,False,0.104023,17,31309845.0
cg07138024,0.011178,0.093888,False,0.052533,7,25568703.0
cg07148458,0.092396,-0.090049,False,0.091222,17,7350982.0
cg07152812,-0.092857,0.060328,False,0.076593,13,24162379.0
cg07157757,0.006986,0.186398,False,0.096692,11,655445.0
cg07159114,0.191939,0.042655,False,0.117297,6,158342431.0
cg07162000,0.119576,0.048921,False,0.084249,10,1732679.0
cg07165066,-0.169506,-0.016267,False,0.092887,13,23378437.0
cg07168142,-0.164340,0.262152,False,0.213246,17,42122722.0
cg07176168,0.041968,-0.249955,False,0.145962,1,58620044.0
cg07177394,0.008186,-0.148930,False,0.078558,21,41680543.0
cg07189755,0.069978,-0.015452,False,0.042715,9,32566800.0
cg07193534,0.198425,-0.093107,False,0.145766,1,119811627.0
cg07217710,0.021307,-0.016366,False,0.018837,8,140338820.0
cg07222861,-0.062689,0.022592,False,0.042641,1,31889483.0
cg07223952,0.185024,0.207105,False,0.196064,8,119672481.0
cg07238710,0.108140,-0.067825,False,0.087983,12,52116061.0
cg07241084,-0.194535,0.171056,False,0.182796,7,47453790.0
cg07243366,-0.277573,-0.138239,False,0.207906,12,19576769.0
cg07253384,-0.200268,-0.049926,False,0.125097,6,166463514.0
cg07260605,0.099151,-0.071144,False,0.085147,10,124941965.0
cg07266703,-0.073721,0.154037,False,0.113879,6,75083014.0
cg07272677,0.212226,0.110457,False,0.161342,4,185820293.0
cg07276534,-0.058335,0.028200,False,0.043268,3,193816791.0
cg07277017,0.252966,0.309418,True,0.281192,11,1852863.0
cg07280097,-0.281857,-0.174377,False,0.228117,3,129060758.0
cg07285641,-0.065107,-0.149439,False,0.107273,13,51771166.0
cg07285764,-0.186314,0.114556,False,0.150435,12,52015122.0
cg07290269,-0.121176,0.018503,False,0.069840,12,31326919.0
cg07295003,0.067899,0.130614,False,0.099257,8,135613230.0
cg07295669,0.118186,0.092752,False,0.105469,2,191410658.0
cg07296256,-0.189623,-0.264419,False,0.227021,13,112783696.0
cg07303091,0.145244,0.188318,False,0.166781,12,42469583.0
cg07319315,-0.230910,-0.228780,True,0.229845,2,134392028.0
cg07324702,-0.030212,0.197426,False,0.113819,15,101320832.0
cg07327435,-0.013180,-0.088420,False,0.050800,8,40214512.0
cg07330171,0.062774,0.142754,False,0.102764,10,88274641.0
cg07332880,-0.106216,-0.070032,False,0.088124,11,72079233.0
cg07338715,0.076166,0.040803,False,0.058484,2,109032825.0
cg07341609,-0.009656,0.179441,False,0.094548,22,37566562.0
cg07347148,0.165025,0.098465,False,0.131745,1,167817564.0
cg07347276,0.161116,0.142915,False,0.152016,11,34927777.0
cg07348591,0.062108,-0.034268,False,0.048188,2,224037586.0
cg07349094,0.008766,0.106572,False,0.057669,2,100142552.0
cg07357279,0.001740,0.030038,False,0.015889,17,45241368.0
cg07358634,0.006513,-0.028777,False,0.017645,6,167396555.0
cg07377422,-0.082116,0.037674,False,0.059895,19,45815375.0
cg07380416,0.061944,0.195441,False,0.128692,11,60971700.0
cg07382347,0.007250,0.126476,False,0.066863,6,30071631.0
cg07382923,0.050472,-0.060733,False,0.055603,10,47165917.0
cg07383757,-0.086552,-0.111265,False,0.098909,11,3626424.0
cg07385778,-0.175709,-0.300560,False,0.238135,3,72271483.0
cg07401745,0.182183,-0.168852,False,0.175517,5,53576242.0
cg07405370,-0.218702,-0.189009,False,0.203856,20,63896896.0
cg07408552,0.009595,0.157188,False,0.083391,17,42459977.0
cg07409471,-0.207875,-0.229610,True,0.218743,17,82875762.0
cg07420362,-0.192663,0.035686,False,0.114174,11,3626189.0
cg07438401,0.060115,0.079078,False,0.069596,3,67647633.0
cg07450210,-0.007615,0.144302,False,0.075959,13,99228693.0
cg07466651,-0.056664,0.091528,False,0.074096,2,189154868.0
cg07474957,-0.118672,-0.024606,False,0.071639,6,30683067.0
cg07489413,-0.180700,0.032930,False,0.106815,11,2300707.0
cg07489502,0.185326,0.043643,False,0.114485,5,141432075.0
cg07497190,-0.204590,-0.202760,True,0.203675,19,49524628.0
cg07497941,-0.244415,-0.058290,False,0.151353,11,1237316.0
cg07498879,0.026146,0.063013,False,0.044579,22,30267052.0
cg07499032,-0.012029,0.203565,False,0.107797,7,102426405.0
cg07511317,0.180940,0.119097,False,0.150019,14,103693660.0
cg07514618,-0.266321,-0.267658,True,0.266990,14,103513085.0
cg07516307,0.161944,-0.085205,False,0.123575,6,33197881.0
cg07522913,0.244849,-0.078508,False,0.161679,7,27110784.0
cg07529428,0.162457,-0.094497,False,0.128477,12,15564582.0
cg07530063,-0.228804,-0.192184,False,0.210494,14,100147355.0
cg07531268,0.132555,0.006752,False,0.069653,2,19351989.0
cg07534267,0.108646,0.111283,False,0.109964,16,14641323.0
cg07537917,0.025674,-0.018322,False,0.021998,2,240896992.0
cg07546360,0.113620,-0.059035,False,0.086328,22,46086143.0
cg07549381,0.033929,0.105143,False,0.069536,16,88703562.0
cg07551054,0.024325,0.016992,False,0.020658,8,139731957.0
cg07567256,-0.161037,-0.008506,False,0.084772,6,163336016.0
cg07571344,-0.299795,-0.486175,True,0.392985,20,1491425.0
cg07572927,-0.026461,0.113219,False,0.069840,14,20687520.0
cg07577799,-0.036445,-0.434211,False,0.235328,3,11037442.0
cg07584855,-0.140682,0.064161,False,0.102422,1,220882203.0
cg07588216,-0.083490,0.150440,False,0.116965,20,25223409.0
cg07589342,-0.205965,-0.148857,False,0.177411,1,212219166.0
cg07593977,0.033649,0.335467,False,0.184558,8,11877910.0
cg07598052,-0.102160,0.121738,False,0.111949,20,36646236.0
cg07599144,0.095973,-0.050559,False,0.073266,16,30948109.0
cg07605143,-0.181342,-0.002013,False,0.091678,19,48324586.0
cg07607523,0.208279,-0.023049,False,0.115664,10,21508201.0
cg07611933,-0.123493,0.026615,False,0.075054,16,2723244.0
cg07620562,0.008635,-0.003559,False,0.006097,3,125215046.0
cg07625619,0.096262,0.006779,False,0.051520,16,69017037.0
cg07641284,-0.186842,0.093781,False,0.140311,16,29745630.0
cg07645529,0.061783,-0.026694,False,0.044238,13,100670434.0
cg07651720,0.108880,-0.195041,False,0.151961,8,119672889.0
cg07665510,0.117030,0.059583,False,0.088307,17,57874702.0
cg07671858,0.267139,0.157730,False,0.212435,10,73647827.0
cg07673979,0.069926,-0.048896,False,0.059411,17,47192850.0
cg07675031,-0.217066,-0.303666,True,0.260366,11,47378342.0
cg07675656,-0.096413,0.154658,False,0.125536,16,2055014.0
cg07687354,-0.110784,0.074055,False,0.092420,16,1167857.0
cg07689396,-0.102496,-0.083507,False,0.093002,7,593413.0
cg07697770,-0.040442,-0.062837,False,0.051639,5,136054016.0
cg07699978,0.003522,0.052346,False,0.027934,12,62800221.0
cg07701282,0.091412,0.075852,False,0.083632,16,67230387.0
cg07709210,0.100780,-0.132766,False,0.116773,6,41747855.0
cg07713361,0.150524,0.048480,False,0.099502,22,36253098.0
cg07721658,0.086471,0.031129,False,0.058800,10,123478510.0
cg07725527,-0.126881,-0.097206,False,0.112044,13,41357045.0
cg07727425,-0.065294,-0.130360,False,0.097827,22,45242958.0
cg07739604,-0.095778,0.290857,False,0.193317,12,124466444.0
cg07741184,-0.023591,-0.073239,False,0.048415,6,167091376.0
cg07749613,-0.024579,0.359135,False,0.191857,2,96407801.0
cg07752095,0.092281,-0.254150,False,0.173216,4,127709111.0
cg07762764,-0.059843,-0.070465,False,0.065154,3,24524501.0
cg07768103,0.253048,0.227127,True,0.240088,5,176529343.0
cg07777540,-0.200390,-0.276981,True,0.238686,3,64539235.0
cg07785552,-0.379254,-0.281871,True,0.330562,1,26543129.0
cg07786675,0.043968,0.004165,False,0.024066,1,26863494.0
cg07787634,0.037363,-0.138371,False,0.087867,1,241552078.0
cg07792708,0.223507,-0.061274,False,0.142390,4,123774096.0
cg07795766,0.023873,-0.132587,False,0.078230,22,45212635.0
cg07795964,0.117606,0.018709,False,0.068158,4,2064593.0
cg07805500,-0.235004,-0.081355,False,0.158179,6,151059682.0
cg07805771,0.113255,0.367088,False,0.240171,1,112904838.0
cg07808590,0.143817,0.018574,False,0.081196,11,64370052.0
cg07809176,0.188699,0.165953,False,0.177326,12,27696519.0
cg07809301,-0.154135,0.042702,False,0.098418,11,112167450.0
cg07810039,-0.042846,0.017978,False,0.030412,1,218351216.0
cg07810733,0.235166,-0.050341,False,0.142753,12,65930312.0
cg07812059,0.210851,-0.107481,False,0.159166,16,8894955.0
cg07813031,-0.179392,-0.048887,False,0.114140,1,60832749.0
cg07823492,-0.140295,-0.095482,False,0.117889,17,48530737.0
cg07832674,-0.059036,-0.053276,False,0.056156,3,9902200.0
cg07842409,0.195570,0.171102,False,0.183336,1,11037815.0
cg07843390,0.126851,0.000643,False,0.063747,19,2541017.0
cg07845011,-0.127543,-0.197066,False,0.162305,6,31534744.0
cg07856071,0.077211,0.232839,False,0.155025,5,15928005.0
cg07860918,-0.043451,0.018764,False,0.031107,16,90026347.0
cg07863043,0.250681,-0.086892,False,0.168786,5,112825051.0
cg07863354,0.166802,0.112070,False,0.139436,17,82874735.0
cg07877900,-0.237247,0.049975,False,0.143611,16,57542950.0
cg07884255,0.051781,-0.003392,False,0.027587,7,33764950.0
cg07884764,0.151846,0.468564,False,0.310205,11,64340045.0
cg07886195,0.085427,-0.183907,False,0.134667,19,11152939.0
cg07890238,-0.166214,-0.173025,False,0.169620,8,8324938.0
cg07891271,-0.025477,0.094494,False,0.059985,15,101242832.0
cg07891288,0.020317,-0.243011,False,0.131664,16,6574292.0
cg07891457,-0.141371,-0.043797,False,0.092584,11,67674604.0
cg07899076,-0.246189,-0.028858,False,0.137524,7,5636208.0
cg07906432,-0.001883,0.037471,False,0.019677,1,63987368.0
cg07906724,-0.259357,-0.032974,False,0.146165,8,42768803.0
cg07917546,0.097865,-0.269969,False,0.183917,16,86462617.0
cg07921503,0.139763,0.150081,False,0.144922,7,2406208.0
cg07926025,0.177911,0.022500,False,0.100205,9,14722866.0
cg07931608,0.164255,-0.007391,False,0.085823,2,145856883.0
cg07942500,-0.076516,-0.074017,False,0.075266,14,64706716.0
cg07946277,0.091820,0.191851,False,0.141835,17,78736772.0
cg07946977,0.119680,0.265323,False,0.192502,1,221713297.0
cg07950798,-0.006933,0.073317,False,0.040125,14,104303888.0
cg07959068,0.112023,-0.067717,False,0.089870,16,24045817.0
cg07965110,0.160050,-0.021293,False,0.090671,1,24536676.0
cg07969497,0.201698,0.116525,False,0.159111,1,63847585.0
cg07979747,-0.102749,0.054328,False,0.078538,6,30892359.0
cg07979757,0.039474,-0.120086,False,0.079780,11,2807422.0
cg07981013,0.187717,0.083476,False,0.135597,7,157003073.0
cg07982740,0.008162,0.057312,False,0.032737,20,45781475.0
cg07988060,-0.023362,-0.113703,False,0.068533,17,31907770.0
cg07988171,-0.076788,0.039208,False,0.057998,19,16088609.0
cg07991704,0.281285,-0.164042,False,0.222664,4,71231256.0
cg07996594,-0.159281,-0.125353,False,0.142317,1,24931014.0
cg07997333,0.050170,-0.210031,False,0.130101,8,101438632.0
