cpg,bc_hc,bc_case,delta_bc,mean_beta_hc,mean_beta_case,sd_beta_hc,sd_beta_case,delta_var,bimodal_in_hc,lost_in_case,loss_of_bimodality,in_residual_concordant
cg04800503,0.482750907593006,0.6177007343712214,0.13494982677821543,0.9322456921443738,0.9253967329192547,0.036346381884096765,0.04970630478781814,0.0011496572595948746,False,False,False,False
cg04801779,0.36177065556535465,0.11362839457620301,-0.24814226098915165,0.8979668959660297,0.8977297950310559,0.015426286482156989,0.012323897022714653,-8.609187680310435e-05,False,False,False,False
cg04809093,0.26831531864305863,0.2204405024816091,-0.047874816161449535,0.9184401804670913,0.918486403726708,0.006374910139985836,0.006298421015797212,-9.693720006582544e-07,False,False,False,False
cg04821009,0.4112843813105794,0.3494716162425205,-0.06181276506805894,0.8808356645435246,0.8822020310559006,0.021362323414207244,0.02008938180371112,-5.2765600397907634e-05,False,False,False,False
cg04822621,0.3318999031854473,0.8836948911906557,0.5517949880052084,0.021590091295116774,0.022433341614906833,0.0024323287497718346,0.008661455546056905,6.91045890293533e-05,False,False,False,False
cg04831795,0.45105245183909715,0.556936476007085,0.10588402416798781,0.8938520382165606,0.8936155093167701,0.01974328738451306,0.02183238181409612,8.685549892900244e-05,False,False,False,False
cg04833731,0.1345569876919169,0.30273877506895325,0.16818178737703635,0.974600685774947,0.9746128819875776,0.0022881313157408194,0.0019051804684165846,-1.6058323008377768e-06,False,False,False,False
cg04833853,0.38200629598841346,0.29245530453809226,-0.0895509914503212,0.9438290445859873,0.9442211925465838,0.0064190845827879995,0.006162406648903017,-3.2293911745424775e-06,False,False,False,False
cg04835995,0.3736173009814029,0.4269527087640234,0.053335407782620525,0.03173256050955414,0.031878037267080744,0.005583844331188669,0.0058540636493894125,3.0907436961546598e-06,False,False,False,False
cg04844534,0.5366183776204665,0.38231622467730153,-0.15430215294316496,0.6344388747346072,0.641976850931677,0.06476734759865596,0.05040136439028848,-0.0016545117825624862,False,False,False,False
cg04848682,0.40099717610465085,0.4077964524393369,0.006799276334686022,0.8848986242038216,0.8873807267080747,0.02469076382445615,0.02378074523879234,-4.410997412272798e-05,False,False,False,False
cg04850059,0.37292184542170154,0.3790372197524702,0.0061153743307686415,0.9488389384288748,0.9497755155279504,0.005382242925488117,0.0048451276339039695,-5.49327712014701e-06,False,False,False,False
cg04853995,0.40283053189032747,0.4284285952121308,0.02559806332180331,0.8334048853503185,0.8379073105590061,0.028224133874723542,0.0368938053833628,0.0005645511426871332,False,False,False,False
cg04859102,0.3501308509081593,0.31155341578934387,-0.03857743511881545,0.04555783014861996,0.04517481366459627,0.0072396588156372265,0.007738650742543052,7.47405554822832e-06,False,False,False,False
cg04865531,0.36206644782491365,0.35809916801886443,-0.003967279806049218,0.9241689723991507,0.92506499378882,0.008596175725984348,0.007214041601710593,-2.18518408807914e-05,False,False,False,False
cg04872689,0.33380388960269586,0.41697907176633636,0.0831751821636405,0.14529187898089174,0.13409627950310557,0.036825044496805515,0.040949616882244945,0.00032078722061093393,False,False,False,False
cg04873833,0.5798989141473286,0.7199391117327197,0.1400401975853911,0.9065286878980893,0.904740900621118,0.08814321907433018,0.10758519457418414,0.003805347022779697,True,False,False,False
cg04874580,0.36338573352579684,0.35079690205645425,-0.012588831469342587,0.9113660530785562,0.9121805652173912,0.008232674852627884,0.008303646521847051,1.1736103306910807e-06,False,False,False,False
cg04874795,0.49220090914008563,0.4759711266703096,-0.016229782469776022,0.09003623991507431,0.08415765838509318,0.042873288235884266,0.042588367358514935,-2.4349809893391833e-05,False,False,False,False
cg04880751,0.1310300533901955,0.12419530414673476,-0.006834749243460739,0.0645355881104034,0.06412493167701865,0.013783198680577882,0.017385295155721483,0.00011227192178326896,False,False,False,False
cg04883472,0.2898107070509375,0.28908739244734977,-0.0007233146035877103,0.24965611464968154,0.23953921118012417,0.03750083356400679,0.04796385889701354,0.0008942192422972863,False,False,False,False
cg04886934,0.09301256146838957,0.132576867688413,0.03956430622002344,0.9689318619957537,0.9690002173913043,0.0031764084140470964,0.003505230651639866,2.1970715083664494e-06,False,False,False,False
cg04889043,0.2500799965811717,0.3178952990300013,0.0678153024488296,0.7992800467091294,0.7959488571428571,0.02952476660995446,0.029625276033915942,5.945136713432497e-06,False,False,False,False
cg04904609,0.17050501652032354,0.14521026387524497,-0.025294752645078578,0.948106110403397,0.9491004161490683,0.005985550978079582,0.0061801859211101035,2.3678775082981005e-06,False,False,False,False
cg04907257,0.5599019379172693,0.4957840087591819,-0.0641179291580874,0.08751701486199574,0.09106142857142858,0.030834256716332803,0.03782661588381161,0.00048010148197271405,True,True,True,False
cg04910662,0.33535194487899345,0.42202694698075494,0.08667500210176149,0.848455025477707,0.8438712298136646,0.02473920742567177,0.02955555053248215,0.0002615021832276925,False,False,False,False
cg04910877,0.30843166072968614,0.33579976072460943,0.02736809999492329,0.2640732080679406,0.2653060683229813,0.04496364972876517,0.051502088168481605,0.0006307352887829688,False,False,False,False
cg04911139,0.3691049650130594,0.38011248020818234,0.011007515195122941,0.02443255626326964,0.02428751552795031,0.0035910744697596605,0.003864497928427427,2.03852839146025e-06,False,False,False,False
cg04915044,0.3516881452781191,0.36564103957450833,0.01395289429638924,0.044855828025477704,0.04385791925465839,0.0070398374024788785,0.006375678516808187,-8.910034103651131e-06,False,False,False,False
cg04915566,0.6888563805181892,0.6325457647040054,-0.05631061581418384,0.018475817409766452,0.018600527950310558,0.003651656312711307,0.002998703634618866,-4.342370337887943e-06,True,False,False,False
cg04917160,0.2631191240979787,0.5353447853334774,0.2722256612354987,0.07118046072186837,0.0719395155279503,0.014188464002830758,0.018286298773639784,0.00013307621207919566,False,False,False,False
cg04917446,0.5428633860236624,0.5010655807166431,-0.041797805307019265,0.8280572802547772,0.8245074161490684,0.11028854441078162,0.10561117890306163,-0.0010098419189544603,False,False,False,False
cg04924511,0.28470795094164064,0.3720826932694822,0.08737474232784154,0.3261415881104034,0.3061114472049689,0.06608208527662078,0.0755128112557648,0.001335342669242178,False,False,False,False
cg04929759,0.33605372747323403,0.4299976499003133,0.09394392242707927,0.13591006157112528,0.12836226708074536,0.045479617243033135,0.0481694299022676,0.000251898392536675,False,False,False,False
cg04949981,0.35952945318712887,0.3508322738475701,-0.00869717933955877,0.9303034670912952,0.930883602484472,0.014811642252765718,0.01304947094965898,-4.909605415792106e-05,False,False,False,False
cg04950914,0.3730871688634234,0.36220518228276005,-0.010881986580663361,0.9339385774946922,0.9339272360248446,0.0058025901503573705,0.005924461639587524,1.429193265919723e-06,False,False,False,False
cg04956801,0.41219613261362403,0.39662234035168686,-0.01557379226193717,0.8622613949044587,0.8642873602484475,0.021706394292169365,0.017144795482358775,-0.00017722354103521295,False,False,False,False
cg04958236,0.3322912434284718,0.32907948234937556,-0.0032117610790962647,0.5526948683651806,0.5351552981366459,0.0435154280881307,0.04658077409871544,0.0002761760339422847,False,False,False,False
cg04960065,0.35606094110167213,0.24840712906836204,-0.10765381203331009,0.022750985138004248,0.023109838509316773,0.003312125272869809,0.003198162251396537,-7.419320369251423e-07,False,False,False,False
cg04962027,0.13392563787752096,0.13772123840438166,0.003795600526860704,0.8882348280254777,0.8873605403726709,0.013684208172823537,0.015608269001956053,5.636050792025171e-05,False,False,False,False
cg04965200,0.37365364985107646,0.3494498111366307,-0.024203838714445758,0.7986115392781316,0.807172596273292,0.04190513729088755,0.0425925071861793,5.808113703660101e-05,False,False,False,False
cg04987122,0.43802419574776846,0.5088937903633176,0.07086959461554915,0.9460059044585989,0.9462431366459627,0.012936703981283763,0.014391179607878259,3.974774060684787e-05,False,False,False,False
cg04989070,0.387855610546958,0.43134393185043557,0.04348832130347757,0.8811081889596603,0.8806343540372672,0.019233199220064414,0.020513110885604945,5.087176596643765e-05,False,False,False,False
cg04989278,0.27533817447401115,0.42695877263856336,0.1516205981645522,0.1281921804670913,0.12011668322981366,0.03346452634000636,0.0376975156486509,0.00030122816291929997,False,False,False,True
cg04994456,0.37758559430756927,0.42854803220366117,0.050962437896091894,0.9044619723991507,0.9031509999999999,0.014810998083845062,0.014737473385896238,-2.172542439662163e-06,False,False,False,False
cg04999352,0.36195892372562855,0.3365879741469895,-0.025370949578639057,0.1287648365180467,0.12642860248447205,0.033438094471960715,0.03976083502208541,0.00046281783973772415,False,False,False,False
cg05002602,0.6140019215336043,0.5083342988979651,-0.10566762263563922,0.8738614734607217,0.8724296832298137,0.030794914339229207,0.028841551734958358,-0.00011649164268018515,True,True,True,False
cg05012239,0.40968624015926886,0.40905448958692797,-0.0006317505723408834,0.8486793842887473,0.8476166397515529,0.03547883036455845,0.041038932442034964,0.00042544657194479524,False,False,False,False
cg05019826,0.6779563445541947,0.7335842649209664,0.055627920366771666,0.04001068577494692,0.03821335403726708,0.03365796960803036,0.025709055483771167,-0.000471903384267471,True,False,False,False
cg05023415,0.39000873409670217,0.372031384129096,-0.017977349967606193,0.926680617834395,0.9269507826086957,0.0066646790309476695,0.007522827461047856,1.2174986423142173e-05,False,False,False,False
cg05029312,0.4993810862234189,0.5792897278323975,0.07990864160897859,0.8586487579617833,0.859281546583851,0.03429914324947018,0.0413038394099069,0.0005295759223517031,False,False,False,False
cg05036937,0.30781342541191686,0.493447997531438,0.1856345721195211,0.8839244140127388,0.8825369130434781,0.017040464094560805,0.02534154309883065,0.0003518163900718753,False,False,False,False
cg05048624,0.4662663085721485,0.8677107844426618,0.4014444758705133,0.03665521231422506,0.037811826086956525,0.010951284750703772,0.027762170167461065,0.0006508074547160682,False,False,False,False
cg05051393,0.30858072938073067,0.41020666531888517,0.1016259359381545,0.9192165350318471,0.9183115403726707,0.007304399850566892,0.007656388567720578,5.266028722960737e-06,False,False,False,False
cg05055703,0.1668994009206966,0.36448035887487373,0.19758095795417713,0.898146484076433,0.8985927701863353,0.007734941512883249,0.006960053134898149,-1.1386980567119055e-05,False,False,False,True
cg05060949,0.6061796173386512,0.7518860051542241,0.14570638781557288,0.0215198025477707,0.020248211180124223,0.016445264550160314,0.012443585456174768,-0.0001156039071196353,True,False,False,False
cg05060976,0.31541660164521107,0.2796731805415854,-0.03574342110362566,0.9023167791932061,0.9030618571428571,0.007666616252552788,0.00711832144966173,-8.106504503192274e-06,False,False,False,False
cg05064852,0.3841414635019473,0.4901811785972907,0.10603971509534343,0.8984000891719744,0.9001803416149068,0.014766634934249342,0.01514613798964343,1.1351988719926861e-05,False,False,False,False
cg05069337,0.8652979494894179,0.45714891012416525,-0.4081490393652526,0.8751148067940552,0.8772315403726709,0.04244323471924359,0.01710476772715497,-0.0015088550944328824,True,True,True,False
cg05084827,0.5788732644021357,0.6591992580667331,0.08032599366459736,0.06858675796178343,0.06708557142857142,0.033183598005461994,0.0328350823820183,-2.3008541554172526e-05,True,False,False,False
cg05098566,0.4089204624416488,0.4060175766511624,-0.0029028857904864203,0.08518551167728239,0.08611833540372672,0.0199471789863686,0.024968191647810643,0.0002255206446475761,False,False,False,False
cg05098589,0.336532237427096,0.40663240564405345,0.07010016821695747,0.9304159766454352,0.9313466770186336,0.006799781863951647,0.007701997422424329,1.3083730897705284e-05,False,False,False,False
cg05099464,0.4704515303489517,0.49891193521077454,0.02846040486182283,0.06754469002123142,0.06249757142857142,0.01834847457969139,0.01455576024367771,-0.00012479636313015254,False,False,False,False
cg05102670,0.33975836324007314,0.3803135118073483,0.04055514856727516,0.9119358959660298,0.9119835652173911,0.011422240387600526,0.011331921868543864,-2.055122237349955e-06,False,False,False,False
cg05109049,0.4039865912451938,0.44099477522034103,0.03700818397514721,0.03678371974522293,0.03703129813664597,0.008028983455834002,0.008100411648370656,1.1520935390028832e-06,False,False,False,False
cg05109569,0.3539176990936966,0.39754585823969524,0.04362815914599866,0.9316362823779194,0.9329539689440994,0.010935431725752929,0.010662425035740206,-5.896359385824159e-06,False,False,False,False
cg05110391,0.43342079911365233,0.37866310593515085,-0.05475769317850149,0.07379818259023355,0.07399153416149068,0.021534879905128146,0.02171022500776738,7.5828173595960855e-06,False,False,False,False
cg05115424,0.34040249373524384,0.42864713214626815,0.08824463841102431,0.1263714989384289,0.12115252795031058,0.03149531553448049,0.033850249704038764,0.0001538845044092884,False,False,False,False
cg05116002,0.2397057862628021,0.3357692533768671,0.096063467114065,0.94754433970276,0.9471267639751554,0.004404798700848295,0.0037764831002460647,-5.140426988550698e-06,False,False,False,False
cg05130816,0.20006901001866012,0.2696509147247378,0.06958190470607767,0.03402925902335457,0.033676726708074534,0.004223608528361649,0.003810155241239485,-3.321586038504536e-06,False,False,False,False
cg05138702,0.37387229249415493,0.3643228163977801,-0.009549476096374854,0.942164872611465,0.9426286832298136,0.007110614648351762,0.006255404160026714,-1.1430759472075138e-05,False,False,False,False
cg05142677,0.5391968303336917,0.5521391133954964,0.012942283061804671,0.8812201231422506,0.8814599751552794,0.04612370364968025,0.05427463758261661,0.0008183402463608517,False,False,False,False
cg05148373,0.28837267332240135,0.8882999455065282,0.5999272721841269,0.019043053078556266,0.019255428571428573,0.002380557387651068,0.00605267691884579,3.096784440802849e-05,False,False,False,False
cg05149537,0.32819371458002605,0.39800256400127715,0.0698088494212511,0.9229837855626326,0.9244135465838509,0.0064262636292516185,0.005747437292992318,-8.263828795763314e-06,False,False,False,False
cg05150641,0.12743375451348465,0.10421188238980456,-0.0232218721236801,0.8847419596602971,0.8854166645962732,0.012169676554927858,0.011713979229399428,-1.0883718064759587e-05,False,False,False,False
cg05152432,0.4414694458876918,0.4476112694367283,0.006141823549036474,0.9484171825902336,0.9483277080745341,0.006681232685075547,0.0066517924507606884,-3.925273841249224e-07,False,False,False,False
cg05157340,0.30778680356100846,0.28602274855192295,-0.021764055009085514,0.06587121868365181,0.06621124223602484,0.009149407559529392,0.010820991025419297,3.33821880818314e-05,False,False,False,False
cg05162858,0.3609922187353325,0.47859258375719865,0.11760036502186616,0.22528651804670913,0.20410590683229815,0.06965951391849388,0.0747598725118296,0.0007365906586241713,False,False,False,True
cg05174942,0.87260722344093,0.8707995886500643,-0.0018076347908656532,0.8779922441613589,0.884417950310559,0.07813284364523873,0.0662090828010781,-0.0017210986107313066,True,False,False,False
cg05185926,0.3474942648974752,0.4382192561774667,0.09072499127999151,0.08381841613588112,0.07811582608695651,0.028205519092049953,0.029340170485949214,6.529429689257089e-05,False,False,False,False
cg05186455,0.45578620513693474,0.5343875832257886,0.07860137808885387,0.8458437282377919,0.8472257018633541,0.03828503005884727,0.04072714142495222,0.00019295652204122014,False,False,False,False
cg05198900,0.29418740550873973,0.32651584895063807,0.032328443441898336,0.9056098365180467,0.9049011677018636,0.014802324773739408,0.014430058969576331,-1.0882216841809057e-05,False,False,False,False
cg05199874,0.3993672278738675,0.4370534984559226,0.03768627058205509,0.03040718683651805,0.029563422360248448,0.00781387764929867,0.008064716739166783,3.982972164787586e-06,False,False,False,False
cg05208050,0.4160226197305787,0.5234915257047206,0.10746890597414188,0.8861377346072187,0.883405,0.019781707066250594,0.027345841429045472,0.00035647910900755096,False,False,False,False
cg05214235,0.3354314706011291,0.29107033107526054,-0.044361139525868565,0.3210616454352441,0.3174563788819876,0.052954581726788505,0.06811199021776049,0.0018350554855651774,False,False,False,False
cg05223146,0.5530704641220089,0.8168276653191398,0.26375720119713086,0.9084247940552016,0.9066192670807451,0.017067978805853694,0.03516228426786963,0.0009450703344174012,False,False,False,False
cg05229311,0.5025561175472767,0.7151451907192692,0.2125890731719925,0.07271728662420382,0.07575427329192547,0.020456204621264264,0.025257019846714787,0.00021946074403031125,False,False,False,False
cg05231542,0.460244035345624,0.4727699514996138,0.012525916153989791,0.7923795031847133,0.7996274782608696,0.05095456107093234,0.05045742500651997,-5.041555564278639e-05,False,False,False,False
cg05234326,0.3343711193637786,0.3561702536341419,0.021799134270363285,0.057890509554140136,0.05814626708074534,0.01172219456594753,0.01394088755054613,5.693850025504228e-05,False,False,False,False
cg05241536,0.2572362282007039,0.2929604777075007,0.03572424950679681,0.36345806581740975,0.36280152173913044,0.029004251128359363,0.03133775117571596,0.0001408080652341515,False,False,False,False
cg05241828,0.15306243416945353,0.47382066739337625,0.3207582332239227,0.9728522887473461,0.972642751552795,0.00223147401371703,0.00215019807817517,-3.5612449850619663e-07,False,False,False,False
cg05244153,0.38338678960449746,0.32208694512810093,-0.061299844476396526,0.9306161337579618,0.9306486894409937,0.007120409376614619,0.006944851161324503,-2.4692720376310822e-06,False,False,False,False
cg05244762,0.37898399152021667,0.4564068289520793,0.07742283743186262,0.869890702760085,0.8684984596273293,0.017091077503125524,0.022756409132921703,0.00022574922640707898,False,False,False,False
cg05248655,0.21527083164252198,0.3285485482343302,0.11327771659180824,0.19878798938428877,0.1949339751552795,0.03514314383134996,0.024515580311036466,-0.0006340268803640721,False,False,False,False
cg05249010,0.33494231400753344,0.5806164705291311,0.2456741565215977,0.9111231974522291,0.911443248447205,0.006843208133840249,0.00981929457180546,4.958904832483083e-05,False,False,False,False
cg05249479,0.38342757309724745,0.4754692804707938,0.09204170737354633,0.061926571125265395,0.05398760869565219,0.019133359722177085,0.015559972752697028,-0.0001239727021935544,False,False,False,True
cg05250241,0.7083765146495199,0.3863149651257395,-0.3220615495237804,0.9477978131634819,0.9496175652173912,0.01644904130761079,0.008932912225152703,-0.00019077403911720345,True,True,True,False
cg05257202,0.3457249546984708,0.3328846290940284,-0.012840325604442426,0.2881809851380043,0.305319198757764,0.04110975700541734,0.045483353380772716,0.0003787233137157891,False,False,False,True
cg05257260,0.6872685760074361,0.5981690534761379,-0.08909952253129816,0.8844570148619957,0.8833827204968944,0.019282700845350165,0.018093403540797404,-4.4451300201127884e-05,True,False,False,False
cg05258935,0.9422555188862283,0.3933009971214752,-0.5489545217647531,0.9437265859872612,0.9457621180124223,0.032418483341880806,0.006670401705837214,-0.0010064638032705674,True,True,True,False
cg05261686,0.2275324792594047,0.39831719012036004,0.17078471086095534,0.24815255838641187,0.2318806335403727,0.06018851348056627,0.06351854622900399,0.00041194856004580886,False,False,False,False
cg05272790,0.36484063949297657,0.468319496514567,0.10347885702159043,0.8697090106157112,0.8653420434782608,0.024695421069111944,0.026033138313346853,6.78604686611098e-05,False,False,False,False
cg05276338,0.3198035739341228,0.37978264437423465,0.05997907044011186,0.9516507579617833,0.9521585093167702,0.008274174664556624,0.009397722021930375,1.985521282188443e-05,False,False,False,False
cg05287480,0.3109498314184539,0.38620551011983234,0.07525567870137845,0.846582949044586,0.847938347826087,0.026417600186995623,0.02752913032277374,5.996341668830941e-05,False,False,False,False
cg05291674,0.6341131796392058,0.3705662209230341,-0.2635469587161717,0.8839628195329088,0.8833509751552795,0.01642087085179078,0.009648352943605396,-0.00017655428500681317,True,True,True,False
cg05294307,0.34686337702543024,0.23238681389939625,-0.11447656312603399,0.8756953184713375,0.8774562919254659,0.023722738901209444,0.02324314879987212,-2.2524374841959016e-05,False,False,False,False
cg05302100,0.2730559597701617,0.29471153279278817,0.02165557302262644,0.9078529426751591,0.9081787577639752,0.007382371586515252,0.006701341115568212,-9.59143749418271e-06,False,False,False,False
cg05304979,0.35114894135492397,0.23773282635511284,-0.11341611499981114,0.045481864118895966,0.04407680745341615,0.007596350088190257,0.006736577261966502,-1.2323061455904036e-05,False,False,False,False
cg05307864,0.1732418397729852,0.38306490426550954,0.20982306449252433,0.024855146496815285,0.024710993788819878,0.00312829078438762,0.002861682993661454,-1.5969736754733318e-06,False,False,False,False
cg05314394,0.4556555184090551,0.5792913040351393,0.12363578562608418,0.11058774946921442,0.11363155279503105,0.03731658304550967,0.046445194596817625,0.0007646287309438374,False,False,False,False
cg05320607,0.3781404242872073,0.3801713110675408,0.0020308867803335295,0.03262594267515923,0.03326328571428571,0.004904042381947867,0.005911785075622856,1.089957109641623e-05,False,False,False,False
cg05323324,0.3454570860630174,0.4551615669655813,0.1097044809025639,0.21640609978768577,0.19763934161490684,0.06460648178150269,0.06841069948170622,0.0005060263153926813,False,False,False,False
cg05323436,0.5123587457646788,0.5838090963595903,0.07145035059491156,0.06004434607218684,0.058377354037267085,0.025332562303586378,0.027165181769686807,9.620838771503897e-05,False,False,False,False
cg05327192,0.3073960336869303,0.36890268025614786,0.06150664656921756,0.8949786496815286,0.8953424968944098,0.012738513724319465,0.013573041388688567,2.195772063437747e-05,False,False,False,False
cg05327967,0.48981107417551245,0.4128478017183193,-0.07696327245719314,0.8499803205944798,0.8517765838509317,0.02898450246584794,0.023100121648640455,-0.00030648576301075777,False,False,False,False
cg05343739,0.4245714331418776,0.3647748642626379,-0.05979656887923973,0.03151822929936306,0.03119655900621118,0.006075439932102574,0.005020169766607401,-1.1708865883027524e-05,False,False,False,False
cg05355764,0.3598588136534052,0.3423469248185211,-0.017511888834884137,0.9622005350318471,0.962710354037267,0.0032808207331923253,0.0028183967770035916,-2.820424290720393e-06,False,False,False,False
cg05358544,0.3285686188859943,0.37096547314544115,0.04239685425944684,0.8982240424628449,0.8961319254658385,0.011335373263349983,0.010805323958327673,-1.1735661175059643e-05,False,False,False,False
cg05360774,0.3553937917786992,0.37509904430457547,0.019705252525876293,0.08494641401273885,0.0836268198757764,0.022661929965429158,0.02061897236796981,-8.84210482469134e-05,False,False,False,False
cg05361594,0.3957274179002508,0.3769794586757548,-0.018747959224496014,0.9181220318471337,0.9178424782608695,0.009176804921721068,0.010434624767502992,2.466764546726285e-05,False,False,False,False
cg05364691,0.6663439040907326,0.7645925959615988,0.09824869187086616,0.9015424946921444,0.8977947267080747,0.020814079013961675,0.037246427755555894,0.0009540704953504048,True,False,False,False
cg05367052,0.35063410322445354,0.5056154330931522,0.15498132986869861,0.9218079660297239,0.9213552111801242,0.007045742738652124,0.008552849094314958,2.350873689085507e-05,False,False,False,False
cg05368966,0.3857829630994335,0.40798182099125013,0.022198857891816637,0.06992987261146498,0.06399372670807454,0.022437610435044136,0.02351482340726472,4.950055784004321e-05,False,False,False,False
cg05369623,0.36058620261666813,0.4730961282563066,0.11250992563963846,0.09866859023354564,0.09266724844720496,0.030361167689186185,0.03165436328514425,8.019821153700522e-05,False,False,False,False
cg05380921,0.45003083219453704,0.46667595794970884,0.016645125755171797,0.856651991507431,0.8589066583850932,0.017396964247159585,0.021587854253059053,0.00016338108623437098,False,False,False,False
cg05387269,0.6985899155896385,0.5608927643551707,-0.1376971512344678,0.028898256900212315,0.028054906832298138,0.01566641738159326,0.01000000312425029,-0.00014543657108927186,True,False,False,False
cg05391892,0.7443834730060886,0.9419402183575971,0.19755674535150847,0.9515818768577494,0.949179192546584,0.012133587343531241,0.040793732515166395,0.0015169046706958425,True,False,False,False
cg05393025,0.37683997214510034,0.420418205801102,0.043578233656001664,0.8596557112526538,0.8597023664596274,0.027026192851849914,0.029033047891086426,0.0001125027697807346,False,False,False,False
cg05396243,0.48234849362354065,0.6398463773140305,0.15749788369048984,0.8956160700636943,0.8965148695652174,0.025521199889448933,0.02687231714053759,7.078978470442224e-05,False,False,False,False
cg05400732,0.3089277885863908,0.3350979732017367,0.02617018461534587,0.9383968535031847,0.9387535093167703,0.0044440305629518855,0.003968978363694511,-3.9966183929752955e-06,False,False,False,False
cg05403316,0.28487056415795337,0.41032295222825027,0.1254523880702969,0.2871427622080679,0.2723050062111801,0.050676550198866424,0.05751459815880409,0.0007398162613104818,False,False,False,False
cg05403469,0.8811648063940966,0.4298648399280607,-0.4512999664660359,0.03626902547770701,0.032839043478260874,0.02626980254863044,0.007800809596884662,-0.0006292498955771826,True,True,True,False
cg05412788,0.5582778447096857,0.6869130102089082,0.1286351654992225,0.9092912908704883,0.9162576086956521,0.0537843319298741,0.054407174457645514,6.738627132179967e-05,True,False,False,False
cg05415980,0.17589266528090788,0.18288762590497704,0.006994960624069152,0.8156859893842888,0.8120610434782609,0.046339509183870455,0.04158133394420323,-0.00041834277882266645,False,False,False,False
cg05423393,0.40945102298418573,0.5325082547958366,0.1230572318116509,0.05058658386411889,0.050000720496894406,0.013897715427168148,0.017269584816307533,0.00010509206563309218,False,False,False,False
cg05427381,0.5619961469255007,0.6523606459658621,0.09036449904036137,0.8734155690021231,0.873124111801242,0.03217288367717969,0.041201891666371615,0.0006625014327820877,True,False,False,False
cg05427639,0.41442376549727045,0.6095927145655863,0.19516894906831583,0.0424338237791932,0.04305670807453416,0.0073507636370382335,0.009639992502356882,3.889572939789334e-05,False,False,False,False
cg05428864,0.9582909520302929,0.25526057296673677,-0.7030303790635561,0.9123719787685775,0.9153121801242237,0.04214026388469689,0.007099407861653145,-0.0017254002482857864,True,True,True,False
cg05437648,0.5197947254476892,0.5996507521723415,0.07985602672465231,0.8815519320594479,0.8790715155279504,0.03569967835744689,0.04369436188415869,0.000634730225638658,False,False,False,False
cg05441854,0.390295181318937,0.4112154926956942,0.020920311376757206,0.136293008492569,0.12711164596273294,0.050734697271615614,0.054145932339766986,0.00035777248170014344,False,False,False,False
cg05461169,0.42328921662174107,0.45831252903662273,0.03502331241488166,0.823578246284501,0.8214604161490684,0.037887266807004855,0.03538141416505971,-0.00018360051778568403,False,False,False,False
cg05465955,0.17764697956710873,0.18299919634666753,0.005352216779558799,0.6558453885350318,0.6533814161490684,0.0560862826947055,0.06308728292973939,0.000834334160946565,False,False,False,False
cg05468843,0.35643534174296415,0.48953461754584976,0.1330992758028856,0.06875318259023355,0.0570791552795031,0.030341484606249424,0.02617123525661308,-0.0002356721332542833,False,False,False,True
cg05473987,0.16740815588581884,0.24475897347999878,0.07735081759417994,0.5933655838641189,0.5829461677018634,0.03565262790076936,0.041639289175794666,0.00046272052683473297,False,False,False,False
cg05475524,0.40523078853353633,0.36216300634034726,-0.043067782193189075,0.18341742675159237,0.18667878260869566,0.08081194089664875,0.08518958516396646,0.0007266956289252438,False,False,False,False
cg05477953,0.1584843152572423,0.22482992626049872,0.06634561100325642,0.9027197537154988,0.9026659316770185,0.01289960833393798,0.012434039916256212,-1.1794546529949365e-05,False,False,False,False
cg05478809,0.6080713431549464,0.3265539211430815,-0.28151742201186486,0.8805553566878981,0.8817275590062111,0.017989469387469873,0.009642597704874916,-0.0002306413183446567,True,True,True,False
cg05487105,0.3795260098345487,0.4236267147942785,0.044100704959729786,0.9257388747346073,0.9249661242236027,0.010468283592530195,0.011138646852713844,1.4484492335835124e-05,False,False,False,False
cg05488459,0.30208251373715483,0.351627567194751,0.04954505345759619,0.9174039872611466,0.9167259999999999,0.006601987356804908,0.006587469174500929,-1.9148693441190537e-07,False,False,False,False
cg05491858,0.3603923602497109,0.35983962791540614,-0.0005527323343047508,0.9104015817409766,0.9107663850931677,0.010456663719045276,0.010400482518891918,-1.1717795074214131e-06,False,False,False,False
cg05492071,0.27358762626581545,0.3362712173826909,0.06268359111687544,0.41924501061571123,0.3984083291925466,0.07690255177346263,0.08475185844922342,0.0012688750413271032,False,False,False,True
cg05494668,0.33662136956129923,0.5514415148174433,0.21482014525614407,0.9015027006369427,0.9014334534161491,0.013264561600473054,0.018027868345269742,0.00014905544262163448,False,False,False,False
cg05498681,0.5436919912552223,0.5533450891932866,0.009653097938064348,0.8817735265392781,0.8809404720496894,0.02584770993606953,0.024896516909515203,-4.8267554713411114e-05,False,False,False,False
cg05501996,0.34685869508843836,0.4627122424409876,0.11585354735254921,0.24432053927813163,0.25661508695652174,0.05164305446965128,0.06158670327071332,0.0011259169447995218,False,False,False,False
cg05505961,0.2653350534168073,0.28743906016167686,0.022104006744869564,0.7006347983014862,0.6951258633540374,0.04339093171526518,0.047229301209299204,0.0003478339375999058,False,False,False,False
cg05507654,0.3269143516506146,0.42797812337433816,0.10106377172372355,0.08735571549893842,0.08789669565217391,0.02447850128381772,0.02694140021557052,0.0001266420204736776,False,False,False,False
cg05512869,0.2894802032489127,0.5718136726741168,0.28233346942520404,0.9171872101910828,0.9154627391304347,0.01184143657527937,0.016192486620930768,0.00012197700280265793,False,False,False,False
