cpg_id,PT,POD,DCT,TAL,PC,CNT_IC,PEC,FIB,EC,Myeloid,B
cg05767159,0.400423,0.400423,0.400423,0.400423,0.400423,0.400423,0.400423,0.664238,0.400423,0.400423,0.400423
cg05771342,0.416145,0.019567,0.416145,0.416145,0.416145,0.416145,0.416145,0.416145,0.416145,0.416145,0.416145
cg05774699,0.2704795,0.2704795,0.2704795,0.2704795,0.2704795,0.2704795,0.2704795,0.2704795,0.2704795,0.755424,0.722646
cg05783384,0.484465,0.484465,0.484465,0.484465,0.484465,0.484465,0.484465,0.484465,0.484465,0.484465,0.761939
cg05800416,0.552274,0.552274,0.552274,0.552274,0.552274,0.552274,0.552274,0.552274,0.552274,0.552274,0.788075
cg05804299,0.681641,0.681641,0.681641,0.681641,0.681641,0.681641,0.681641,0.681641,0.681641,0.893946,0.681641
cg05835726,0.2704795,0.2704795,0.2704795,0.2704795,0.2704795,0.2704795,0.2704795,0.2704795,0.2704795,0.755424,0.722646
cg05838308,0.898097,0.898097,0.898097,0.898097,0.898097,0.898097,0.898097,0.898097,0.898097,0.636282,0.684951
cg05843841,0.437694,0.437694,0.437694,0.437694,0.437694,0.437694,0.437694,0.437694,0.437694,0.437694,0.085008
cg05851442,0.3681325,0.3681325,0.3681325,0.3681325,0.3681325,0.3681325,0.3681325,0.3681325,0.3681325,0.943416,0.83221
cg05855917,0.118393,0.118393,0.118393,0.118393,0.118393,0.118393,0.118393,0.118393,0.118393,0.118393,0.352695
cg05858130,0.416483,0.416483,0.416483,0.416483,0.416483,0.416483,0.416483,0.416483,0.416483,0.416483,0.619032
cg05861348,0.279448,0.279448,0.279448,0.279448,0.279448,0.279448,0.279448,0.279448,0.279448,0.530497,0.279448
cg05865746,0.747863,0.747863,0.747863,0.747863,0.747863,0.747863,0.747863,0.747863,0.747863,0.747863,0.424611
cg05872215,0.717012,0.717012,0.717012,0.717012,0.717012,0.717012,0.717012,0.717012,0.717012,0.717012,0.354549
cg05876069,0.6293715,0.013183,0.6293715,0.6293715,0.6293715,0.6293715,0.6293715,0.28803,0.6293715,0.6293715,0.6293715
cg05877497,0.394799,0.394799,0.394799,0.394799,0.394799,0.394799,0.394799,0.009672,0.394799,0.394799,0.394799
cg05884705,0.7795795000000001,0.7795795000000001,0.7795795000000001,0.7795795000000001,0.7795795000000001,0.7795795000000001,0.7795795000000001,0.7795795000000001,0.7795795000000001,0.206915,0.264815
cg05886620,0.272822,0.633252,0.272822,0.272822,0.272822,0.272822,0.272822,0.272822,0.272822,0.272822,0.272822
cg05890484,0.145975,0.55518,0.55518,0.55518,0.55518,0.55518,0.55518,0.55518,0.55518,0.55518,0.55518
cg05890550,0.747863,0.747863,0.747863,0.747863,0.747863,0.747863,0.747863,0.747863,0.747863,0.747863,0.424611
cg05895376,0.23418,0.696823,0.23418,0.23418,0.23418,0.23418,0.23418,0.23418,0.23418,0.23418,0.23418
cg05895930,0.185872,0.533084,0.533084,0.533084,0.533084,0.533084,0.533084,0.533084,0.533084,0.533084,0.533084
cg05914150,0.755125,0.755125,0.755125,0.755125,0.755125,0.755125,0.755125,0.536173,0.755125,0.755125,0.755125
cg05921905,0.443078,0.443078,0.685333,0.443078,0.443078,0.443078,0.443078,0.443078,0.443078,0.443078,0.443078
cg05927190,0.048516,0.279303,0.279303,0.279303,0.279303,0.279303,0.279303,0.279303,0.279303,0.279303,0.279303
cg05932042,0.768408,0.768408,0.768408,0.768408,0.768408,0.768408,0.768408,0.768408,0.768408,0.339818,0.768408
cg05936059,0.561083,0.561083,0.561083,0.561083,0.561083,0.561083,0.561083,0.561083,0.004868,0.561083,0.561083
cg05938889,0.720907,0.720907,0.720907,0.720907,0.720907,0.720907,0.720907,0.720907,0.324359,0.720907,0.720907
cg05940881,0.251973,0.251973,0.251973,0.251973,0.251973,0.251973,0.251973,0.251973,0.251973,0.251973,0.530295
cg05940984,0.647537,0.280914,0.280914,0.280914,0.280914,0.280914,0.280914,0.57598,0.280914,0.280914,0.280914
cg05942152,0.309136,0.309136,0.309136,0.309136,0.309136,0.309136,0.309136,0.309136,0.309136,0.309136,0.089039
cg05946623,0.163986,0.163986,0.163986,0.163986,0.163986,0.163986,0.163986,0.163986,0.163986,0.163986,0.409544
cg05951860,0.269861,0.067227,0.269861,0.269861,0.269861,0.269861,0.269861,0.269861,0.269861,0.269861,0.269861
cg05952498,0.771562,0.771562,0.771562,0.771562,0.771562,0.771562,0.771562,0.771562,0.771562,0.771562,0.165727
cg05952925,0.292184,0.292184,0.292184,0.292184,0.292184,0.292184,0.292184,0.292184,0.035415,0.292184,0.292184
cg05955675,0.569822,0.569822,0.569822,0.569822,0.569822,0.569822,0.569822,0.569822,0.222858,0.569822,0.569822
cg05957736,0.2873,0.2873,0.2873,0.2873,0.2873,0.2873,0.2873,0.2873,0.2873,0.509941,0.2873
cg05959346,0.64003,0.64003,0.64003,0.64003,0.64003,0.64003,0.64003,0.222582,0.64003,0.64003,0.64003
cg05959508,0.8086745,0.8086745,0.8086745,0.8086745,0.8086745,0.8086745,0.8086745,0.8086745,0.8086745,0.388541,0.351946
cg05966978,0.418176,0.418176,0.418176,0.418176,0.418176,0.418176,0.418176,0.418176,0.418176,0.056285,0.077176
cg05973398,0.5027794999999999,0.5027794999999999,0.5027794999999999,0.5027794999999999,0.5027794999999999,0.5027794999999999,0.5027794999999999,0.5027794999999999,0.5027794999999999,0.066787,0.061381
cg05975654,0.691823,0.118423,0.691823,0.691823,0.691823,0.691823,0.691823,0.691823,0.691823,0.691823,0.691823
cg05977002,0.506577,0.506577,0.506577,0.506577,0.506577,0.506577,0.506577,0.506577,0.506577,0.070747,0.506577
cg05985767,0.177033,0.771517,0.771517,0.771517,0.771517,0.771517,0.771517,0.771517,0.771517,0.771517,0.771517
cg05988605,0.461318,0.461318,0.461318,0.461318,0.461318,0.461318,0.461318,0.461318,0.461318,0.461318,0.73649
cg05991609,0.143351,0.143351,0.143351,0.143351,0.143351,0.143351,0.143351,0.143351,0.143351,0.143351,0.347818
cg05992340,0.034005,0.46741600000000005,0.46741600000000005,0.46741600000000005,0.46741600000000005,0.46741600000000005,0.46741600000000005,0.46741600000000005,0.46741600000000005,0.46741600000000005,0.755346
cg05992357,0.257933,0.727187,0.257933,0.257933,0.257933,0.257933,0.257933,0.257933,0.257933,0.257933,0.257933
cg05992786,0.900643,0.354473,0.354473,0.354473,0.354473,0.354473,0.354473,0.354473,0.354473,0.354473,0.354473
cg05996341,0.789778,0.113137,0.789778,0.789778,0.789778,0.789778,0.789778,0.789778,0.789778,0.789778,0.789778
cg06021552,0.748478,0.748478,0.748478,0.748478,0.748478,0.748478,0.748478,0.242999,0.748478,0.748478,0.748478
cg06034527,0.6785285,0.6785285,0.6785285,0.6785285,0.6785285,0.6785285,0.6785285,0.6785285,0.6785285,0.101262,0.253788
cg06038367,0.7751,0.7751,0.7751,0.7751,0.7751,0.7751,0.7751,0.7751,0.7751,0.7751,0.268819
cg06042608,0.297049,0.605218,0.605218,0.605218,0.605218,0.605218,0.605218,0.605218,0.605218,0.605218,0.605218
cg06043114,0.53498,0.07154,0.53498,0.53498,0.53498,0.53498,0.53498,0.53498,0.53498,0.53498,0.53498
cg06043886,0.673576,0.880113,0.880113,0.880113,0.880113,0.880113,0.880113,0.880113,0.880113,0.880113,0.880113
cg06052353,0.902352,0.902352,0.902352,0.902352,0.902352,0.902352,0.902352,0.691718,0.902352,0.902352,0.902352
cg06055763,0.736862,0.736862,0.736862,0.736862,0.736862,0.736862,0.736862,0.315808,0.736862,0.736862,0.736862
cg06055873,0.443078,0.443078,0.685333,0.443078,0.443078,0.443078,0.443078,0.443078,0.443078,0.443078,0.443078
cg06063479,0.858221,0.858221,0.858221,0.858221,0.858221,0.858221,0.858221,0.279317,0.858221,0.858221,0.858221
cg06066452,0.107946,0.107946,0.107946,0.107946,0.107946,0.107946,0.107946,0.107946,0.107946,0.533212,0.107946
cg06070263,0.118393,0.118393,0.118393,0.118393,0.118393,0.118393,0.118393,0.118393,0.118393,0.118393,0.352695
cg06079620,0.8971995,0.8971995,0.8971995,0.8971995,0.8971995,0.8971995,0.8971995,0.8971995,0.8971995,0.505106,0.128595
cg06081750,0.8503995,0.8503995,0.522211,0.8503995,0.8503995,0.567676,0.8503995,0.8503995,0.8503995,0.8503995,0.8503995
cg06085011,0.181492,0.181492,0.181492,0.181492,0.181492,0.181492,0.181492,0.582393,0.181492,0.181492,0.181492
cg06086316,0.655315,0.280077,0.280077,0.280077,0.280077,0.280077,0.280077,0.280077,0.280077,0.280077,0.280077
cg06089269,0.189629,0.189629,0.189629,0.189629,0.189629,0.189629,0.189629,0.189629,0.189629,0.189629,0.499249
cg06101180,0.3305795,0.3305795,0.3305795,0.3305795,0.641663,0.3305795,0.3305795,0.3305795,0.753044,0.3305795,0.3305795
cg06103613,0.868123,0.868123,0.868123,0.868123,0.868123,0.868123,0.868123,0.868123,0.278214,0.868123,0.868123
cg06110286,0.076979,0.427242,0.427242,0.427242,0.427242,0.427242,0.427242,0.427242,0.427242,0.427242,0.427242
cg06117153,0.569822,0.569822,0.569822,0.569822,0.569822,0.569822,0.569822,0.569822,0.222858,0.569822,0.569822
cg06122871,0.112263,0.112263,0.112263,0.112263,0.112263,0.112263,0.112263,0.360097,0.112263,0.112263,0.112263
cg06125461,0.761679,0.761679,0.761679,0.761679,0.761679,0.761679,0.761679,0.519112,0.761679,0.761679,0.761679
cg06126593,0.454941,0.454941,0.454941,0.454941,0.454941,0.454941,0.454941,0.454941,0.454941,0.454941,0.754293
cg06128123,0.705245,0.705245,0.705245,0.705245,0.705245,0.705245,0.705245,0.705245,0.44973,0.705245,0.705245
cg06132620,0.44525,0.44525,0.44525,0.44525,0.44525,0.44525,0.44525,0.44525,0.943604,0.44525,0.44525
cg06139836,0.077785,0.077785,0.077785,0.077785,0.077785,0.077785,0.077785,0.326324,0.077785,0.077785,0.077785
cg06144920,0.881455,0.881455,0.881455,0.881455,0.881455,0.881455,0.881455,0.627265,0.881455,0.881455,0.881455
cg06144990,0.799662,0.799662,0.799662,0.799662,0.075572,0.799662,0.799662,0.799662,0.799662,0.799662,0.799662
cg06147863,0.777973,0.777973,0.777973,0.777973,0.777973,0.777973,0.777973,0.777973,0.777973,0.253058,0.274039
cg06155414,0.683636,0.683636,0.683636,0.683636,0.683636,0.683636,0.683636,0.683636,0.683636,0.901353,0.939073
cg06161657,0.672291,0.672291,0.672291,0.672291,0.672291,0.672291,0.672291,0.672291,0.250816,0.672291,0.672291
cg06163425,0.077785,0.077785,0.077785,0.077785,0.077785,0.077785,0.077785,0.326324,0.077785,0.077785,0.077785
cg06166490,0.443078,0.443078,0.685333,0.443078,0.443078,0.443078,0.443078,0.443078,0.443078,0.443078,0.443078
cg06168149,0.445223,0.70921,0.70921,0.70921,0.70921,0.70921,0.70921,0.70921,0.70921,0.70921,0.70921
cg06179228,0.901879,0.901879,0.901879,0.901879,0.901879,0.901879,0.901879,0.615209,0.901879,0.901879,0.901879
cg06183267,0.8803449999999999,0.8803449999999999,0.8803449999999999,0.8803449999999999,0.8803449999999999,0.8803449999999999,0.8803449999999999,0.8803449999999999,0.8803449999999999,0.473915,0.350281
cg06186155,0.554959,0.554959,0.554959,0.247903,0.554959,0.554959,0.554959,0.554959,0.554959,0.554959,0.554959
cg06192381,0.324254,0.324254,0.324254,0.324254,0.324254,0.324254,0.324254,0.324254,0.730841,0.770456,0.648183
cg06210215,0.496833,0.496833,0.496833,0.496833,0.496833,0.496833,0.496833,0.496833,0.496833,0.873028,0.496833
cg06211872,0.1978165,0.1978165,0.1978165,0.1978165,0.1978165,0.1978165,0.1978165,0.667085,0.507669,0.1978165,0.1978165
cg06215798,0.681641,0.681641,0.681641,0.681641,0.681641,0.681641,0.681641,0.681641,0.681641,0.893946,0.681641
cg06218338,0.400423,0.400423,0.400423,0.400423,0.400423,0.400423,0.400423,0.664238,0.400423,0.400423,0.400423
cg06225154,0.595634,0.595634,0.595634,0.595634,0.595634,0.595634,0.595634,0.595634,0.595634,0.246601,0.595634
cg06225294,0.3923646666666667,0.3923646666666667,0.3923646666666667,0.3923646666666667,0.3923646666666667,0.3923646666666667,0.3923646666666667,0.3923646666666667,0.95593,0.938748,0.811347
cg06225634,0.156986,0.156986,0.156986,0.156986,0.156986,0.156986,0.156986,0.156986,0.641487,0.156986,0.156986
cg06226724,0.454017,0.454017,0.454017,0.454017,0.454017,0.454017,0.454017,0.454017,0.454017,0.454017,0.731541
cg06233376,0.283787,0.283787,0.283787,0.283787,0.283787,0.283787,0.283787,0.283787,0.283787,0.283787,0.522432
cg06237501,0.694459,0.694459,0.694459,0.694459,0.694459,0.694459,0.694459,0.694459,0.694459,0.222202,0.694459
cg06242063,0.328427,0.328427,0.328427,0.328427,0.328427,0.328427,0.328427,0.328427,0.328427,0.328427,0.107902
cg06244002,0.094176,0.094176,0.094176,0.094176,0.094176,0.094176,0.094176,0.094176,0.303112,0.094176,0.094176
cg06264984,0.491257,0.491257,0.491257,0.491257,0.491257,0.491257,0.491257,0.035951,0.491257,0.491257,0.491257
cg06266993,0.257933,0.727187,0.257933,0.257933,0.257933,0.257933,0.257933,0.257933,0.257933,0.257933,0.257933
cg06272010,0.746298,0.746298,0.746298,0.746298,0.746298,0.746298,0.746298,0.746298,0.252,0.092412,0.204997
cg06286962,0.195246,0.195246,0.195246,0.195246,0.195246,0.195246,0.195246,0.195246,0.195246,0.195246,0.397142
cg06292709,0.827656,0.827656,0.827656,0.827656,0.827656,0.827656,0.827656,0.827656,0.827656,0.827656,0.48249
cg06294561,0.927656,0.927656,0.927656,0.927656,0.927656,0.927656,0.927656,0.570043,0.927656,0.927656,0.927656
cg06297391,0.426621,0.426621,0.426621,0.426621,0.037549,0.426621,0.426621,0.426621,0.426621,0.426621,0.426621
cg06311778,0.142334,0.142334,0.142334,0.142334,0.142334,0.142334,0.142334,0.142334,0.142334,0.38386,0.142334
cg06314111,0.2940305,0.2940305,0.2940305,0.2940305,0.2940305,0.2940305,0.2940305,0.2940305,0.2940305,0.933659,0.876215
cg06324507,0.854967,0.854967,0.854967,0.854967,0.854967,0.854967,0.854967,0.587314,0.854967,0.854967,0.854967
cg06325088,0.581246,0.581246,0.581246,0.581246,0.581246,0.581246,0.581246,0.581246,0.581246,0.935121,0.581246
cg06325209,0.821001,0.821001,0.821001,0.821001,0.821001,0.821001,0.821001,0.058986,0.821001,0.821001,0.821001
cg06326971,0.1888065,0.1888065,0.1888065,0.1888065,0.1888065,0.1888065,0.1888065,0.1888065,0.1888065,0.403097,0.450754
cg06338550,0.393421,0.158303,0.393421,0.393421,0.393421,0.393421,0.393421,0.393421,0.393421,0.393421,0.393421
cg06348619,0.416551,0.683104,0.683104,0.683104,0.683104,0.683104,0.683104,0.683104,0.683104,0.683104,0.683104
cg06358108,0.854967,0.854967,0.854967,0.854967,0.854967,0.854967,0.854967,0.587314,0.854967,0.854967,0.854967
cg06368618,0.748062,0.748062,0.748062,0.748062,0.748062,0.748062,0.748062,0.484518,0.748062,0.748062,0.748062
cg06371091,0.752429,0.752429,0.752429,0.752429,0.752429,0.752429,0.752429,0.425272,0.752429,0.752429,0.752429
cg06372941,0.815096,0.815096,0.815096,0.815096,0.815096,0.815096,0.815096,0.815096,0.246912,0.815096,0.815096
cg06380157,0.152485,0.152485,0.152485,0.152485,0.152485,0.152485,0.152485,0.152485,0.152485,0.152485,0.380086
cg06382664,0.837025,0.837025,0.837025,0.837025,0.837025,0.837025,0.837025,0.837025,0.837025,0.452262,0.837025
cg06382894,0.293876,0.293876,0.293876,0.293876,0.293876,0.293876,0.293876,0.018655,0.293876,0.293876,0.293876
cg06384413,0.257933,0.727187,0.257933,0.257933,0.257933,0.257933,0.257933,0.257933,0.257933,0.257933,0.257933
cg06386478,0.552274,0.552274,0.552274,0.552274,0.552274,0.552274,0.552274,0.552274,0.552274,0.552274,0.788075
cg06395298,0.554959,0.554959,0.554959,0.247903,0.554959,0.554959,0.554959,0.554959,0.554959,0.554959,0.554959
cg06398396,0.076979,0.427242,0.427242,0.427242,0.427242,0.427242,0.427242,0.427242,0.427242,0.427242,0.427242
cg06401979,0.443078,0.443078,0.685333,0.443078,0.443078,0.443078,0.443078,0.443078,0.443078,0.443078,0.443078
cg06407111,0.181952,0.392513,0.181952,0.181952,0.181952,0.181952,0.181952,0.181952,0.181952,0.181952,0.181952
cg06408533,0.520889,0.520889,0.520889,0.520889,0.520889,0.520889,0.520889,0.319041,0.520889,0.520889,0.520889
cg06411578,0.396177,0.396177,0.396177,0.396177,0.396177,0.396177,0.396177,0.396177,0.396177,0.396177,0.13521
cg06419846,0.599521,0.599521,0.599521,0.599521,0.599521,0.599521,0.599521,0.04923,0.599521,0.599521,0.599521
cg06419959,0.408047,0.408047,0.408047,0.408047,0.408047,0.408047,0.18946,0.408047,0.408047,0.408047,0.408047
cg06427054,0.181492,0.181492,0.181492,0.181492,0.181492,0.181492,0.181492,0.582393,0.181492,0.181492,0.181492
cg06428163,0.681414,0.681414,0.681414,0.271285,0.681414,0.681414,0.681414,0.681414,0.681414,0.681414,0.681414
cg06439269,0.706591,0.276953,0.706591,0.706591,0.706591,0.706591,0.706591,0.706591,0.706591,0.706591,0.706591
cg06439941,0.292184,0.292184,0.292184,0.292184,0.292184,0.292184,0.292184,0.292184,0.035415,0.292184,0.292184
cg06440348,0.399511,0.399511,0.399511,0.399511,0.399511,0.399511,0.399511,0.399511,0.399511,0.399511,0.83522
cg06442240,0.740174,0.740174,0.740174,0.740174,0.740174,0.740174,0.740174,0.366681,0.740174,0.740174,0.740174
cg06445348,0.493674,0.206983,0.493674,0.493674,0.493674,0.493674,0.493674,0.493674,0.493674,0.493674,0.493674
cg06470279,0.359039,0.359039,0.359039,0.359039,0.359039,0.359039,0.359039,0.111877,0.359039,0.359039,0.359039
cg06470558,0.246297,0.612547,0.612547,0.612547,0.612547,0.612547,0.612547,0.612547,0.612547,0.612547,0.612547
cg06477663,0.753134,0.753134,0.753134,0.753134,0.753134,0.753134,0.753134,0.753134,0.753134,0.152899,0.031944
cg06486124,0.426621,0.426621,0.426621,0.426621,0.037549,0.426621,0.426621,0.426621,0.426621,0.426621,0.426621
cg06490225,0.406639,0.406639,0.406639,0.406639,0.406639,0.406639,0.712206,0.406639,0.406639,0.406639,0.406639
cg06490988,0.133698,0.133698,0.133698,0.133698,0.133698,0.133698,0.133698,0.133698,0.612697,0.133698,0.133698
cg06496010,0.319697,0.319697,0.319697,0.319697,0.319697,0.319697,0.319697,0.319697,0.319697,0.319697,0.118097
cg06498720,0.724354,0.142622,0.142622,0.142622,0.142622,0.142622,0.142622,0.142622,0.142622,0.142622,0.142622
cg06503171,0.495887,0.495887,0.495887,0.495887,0.495887,0.495887,0.495887,0.495887,0.495887,0.757265,0.495887
cg06507551,0.269861,0.067227,0.269861,0.269861,0.269861,0.269861,0.269861,0.269861,0.269861,0.269861,0.269861
cg06507590,0.896799,0.896799,0.896799,0.896799,0.896799,0.896799,0.896799,0.896799,0.896799,0.896799,0.593917
cg06512128,0.628035,0.628035,0.628035,0.628035,0.628035,0.628035,0.628035,0.628035,0.358325,0.628035,0.628035
cg06513247,0.411506,0.411506,0.411506,0.411506,0.411506,0.411506,0.411506,0.411506,0.411506,0.411506,0.096744
cg06516124,0.647537,0.280914,0.280914,0.280914,0.280914,0.280914,0.280914,0.57598,0.280914,0.280914,0.280914
cg06518233,0.820948,0.2853,0.820948,0.820948,0.820948,0.820948,0.820948,0.820948,0.820948,0.820948,0.820948
cg06527318,0.798081,0.798081,0.798081,0.798081,0.798081,0.798081,0.798081,0.798081,0.798081,0.564628,0.798081
cg06531379,0.498874,0.498874,0.498874,0.498874,0.498874,0.498874,0.498874,0.797684,0.498874,0.498874,0.498874
cg06531430,0.569822,0.569822,0.569822,0.569822,0.569822,0.569822,0.569822,0.569822,0.222858,0.569822,0.569822
cg06533895,0.454941,0.454941,0.454941,0.454941,0.454941,0.454941,0.454941,0.454941,0.454941,0.454941,0.754293
cg06539400,0.09647700000000001,0.09647700000000001,0.09647700000000001,0.09647700000000001,0.09647700000000001,0.09647700000000001,0.09647700000000001,0.09647700000000001,0.09647700000000001,0.395307,0.420038
cg06560379,0.553422,0.553422,0.553422,0.553422,0.553422,0.553422,0.553422,0.553422,0.553422,0.553422,0.171888
cg06560887,0.316374,0.316374,0.316374,0.316374,0.316374,0.316374,0.316374,0.316374,0.040554,0.316374,0.316374
cg06562888,0.761611,0.761611,0.761611,0.761611,0.761611,0.761611,0.761611,0.138596,0.761611,0.761611,0.761611
cg06563066,0.501069,0.208323,0.501069,0.501069,0.501069,0.501069,0.501069,0.501069,0.501069,0.501069,0.501069
cg06564232,0.214705,0.214705,0.214705,0.214705,0.763077,0.214705,0.214705,0.214705,0.214705,0.214705,0.214705
cg06567290,0.053661,0.672243,0.672243,0.672243,0.672243,0.672243,0.672243,0.672243,0.672243,0.672243,0.672243
cg06572974,0.871335,0.58402,0.871335,0.871335,0.871335,0.871335,0.871335,0.871335,0.871335,0.871335,0.871335
cg06584784,0.6457546666666667,0.146657,0.6457546666666667,0.6457546666666667,0.6457546666666667,0.6457546666666667,0.6457546666666667,0.124045,0.867803,0.6457546666666667,0.6457546666666667
cg06585141,0.7110525,0.7110525,0.7110525,0.7110525,0.7110525,0.7110525,0.7110525,0.7110525,0.7110525,0.351938,0.429319
cg06588247,0.387491,0.387491,0.387491,0.387491,0.387491,0.387491,0.387491,0.387491,0.387491,0.387491,0.15928
cg06589757,0.820215,0.314027,0.820215,0.820215,0.820215,0.820215,0.820215,0.820215,0.820215,0.820215,0.820215
cg06592170,0.485621,0.485621,0.485621,0.485621,0.485621,0.485621,0.485621,0.485621,0.112828,0.485621,0.485621
cg06595154,0.805878,0.805878,0.805878,0.805878,0.805878,0.805878,0.805878,0.361172,0.805878,0.805878,0.805878
cg06596991,0.383873,0.077001,0.077001,0.077001,0.077001,0.077001,0.077001,0.077001,0.077001,0.077001,0.077001
cg06613783,0.291321,0.576584,0.576584,0.576584,0.576584,0.576584,0.576584,0.576584,0.576584,0.576584,0.576584
cg06617636,0.257488,0.257488,0.257488,0.257488,0.257488,0.257488,0.257488,0.257488,0.257488,0.499938,0.257488
cg06618356,0.419485,0.419485,0.419485,0.419485,0.806102,0.419485,0.419485,0.419485,0.419485,0.419485,0.419485
cg06618629,0.856479,0.856479,0.856479,0.856479,0.856479,0.856479,0.856479,0.856479,0.459842,0.856479,0.856479
cg06638827,0.140228,0.140228,0.140228,0.140228,0.140228,0.140228,0.140228,0.140228,0.140228,0.140228,0.496554
cg06643271,0.5713010000000001,0.5713010000000001,0.5713010000000001,0.5713010000000001,0.5713010000000001,0.5713010000000001,0.5713010000000001,0.5713010000000001,0.5713010000000001,0.272446,0.142849
cg06650250,0.470647,0.470647,0.470647,0.470647,0.470647,0.470647,0.470647,0.470647,0.470647,0.914033,0.470647
cg06654076,0.801823,0.801823,0.801823,0.458156,0.801823,0.801823,0.801823,0.801823,0.801823,0.801823,0.801823
cg06654628,0.590679,0.154247,0.590679,0.590679,0.590679,0.590679,0.590679,0.590679,0.590679,0.590679,0.590679
cg06654691,0.768408,0.768408,0.768408,0.768408,0.768408,0.768408,0.768408,0.768408,0.768408,0.339818,0.768408
cg06657409,0.308532,0.812249,0.812249,0.812249,0.812249,0.812249,0.812249,0.812249,0.812249,0.812249,0.812249
cg06659209,0.300791,0.300791,0.300791,0.300791,0.300791,0.300791,0.300791,0.300791,0.300791,0.686092,0.300791
cg06665391,0.603975,0.05666,0.603975,0.603975,0.603975,0.603975,0.603975,0.603975,0.603975,0.603975,0.603975
cg06668065,0.506577,0.506577,0.506577,0.506577,0.506577,0.506577,0.506577,0.506577,0.506577,0.070747,0.506577
cg06671964,0.854967,0.854967,0.854967,0.854967,0.854967,0.854967,0.854967,0.587314,0.854967,0.854967,0.854967
cg06675531,0.590679,0.154247,0.590679,0.590679,0.590679,0.590679,0.590679,0.590679,0.590679,0.590679,0.590679
cg06679494,0.552982,0.552982,0.552982,0.552982,0.552982,0.552982,0.552982,0.209921,0.552982,0.552982,0.552982
cg06696874,0.854967,0.854967,0.854967,0.854967,0.854967,0.854967,0.854967,0.587314,0.854967,0.854967,0.854967
cg06700146,0.300071,0.300071,0.300071,0.300071,0.300071,0.300071,0.300071,0.300071,0.049264,0.300071,0.300071
cg06701191,0.703187,0.703187,0.703187,0.703187,0.703187,0.703187,0.703187,0.703187,0.703187,0.349767,0.357033
cg06726860,0.690992,0.690992,0.690992,0.690992,0.690992,0.690992,0.690992,0.690992,0.381147,0.690992,0.690992
cg06729806,0.168381,0.168381,0.168381,0.168381,0.168381,0.168381,0.168381,0.503431,0.168381,0.168381,0.168381
cg06730438,0.530759,0.530759,0.530759,0.530759,0.530759,0.530759,0.530759,0.530759,0.530759,0.944653,0.941683
cg06732545,0.685893,0.405707,0.685893,0.685893,0.685893,0.685893,0.685893,0.685893,0.685893,0.685893,0.685893
cg06738242,0.143351,0.143351,0.143351,0.143351,0.143351,0.143351,0.143351,0.143351,0.143351,0.143351,0.347818
cg06749872,0.7751,0.7751,0.7751,0.7751,0.7751,0.7751,0.7751,0.7751,0.7751,0.7751,0.268819
cg06750897,0.6486765,0.6486765,0.6486765,0.6486765,0.6486765,0.6486765,0.6486765,0.206209,0.209441,0.6486765,0.6486765
cg06760507,0.7607925,0.5122,0.7607925,0.7607925,0.7607925,0.7607925,0.7607925,0.475045,0.7607925,0.7607925,0.7607925
cg06763161,0.082909,0.082909,0.082909,0.082909,0.082909,0.082909,0.082909,0.082909,0.082909,0.082909,0.309581
cg06769202,0.443078,0.443078,0.685333,0.443078,0.443078,0.443078,0.443078,0.443078,0.443078,0.443078,0.443078
cg06770114,0.185872,0.533084,0.533084,0.533084,0.533084,0.533084,0.533084,0.533084,0.533084,0.533084,0.533084
cg06778747,0.866537,0.866537,0.866537,0.866537,0.866537,0.866537,0.866537,0.866537,0.866537,0.866537,0.62336
cg06786372,0.443078,0.443078,0.685333,0.443078,0.443078,0.443078,0.443078,0.443078,0.443078,0.443078,0.443078
cg06787669,0.852271,0.852271,0.852271,0.852271,0.852271,0.852271,0.852271,0.852271,0.852271,0.464718,0.852271
cg06787716,0.293876,0.293876,0.293876,0.293876,0.293876,0.293876,0.293876,0.018655,0.293876,0.293876,0.293876
cg06791719,0.085965,0.085965,0.085965,0.085965,0.364731,0.085965,0.085965,0.085965,0.085965,0.085965,0.085965
cg06791963,0.843055,0.843055,0.843055,0.843055,0.843055,0.843055,0.843055,0.575137,0.843055,0.843055,0.843055
cg06793377,0.46711,0.46711,0.46711,0.46711,0.46711,0.46711,0.46711,0.46711,0.065194,0.46711,0.46711
cg06799250,0.48644,0.48644,0.48644,0.48644,0.48644,0.48644,0.48644,0.48644,0.48644,0.725065,0.48644
cg06806711,0.88602,0.88602,0.88602,0.88602,0.88602,0.88602,0.88602,0.88602,0.88602,0.88602,0.068922
cg06825478,0.771562,0.771562,0.771562,0.771562,0.771562,0.771562,0.771562,0.771562,0.771562,0.771562,0.165727
cg06826155,0.877399,0.877399,0.877399,0.877399,0.877399,0.877399,0.877399,0.877399,0.293248,0.877399,0.877399
cg06829686,0.498874,0.498874,0.498874,0.498874,0.498874,0.498874,0.498874,0.797684,0.498874,0.498874,0.498874
cg06829760,0.815043,0.815043,0.815043,0.815043,0.815043,0.815043,0.815043,0.454128,0.815043,0.815043,0.815043
cg06830450,0.2940305,0.2940305,0.2940305,0.2940305,0.2940305,0.2940305,0.2940305,0.2940305,0.2940305,0.933659,0.876215
cg06831576,0.163986,0.163986,0.163986,0.163986,0.163986,0.163986,0.163986,0.163986,0.163986,0.163986,0.409544
