IlmnID,CHR,MAPINFO
cg05088820,2,9375604
cg05088892,16,86029442
cg05088898,10,120489293
cg05089035,10,72062287
cg05089059,7,128049862
cg05089090,13,37005569
cg05089125,16,75231955
cg05089132,1,242372317
cg05089136,1,179050444
cg05089197,6,11194814
cg05089215,22,46593492
cg05089221,1,48087714
cg05089225,4,7395026
cg05089232,1,154323054
cg05089245,2,100069303
cg05089300,7,1531165
cg05089424,3,30481684
cg05089427,6,41010727
cg05089464,6,793451
cg05089465,3,3708127
cg05089466,2,229453386
cg05089468,2,112919181
cg05089469,5,112354165
cg05089527,2,594508
cg05089589,4,7220477
cg05089590,14,101132725
cg05089849,4,126366239
cg05089897,21,38886663
cg05089903,7,1862490
cg05089925,10,4477160
cg05089931,16,11485449
cg05089968,6,166722772
cg05089975,X,19810030
cg05090025,4,62068938
cg05090036,18,42605239
cg05090046,7,137908481
cg05090106,17,18908219
cg05090127,16,1350788
cg05090143,6,107391331
cg05090150,14,56047922
cg05090170,15,100105368
cg05090186,1,244215442
cg05090195,12,54379492
cg05090335,17,43107632
cg05090351,10,126851161
cg05090355,12,94579915
cg05090359,2,1543220
cg05090375,22,44965821
cg05090399,8,136455800
cg05090463,6,11748882
cg05090479,15,84599084
cg05090553,3,57644902
cg05090641,6,79949565
cg05090693,6,166247347
cg05090695,11,2907669
cg05090699,3,98604537
cg05090716,20,1183436
cg05090717,3,38015813
cg05090725,11,107799286
cg05090759,2,165812145
cg05090785,7,32099500
cg05090835,11,117015970
cg05090851,17,16284242
cg05090896,20,30824137
cg05090904,11,59947916
cg05090929,3,10566697
cg05090939,6,143228656
cg05090943,16,2020989
cg05090966,7,157278057
cg05090972,16,69788426
cg05091003,2,136571785
cg05091016,2,192242749
cg05091060,2,66663812
cg05091097,5,159848363
cg05091115,10,65280958
cg05091120,10,16712185
cg05091135,13,51103372
cg05091159,19,39543139
cg05091204,17,38537057
cg05091238,3,157813608
cg05091251,16,68353531
cg05091260,3,127391220
cg05091295,17,44922759
cg05091311,21,16374705
cg05091313,X,145079752
cg05091405,7,128095736
cg05091477,13,112551660
cg05091491,X,114423925
cg05091519,11,31839551
cg05091570,1,201709335
cg05091585,13,45507331
cg05091653,2,231281473
cg05091658,10,6954855
cg05091724,22,24256156
cg05091734,21,46706578
cg05091736,17,14942128
cg05091796,16,4465798
cg05091817,2,130691925
cg05091831,15,65728234
cg05091838,3,155203372
cg05091873,X,150067686
cg05091919,10,13553988
cg05091920,7,127897974
cg05091921,2,238966821
cg05091936,2,206997719
cg05091947,4,48902298
cg05091983,10,112263326
cg05091997,17,60897720
cg05092008,22,23800421
cg05092017,11,77435893
cg05092018,X,106787712
cg05092096,18,75104877
cg05092146,5,180577133
cg05092189,1,151372621
cg05092203,1,229091496
cg05092304,11,107047493
cg05092308,2,63285364
cg05092309,2,26995338
cg05092310,17,43226345
cg05092353,13,113777012
cg05092362,2,2581322
cg05092371,2,204731518
cg05092387,15,37189406
cg05092396,7,27657580
cg05092459,3,39450363
cg05092478,1,57843433
cg05092483,16,19222462
cg05092583,3,140286909
cg05092628,9,98031206
cg05092691,5,180031574
cg05092775,1,4838435
cg05092777,7,131368647
cg05092787,1,146719566
cg05092819,5,67510394
cg05092860,2,7218213
cg05092861,7,27220033
cg05092885,4,106629794
cg05092891,21,37535884
cg05092905,4,3506898
cg05092932,10,73137350
cg05092960,16,52109156
cg05092988,11,117430317
cg05093020,15,60236804
cg05093062,14,20665411
cg05093065,3,45266450
cg05093071,4,165272067
cg05093106,20,2598143
cg05093113,20,49200924
cg05093169,11,71955400
cg05093204,16,88356589
cg05093254,16,2369795
cg05093305,12,110540370
cg05093318,2,90167463
cg05093325,11,14994886
cg05093326,8,37414011
cg05093429,14,96129573
cg05093437,4,186462672
cg05093455,19,58907453
cg05093469,14,76050385
cg05093498,5,86535797
cg05093525,2,102798753
cg05093535,2,100466753
cg05093561,18,76189843
cg05093576,17,54263749
cg05093591,3,73433244
cg05093612,5,133249136
cg05093632,8,141458506
cg05093638,6,24687281
cg05093653,3,140151191
cg05093677,X,47479110
cg05093686,13,36050787
cg05093711,16,10674007
cg05093714,4,147043711
cg05093726,4,168155979
cg05093728,2,129069093
cg05093741,15,69364383
cg05093781,6,7641450
cg05093811,3,58059918
cg05093818,4,87282696
cg05093836,6,30594589
cg05093860,3,132441074
cg05093881,X,128928770
cg05093999,X,10851788
cg05094006,20,49599023
cg05094046,18,46987204
cg05094081,2,172950966
cg05094137,16,53125207
cg05094264,16,22217481
cg05094271,21,44299701
cg05094315,12,16505824
cg05094381,12,12714222
cg05094429,6,167536183
cg05094475,4,3812823
cg05094486,5,72210030
cg05094594,18,29067210
cg05094655,8,127975557
cg05094695,3,69157838
cg05094706,1,182031772
cg05094732,5,179383720
cg05094808,6,28602618
cg05094815,11,95256067
cg05094817,2,3483966
cg05094833,4,106067986
cg05094909,10,2229166
cg05094970,16,26799506
cg05094984,11,61544889
cg05095015,1,43931147
cg05095031,11,77349611
cg05095057,16,959444
cg05095110,1,934389
cg05095123,13,29393748
cg05095125,4,152588238
cg05095158,11,13030872
cg05095230,13,50367059
cg05095252,2,150308041
cg05095290,14,103995142
cg05095318,4,17783609
cg05095324,8,119893841
cg05095375,3,11653821
cg05095390,20,33640815
cg05095422,6,52664129
cg05095427,10,37188802
cg05095428,2,69239675
cg05095466,5,37207621
cg05095483,8,141566397
cg05095540,1,87230803
cg05095590,7,2139258
cg05095591,3,147129183
cg05095640,14,59219590
cg05095647,4,188357418
cg05095774,18,52495847
cg05095781,11,114154811
cg05095821,4,47466695
cg05095832,1,204099178
cg05095863,20,45465310
cg05095935,20,37388997
cg05095974,16,57652944
cg05096017,15,91478358
cg05096144,12,81545134
cg05096161,17,46114673
cg05096182,10,6557505
cg05096200,7,23387574
cg05096209,6,28829432
cg05096251,3,159583310
cg05096259,3,69101574
cg05096321,7,94286510
cg05096393,10,121566507
cg05096398,16,30621515
cg05096400,10,15356821
cg05096409,8,23309158
cg05096415,10,85985330
cg05096434,X,106243403
cg05096436,2,236578250
cg05096452,7,127666926
cg05096467,17,56744489
cg05096490,17,18823318
cg05096492,6,28828945
cg05096515,X,106362253
cg05096583,17,79256693
cg05096607,22,20776961
cg05096634,6,138483207
cg05096637,2,121846489
cg05096672,3,195959986
cg05096677,3,36771346
cg05096681,3,108767054
cg05096690,16,27561119
cg05096694,1,228048012
cg05096700,4,185926318
cg05096731,X,9754593
cg05096734,22,20186355
cg05096739,20,35124761
cg05096751,12,115137774
cg05096756,10,50143516
cg05096777,10,104283224
cg05096788,7,128444909
cg05096800,21,47290547
cg05096809,11,46326698
cg05096825,6,98721641
cg05096838,17,40761625
cg05096880,14,101217797
cg05096908,6,33061923
cg05096938,4,78624153
cg05096948,19,17193797
cg05096964,11,1715291
cg05097015,2,135783574
cg05097066,5,77939249
cg05097165,14,101874837
cg05097177,11,84844375
cg05097179,1,95089761
cg05097191,10,112261616
cg05097197,2,88650822
cg05097221,19,11750824
cg05097275,22,50447248
cg05097279,5,66505267
cg05097282,X,118952769
cg05097306,10,45374682
cg05097308,8,128024651
cg05097447,16,17399732
cg05097455,3,47324908
cg05097465,3,123437673
cg05097535,2,27353338
cg05097579,3,136750028
cg05097593,17,34890676
cg05097594,6,47709575
cg05097643,16,3018469
cg05097674,12,101839407
cg05097696,11,71499116
cg05097705,X,153145386
cg05097801,4,174834787
cg05097861,17,15820609
cg05097887,10,75184281
cg05097899,20,5080742
cg05097930,12,51317866
cg05097953,14,20295615
cg05098011,1,151736091
cg05098014,17,32561326
cg05098023,7,55201316
cg05098037,17,78753326
cg05098050,1,204434058
cg05098096,16,18809457
cg05098118,10,134900905
cg05098125,11,31443408
cg05098130,16,18057591
cg05098152,5,94931532
cg05098230,7,92076733
cg05098233,16,475947
cg05098339,11,62378422
cg05098343,7,37071685
cg05098361,7,150713658
cg05098380,15,66585089
cg05098381,3,71301785
cg05098382,16,89151772
cg05098417,11,64067857
cg05098425,1,3203765
cg05098432,10,95848733
cg05098465,4,179499027
cg05098471,2,66662162
cg05098512,10,134861082
cg05098551,2,179344724
cg05098566,6,30652281
cg05098589,10,30358036
cg05098590,10,111767378
cg05098664,1,209779994
cg05098732,19,46367775
cg05098765,12,68727138
cg05098815,Y,9449617
cg05098821,12,1925832
cg05098827,2,217354749
cg05098869,21,43735934
cg05098876,6,5084854
cg05098880,17,10532942
cg05098943,3,24493820
cg05098969,12,122820376
cg05098991,20,49057224
cg05099013,17,41034848
cg05099035,17,60815032
cg05099063,6,157445535
cg05099100,20,8341702
cg05099107,9,130556930
cg05099109,11,24765450
cg05099121,7,91764088
cg05099145,16,1796332
cg05099185,15,68723804
cg05099186,13,39923837
cg05099196,19,16144281
cg05099221,17,46036364
cg05099240,13,19756037
cg05099288,6,109700554
cg05099299,6,158436623
cg05099385,9,76462633
cg05099386,13,51203919
cg05099387,2,177053291
cg05099390,17,56495078
cg05099464,11,120302921
cg05099491,1,165205351
cg05099493,2,239009231
cg05099508,10,22634431
cg05099537,3,138656627
cg05099576,16,55362341
cg05099596,2,108604749
cg05099600,10,75531981
cg05099605,11,51580876
cg05099692,12,52674255
cg05099701,19,6377422
cg05099708,16,89044854
cg05099759,11,60824359
cg05099805,X,37967898
cg05099831,11,35109632
cg05099863,2,218937171
cg05099907,12,76950181
cg05099909,11,79151813
cg05099936,2,232656196
cg05099952,16,30367545
cg05099985,1,16245930
cg05099994,1,198665999
cg05100017,6,34102221
cg05100051,6,41702255
cg05100067,2,2295968
cg05100070,6,100896759
cg05100113,4,39460671
cg05100192,16,49712373
cg05100204,12,57341428
cg05100268,X,153640966
cg05100279,11,78075959
cg05100282,14,99713429
cg05100294,11,69200672
cg05100313,10,63660128
cg05100315,16,28912168
cg05100357,7,154754823
cg05100375,22,32927302
cg05100392,17,206473
cg05100419,2,237082072
cg05100432,14,104889004
cg05100479,X,113819289
cg05100518,18,76277598
cg05100540,6,133135556
cg05100596,16,57318615
cg05100622,5,118829514
cg05100634,18,45457603
cg05100650,15,44212362
cg05100666,5,880770
cg05100688,9,130570090
cg05100739,17,72733162
cg05100846,14,102647730
cg05100850,X,8706852
cg05100867,6,133226161
cg05100916,7,112090585
cg05100917,11,117198459
cg05100920,4,71553581
cg05100931,19,15125607
cg05101019,12,109029472
cg05101083,10,43904939
cg05101135,3,179367499
cg05101176,X,154028349
cg05101181,8,42769987
cg05101231,3,51593458
cg05101331,2,423313
cg05101347,2,3197895
cg05101427,6,39868151
cg05101432,6,29720736
cg05101437,7,92262969
cg05101463,5,43191192
cg05101470,12,124396519
cg05101496,8,55382604
cg05101498,4,7069842
cg05101502,10,15767600
cg05101643,5,61163043
cg05101645,12,68662040
cg05101674,20,53093151
cg05101765,X,151902441
cg05101809,7,5338831
cg05101821,7,158207370
cg05101846,17,72580961
cg05101920,1,160040216
cg05101930,9,92761679
cg05101972,2,102720063
cg05102049,10,115830705
cg05102119,16,84721738
cg05102135,3,75632512
cg05102190,7,143078241
cg05102281,5,139723384
cg05102288,16,30968550
cg05102300,6,35884562
cg05102308,12,62997232
cg05102347,22,43020274
cg05102394,4,148402898
cg05102422,14,68118148
cg05102425,16,58329306
cg05102445,6,43233283
cg05102552,2,27650866
cg05102578,4,182450502
cg05102581,18,2847529
cg05102598,17,7166676
cg05102599,3,147658233
cg05102603,18,43365416
cg05102651,8,28351600
cg05102668,18,76541147
cg05102670,11,2397322
cg05102770,7,4806868
cg05102794,16,89167480
cg05102817,9,125028278
cg05102849,17,4402131
cg05102856,10,52325606
cg05102869,16,5065189
cg05102880,2,220855363
cg05102940,11,126303578
cg05103044,6,132713008
cg05103064,10,7311499
cg05103078,X,24045369
cg05103125,10,102505482
cg05103132,2,73441497
cg05103218,13,99421057
cg05103220,8,124294897
cg05103231,6,30881663
cg05103376,1,151509790
cg05103387,2,224702698
cg05103396,11,108911166
cg05103397,17,5989489
cg05103443,8,126011540
cg05103483,2,177510484
cg05103524,16,550960
cg05103573,15,92714294
cg05103574,1,29527218
cg05103581,15,99499604
cg05103590,7,50358215
cg05103689,7,55621992
cg05103718,6,1401118
cg05103731,X,153237763
cg05103733,19,8640419
cg05103803,7,150883360
cg05103863,19,6688827
cg05103917,4,111533546
cg05103923,11,74204164
cg05103956,16,46489156
cg05103957,11,119598496
cg05103987,19,9170164
cg05103992,6,159290439
cg05104048,15,79603278
cg05104052,1,230245763
cg05104069,1,233431498
cg05104080,2,239112692
cg05104081,18,8717010
cg05104099,16,3714339
cg05104189,6,155475641
cg05104283,17,75463859
cg05104351,1,44568991
cg05104447,6,41739544
cg05104476,X,49092075
cg05104520,9,6496933
cg05104523,4,3295913
cg05104546,2,6465911
cg05104574,8,123629858
cg05104581,16,89164989
cg05104639,15,96596921
cg05104652,10,35363820
cg05104685,1,70225738
cg05104686,20,3172236
cg05104740,8,99846869
cg05104811,6,163521607
cg05104867,4,170124271
cg05104876,1,155620727
cg05104885,12,62995693
cg05104896,19,41809013
cg05104897,4,120127484
cg05104901,8,37569187
cg05104993,8,11973222
cg05104995,10,49460248
cg05105016,15,68470499
cg05105054,16,89822398
cg05105069,X,102585353
cg05105080,3,149815048
cg05105110,6,33270913
cg05105138,11,5153833
cg05105207,2,81421879
cg05105212,11,2273556
cg05105226,5,138238953
cg05105260,12,69418419
cg05105276,3,184782893
cg05105314,13,32709856
cg05105327,6,5031160
cg05105330,16,85063707
cg05105354,16,30846893
cg05105387,6,6760139
cg05105452,17,49513193
cg05105477,2,152906697
cg05105495,12,105501350
cg05105529,14,51132315
cg05105571,17,54665355
cg05105632,22,29941322
cg05105646,8,142437127
cg05105713,2,112328131
cg05105722,19,36820427
cg05105740,13,101467566
cg05105745,13,113440233
cg05105770,14,62203902
cg05105830,16,5535394
cg05105832,10,64520253
cg05105845,14,55369780
cg05105859,2,166503587
cg05105887,12,15625409
cg05105889,17,50936173
cg05105906,14,92365813
cg05105913,17,48422989
cg05105919,17,25958672
cg05105924,4,81123377
cg05106049,3,150006151
cg05106053,3,121647020
cg05106058,4,172735923
cg05106191,2,114036684
cg05106206,3,51429141
cg05106229,2,10238171
cg05106231,17,7338151
cg05106269,19,10381392
cg05106286,2,114395880
cg05106294,11,12031096
cg05106358,9,127428052
cg05106359,2,27580025
cg05106401,9,72725833
cg05106421,2,179317260
cg05106463,X,15873336
cg05106502,17,46506946
cg05106567,9,32742015
cg05106635,X,50513739
cg05106652,X,128783302
cg05106659,4,152682898
cg05106686,12,68738009
cg05106687,3,23790489
cg05106699,16,90128832
cg05106770,4,128545192
cg05106778,8,97598419
cg05106785,3,190303959
cg05106804,4,83381982
cg05106824,X,120181293
cg05106846,14,87546773
cg05106849,12,6575149
cg05106857,12,47473520
cg05106869,16,31142990
cg05106892,15,99670730
cg05106893,6,135827979
cg05106897,6,34433774
cg05106936,12,104962890
cg05106984,2,27435510
cg05107036,8,141663759
cg05107039,2,86423004
cg05107094,1,74650182
cg05107149,22,35781094
cg05107152,6,43026773
cg05107190,13,36412632
cg05107228,2,240205169
cg05107246,7,31440
cg05107281,11,47072709
cg05107303,9,72669145
cg05107340,22,18111744
cg05107361,14,91884911
cg05107363,14,101295824
cg05107429,11,118230340
cg05107468,5,88120209
cg05107500,16,6070291
cg05107507,22,24128853
cg05107530,17,18157442
cg05107535,16,3242849
cg05107552,9,35962762
cg05107564,22,18653040
cg05107580,19,44065760
cg05107601,15,91475922
cg05107618,6,167470162
cg05107650,3,141160396
cg05107686,2,27616224
cg05107687,7,101276140
cg05107717,6,44919424
cg05107803,19,12267896
cg05107814,7,24971944
cg05107826,15,66999502
cg05107947,17,47923249
cg05107953,2,65283307
cg05108031,11,17743839
cg05108054,7,50134415
cg05108127,12,119052154
cg05108160,13,110790283
cg05108179,14,105767408
cg05108290,3,136054739
cg05108292,1,59484802
cg05108333,22,22898355
cg05108346,4,95505257
cg05108359,6,20280166
cg05108386,1,99969169
cg05108411,15,45740220
cg05108417,12,100897075
cg05108467,15,96869131
cg05108508,13,101217746
cg05108731,3,123451969
cg05108737,10,28288290
cg05108813,2,203000175
cg05108819,6,15765760
cg05108859,17,79211462
cg05108866,1,109496069
cg05108883,10,64028956
cg05108886,15,68885081
cg05108968,12,6666222
cg05108984,2,163008772
cg05108993,1,172616663
cg05109008,4,190779836
cg05109049,17,29641332
cg05109065,X,72783401
cg05109096,1,56614167
cg05109187,13,33906755
cg05109205,20,37737588
cg05109245,18,18822578
cg05109246,3,49933703
cg05109266,11,810146
cg05109300,2,191523134
cg05109308,20,44602966
cg05109361,3,35732411
cg05109487,9,6037944
cg05109566,22,32528338
cg05109569,7,27146429
cg05109573,22,41742034
cg05109600,1,113941930
cg05109613,9,139361676
cg05109619,X,69509800
cg05109659,7,73794322
cg05109670,14,58738286
cg05109683,11,22285227
cg05109729,16,29852921
cg05109774,17,80404378
cg05109780,14,106094241
cg05109786,7,36527721
cg05109791,9,4118571
cg05109877,20,62009432
cg05109910,19,32434645
cg05109931,11,64591841
cg05109966,6,1616791
cg05110013,3,197091594
cg05110071,15,42841309
cg05110077,17,78362316
cg05110133,20,3220564
cg05110178,17,36103952
cg05110225,7,56131706
cg05110241,16,68378358
cg05110377,18,19862696
cg05110389,15,92005187
cg05110391,17,76588633
cg05110392,6,167803963
cg05110396,8,56591022
cg05110426,16,85159954
cg05110515,12,102446168
cg05110561,1,22708930
cg05110629,4,170332772
cg05110632,15,44673031
cg05110693,16,71928224
cg05110738,14,106614654
cg05110739,10,81586761
cg05110787,11,61447838
cg05110803,15,99385322
cg05110828,3,61570098
cg05110837,4,2930305
cg05110901,4,76931565
cg05110943,18,28682496
cg05110962,15,93139493
cg05111037,1,112194389
cg05111073,2,230745094
cg05111081,15,92425495
cg05111110,11,66625277
cg05111146,6,32935024
cg05111148,11,44902249
cg05111155,14,105509375
cg05111364,11,66290232
cg05111383,15,40883949
cg05111420,18,3538690
cg05111475,22,51223149
cg05111479,2,144860016
cg05111603,4,38213170
cg05111616,10,28032854
cg05111645,6,29427518
cg05111663,8,124006784
cg05111720,11,61301212
cg05111772,2,120050012
cg05111779,14,72990358
cg05111829,10,70940482
cg05111873,17,48450071
cg05111885,12,69221892
cg05111898,14,105555222
cg05111910,20,21029869
cg05111988,15,52045998
cg05112090,18,51777778
cg05112104,16,53736443
cg05112110,11,96012428
cg05112114,15,41306365
cg05112120,17,10119722
cg05112200,13,75948310
cg05112209,11,17401023
cg05112220,1,209878096
cg05112224,22,19017872
cg05112254,12,2224409
cg05112260,21,30744401
cg05112298,16,50759263
cg05112420,22,23521359
cg05112555,17,71739384
cg05112574,17,76374541
cg05112582,16,3165456
cg05112617,3,93698931
cg05112703,6,131202015
cg05112824,10,114710260
cg05112828,10,99095882
cg05112834,20,46370907
cg05112835,16,22720763
cg05112850,1,156165864
cg05112874,10,49670773
cg05112885,3,57541941
cg05112903,18,5747780
cg05112920,9,103189786
cg05112933,8,120400562
cg05112948,4,174189435
cg05112965,19,8766477
cg05112967,7,63353491
cg05112969,4,88865313
cg05112986,6,45346246
cg05112987,6,168118260
cg05113000,11,65343832
cg05113001,3,39619243
cg05113078,3,12583484
cg05113284,8,17621444
cg05113373,16,962822
cg05113410,2,102327510
cg05113453,2,67283320
cg05113534,11,120972537
cg05113537,8,103169067
cg05113558,8,145702342
cg05113586,4,181531666
cg05113618,19,12945501
cg05113623,2,24714486
cg05113672,1,110358395
cg05113688,14,103296120
cg05113697,16,53544097
cg05113711,1,172627759
cg05113734,6,159065983
cg05113755,15,55735341
cg05113787,20,837281
cg05113840,16,86609421
cg05113850,7,134586189
cg05113898,17,78801968
cg05113927,2,27531243
cg05113958,17,48918320
cg05114060,5,148423422
cg05114187,7,8008165
cg05114227,14,72052893
cg05114234,1,113615643
cg05114328,2,151476923
cg05114334,7,65705961
cg05114377,9,138392165
cg05114412,8,132041406
cg05114486,19,875278
cg05114502,1,8571759
cg05114514,9,124061931
cg05114515,22,18465626
cg05114606,17,21274192
cg05114625,17,45266879
cg05114637,1,11382318
cg05114674,1,245603682
cg05114676,14,73257940
cg05114733,4,138741490
cg05114739,2,240238903
cg05114740,22,21052006
cg05114748,2,242628841
cg05114754,5,174151356
cg05114849,1,210837266
cg05114858,6,29526342
cg05114861,3,15366033
cg05114898,20,56294174
cg05114936,1,156386757
cg05114959,22,50148371
cg05114970,3,100144034
cg05114984,4,17618813
cg05114994,16,29278514
cg05115106,17,75250343
cg05115157,3,3840654
cg05115160,15,26147460
cg05115161,7,66767560
cg05115162,6,32811700
cg05115182,10,99496888
cg05115215,12,54359798
cg05115233,13,114774836
cg05115276,3,150986724
cg05115279,4,129442981
cg05115308,6,32163347
cg05115314,21,45301420
cg05115332,2,176994380
cg05115375,15,33360484
cg05115424,17,64787378
cg05115450,22,39688986
cg05115460,19,47404943
cg05115468,11,62623201
cg05115532,1,47163165
cg05115545,1,1285213
cg05115552,18,51993344
cg05115664,9,90621636
cg05115679,6,29593489
cg05115681,19,36584779
cg05115705,X,3468589
cg05115763,16,87230082
cg05115791,15,83632340
cg05115844,16,82806552
cg05115862,17,79439143
cg05115902,17,13923192
cg05115953,1,40984039
cg05115985,9,135458033
cg05116002,3,58151254
cg05116088,8,54722608
cg05116096,X,68378621
cg05116119,1,147767218
cg05116145,2,241721921
cg05116158,6,29066958
cg05116169,6,139134211
cg05116182,6,15246139
cg05116202,5,173995118
cg05116220,1,174761731
cg05116242,3,47021210
cg05116247,17,3432404
cg05116255,10,37413781
cg05116309,20,50303804
cg05116326,5,139703995
cg05116342,1,161094122
cg05116343,16,1383573
cg05116378,3,141377104
cg05116382,11,66326999
cg05116424,1,27324981
cg05116434,12,103122331
cg05116443,20,62562679
cg05116452,X,47383900
cg05116454,17,1235988
cg05116464,15,26110505
cg05116536,21,31621344
cg05116545,9,124573787
cg05116644,8,69349324
cg05116656,5,94417891
cg05116672,2,9285732
cg05116694,4,8137018
cg05116719,11,8007596
cg05116756,1,3606701
cg05116777,9,125377175
cg05116780,18,55795879
cg05116781,7,68047340
cg05116792,5,98277377
cg05116847,14,84105417
cg05116869,17,78490558
cg05116876,12,76083303
cg05116896,16,30366236
cg05116906,13,33590494
cg05116938,1,56186104
cg05116966,X,105969621
cg05117036,2,12188899
cg05117055,17,58603987
cg05117067,16,30080542
cg05117124,16,30590995
cg05117183,2,26839147
cg05117208,17,40438311
cg05117258,17,43279119
cg05117261,2,12245435
cg05117324,11,4469603
cg05117496,4,190215932
cg05117544,9,28952106
cg05117593,9,271906
cg05117620,12,108731812
cg05117626,12,1734451
cg05117633,1,33502511
cg05117638,6,113952660
cg05117693,22,40006572
cg05117728,3,49694731
cg05117785,10,94050879
cg05117809,1,65828602
cg05117823,1,3056151
cg05117898,8,87520610
cg05117982,7,4764844
cg05118056,10,127808412
cg05118125,17,7746482
cg05118157,2,128820844
cg05118175,6,56593810
cg05118252,3,63849048
cg05118305,12,93861204
cg05118364,16,3533811
cg05118430,1,210468440
cg05118453,15,69337334
cg05118482,16,23193821
cg05118514,17,78143261
cg05118548,5,138283676
cg05118575,9,97755787
cg05118587,1,157062169
cg05118621,X,48164287
cg05118636,15,49462404
cg05118638,4,126237370
cg05118691,16,66914473
cg05118735,2,120249899
cg05118743,7,36013331
cg05118764,3,183993720
cg05118864,1,42270062
cg05118879,9,3524694
cg05118916,1,55505062
cg05118960,3,50359977
cg05118976,14,55361900
cg05119057,14,29255118
cg05119076,17,35215767
cg05119084,18,46477126
cg05119111,2,220432232
cg05119113,22,50693853
cg05119117,1,31537936
cg05119127,6,24667855
cg05119141,15,98835880
cg05119200,21,36478669
cg05119206,1,2284166
cg05119218,5,176327556
cg05119245,11,73322760
cg05119290,17,4439393
cg05119316,6,29716134
cg05119339,10,100148125
cg05119363,14,21100441
cg05119374,6,32399398
cg05119385,1,244998680
cg05119432,1,31274861
cg05119469,22,50946459
cg05119480,12,104850744
cg05119504,3,99905909
cg05119514,19,58459217
cg05119572,2,159867035
cg05119602,X,138991586
cg05119641,2,183387475
cg05119686,10,31967156
cg05119694,12,125634552
cg05119709,5,39385455
cg05119721,22,20878521
cg05119754,15,69853721
cg05119778,17,27968859
cg05119799,14,53618731
cg05119810,12,133419165
cg05119831,7,158380178
cg05119883,10,80752406
cg05119900,6,101416988
cg05119905,11,125812437
cg05119931,7,38469272
cg05119979,3,126707412
cg05119988,4,166251188
cg05119989,3,13303997
cg05120028,20,52790711
cg05120042,17,38572251
cg05120085,1,21986285
cg05120113,3,33140159
cg05120150,14,105912597
cg05120156,1,228290289
cg05120225,15,75743135
cg05120280,18,3742167
cg05120309,14,100485493
cg05120331,13,37005298
cg05120428,10,116109824
cg05120488,X,55057876
cg05120501,22,30165840
cg05120523,4,88332174
cg05120525,16,24536045
cg05120533,7,13810599
cg05120641,15,41245705
cg05120668,1,78275706
cg05120715,9,114659592
cg05120716,16,23881992
cg05120779,1,22108624
cg05120860,13,35192070
cg05120900,13,103244543
cg05120944,12,54090253
cg05120987,16,79623899
cg05121006,4,85402396
cg05121010,1,167198726
cg05121013,8,18744512
cg05121035,15,59934446
cg05121049,11,44992814
cg05121052,22,33313978
cg05121093,17,74668088
cg05121110,1,21619483
cg05121182,3,123812380
cg05121190,8,34871733
cg05121200,Y,4870375
cg05121379,4,96433142
cg05121388,17,60501121
cg05121422,16,12465562
cg05121469,9,128909100
cg05121480,3,187387600
cg05121497,18,60186077
cg05121660,2,3486251
cg05121679,2,237993838
cg05121697,12,12870031
cg05121699,17,76309298
cg05121723,8,105439855
cg05121755,18,76259897
cg05121773,13,27826427
cg05121790,1,12123553
cg05121812,18,9479569
cg05121894,17,6130583
cg05121987,6,27219298
cg05121989,X,68047519
cg05122009,9,71650459
cg05122026,11,75114222
cg05122040,1,205903432
cg05122082,14,20710904
cg05122159,7,32026874
cg05122183,1,174306432
cg05122213,13,114062197
cg05122219,5,151940273
cg05122245,16,88700547
cg05122299,16,10693568
cg05122301,12,131736445
cg05122437,13,30055091
cg05122441,10,126608635
cg05122453,9,130532878
cg05122605,4,1283720
cg05122611,17,48017142
cg05122617,X,44508363
cg05122622,3,150125499
cg05122644,1,35544806
cg05122696,11,116970001
cg05122751,13,47326293
cg05122794,3,14993812
cg05122803,16,65932916
cg05122861,1,206137773
cg05122887,15,91424835
cg05122910,7,75613193
cg05122916,10,11508333
cg05122950,10,105254487
cg05122957,3,112973541
cg05122965,11,5706361
cg05122969,11,420680
cg05123019,10,97417410
cg05123031,21,35890361
cg05123047,16,3103870
cg05123066,1,167793951
cg05123067,1,203455872
cg05123138,13,36920986
cg05123139,15,85923173
cg05123257,16,88163878
cg05123258,17,30464185
cg05123263,10,131223403
cg05123276,20,52817275
cg05123333,16,28070453
cg05123368,X,37026696
cg05123378,3,75658409
cg05123418,15,75652509
cg05123436,12,81392155
cg05123447,6,30955991
cg05123646,4,55376732
cg05123668,20,57637379
cg05123755,7,2758115
cg05123845,4,104918077
cg05123929,21,46349493
cg05123933,6,139017778
cg05123943,5,251144
cg05123974,1,16558108
cg05123976,17,45949676
cg05124021,7,157487065
cg05124073,1,204987915
cg05124077,4,41983324
cg05124097,10,3443929
cg05124117,13,107568871
cg05124136,2,88474233
cg05124166,4,57180052
cg05124190,6,137952732
cg05124199,3,9055757
cg05124235,X,113816262
cg05124242,4,47845588
cg05124260,5,1413927
cg05124308,1,29450568
cg05124321,3,11074915
cg05124348,5,125731470
cg05124356,3,15216725
cg05124365,6,43073384
cg05124370,8,1624579
cg05124440,1,151737204
cg05124441,3,12045978
cg05124575,11,47270668
cg05124614,1,2337270
cg05124621,14,99880395
cg05124675,8,67601794
cg05124692,1,17633194
cg05124756,4,2263819
cg05124770,22,24578798
cg05124812,19,49605321
cg05124813,10,48392198
cg05124918,12,52473461
cg05124934,15,41254674
cg05124953,5,90524311
cg05125037,4,160021996
cg05125051,1,150693374
