marker_ID,EC,Fib,Kera_diff,Kera_undiff,Macro,Mela,Tcell
TGIF1,0.0,0.0,0.586155776947788,1.1694585826151607,0.0,0.0,0.0
PPP1R14B,0.0,0.0,0.6585203873624902,0.7144580667777466,0.0,0.0,0.0
HNRNPF,0.0,0.0,1.029915223802953,1.1431151407221845,0.0,0.0,0.0
MAP2K3,0.0,0.0,0.0,0.8479078489688321,0.0,0.0,0.0
PDLIM5,0.0,0.0,0.0,0.477240377644109,0.0,0.0,0.0
RAB18,0.0,0.0,0.5379568915320782,0.6409221290334448,0.0,0.0,0.0
ETF1,0.0,0.0,0.0,0.41051131939855584,0.0,0.0,0.0
SFPQ,0.7197169708482657,0.0,0.954233285403035,1.1843625360230416,0.0,0.9925408419437962,0.0
TMEM165,0.0,0.0,0.8228482997831089,0.8988908101732906,0.0,0.0,0.0
ACTN4,0.0,0.0,0.0,0.717722008424811,0.0,0.0,0.0
PRPF38B,0.0,0.0,0.8141379845489979,0.8590490586202406,0.0,0.649934621896906,0.0
DDX18,0.0,0.0,0.0,0.5626973880639391,0.0,0.0,0.0
ILF2,0.0,0.0,0.0,0.45959374123708935,0.0,0.0,0.0
PPP2CA,0.0,0.0,0.7397149916303831,0.8476027384383457,0.0,0.4732361139721031,0.0
NFIB,0.0,0.0,0.0,0.8368456550701174,0.0,0.3796889178499121,0.0
TOB1,0.0,0.0,0.28700036949821506,0.8704248097979583,0.0,0.0,0.0
IMP3,0.0,0.0,0.0,0.6006198214195745,0.0,0.0,0.0
SNRPG,0.0,0.0,1.031655211779459,1.0459286400024403,0.0,1.0405703778467696,0.0
STRAP,0.0,0.0,0.5770927285174736,0.8500501557026001,0.0,0.5781733070562539,0.0
ZC3H15,0.0,0.0,0.4357677404373889,0.5106923259785365,0.0,0.0,0.0
RBM8A,0.9943612592303025,0.0,1.0119669642827345,1.1829473332153773,0.0,1.1725290866934812,0.0
SNRPF,0.0,0.0,0.8432423282261038,0.9667787485522553,0.0,0.2640668432513828,0.0
HNRNPD,0.0,0.0,0.19808634370072836,0.8108607780405805,0.0,0.0,0.0
DEK,0.0,0.0,0.5314283071912521,0.9389871346977889,0.0,0.0,0.0
C12orf44,0.0,0.0,0.5109856749827216,0.5906004543176507,0.0,0.0,0.0
CKS1B,0.0,0.0,0.0,0.6816971426924391,0.0,0.0,0.0
RAB5A,0.0,0.0,0.31701486241815824,0.46347478645464407,0.0,0.0,0.0
SNRPD1,0.0,0.0,0.6033460649764578,0.6312979907322254,0.0,0.397173890380538,0.0
G3BP1,0.0,0.0,0.8105137751159032,0.8607785991113259,0.0,0.0,0.0
SNHG8,0.9933430783780005,0.0,0.976062700974198,1.1801281973533555,0.0,0.6868325430972902,0.0
AMD1,0.0,0.0,0.9424147926662754,1.088558746876592,0.0,0.0,0.0
ATP1A1,0.7512724193260238,0.0,0.8739490465891885,0.9129885002425582,0.0,0.664162416807938,0.0
RAB1A,0.0,0.0,0.9382606209725,1.0498964159440518,0.0,0.9456286307730074,0.0
HSPA5,0.0,0.0,0.5295557679557613,0.8882285913047857,0.0,0.0,0.0
LUC7L3,0.0,0.0,0.0,0.5690993537348525,0.0,0.0,0.0
TAF1D,0.0,0.0,0.0,0.6674739278155754,0.0,0.0,0.0
PSMA4,0.0,0.0,0.5316163068078353,0.83410920912304,0.0,0.3796889178499121,0.0
RSRC2,0.0,0.0,0.0,0.6362817165701241,0.0,0.0,0.0
CAPZA2,0.0,0.0,0.7190147216481977,0.9408880804211055,0.0,0.9185164975236834,0.0
SELT,0.0,0.0,0.586155776947788,0.6356960955183215,0.0,0.397173890380538,0.0
PTGES3,1.2824670334911112,0.0,1.21731972188124,1.2847310065050122,0.0,1.2781529239491167,0.0
EIF3M,0.0,0.0,0.5300154467229284,0.6356960955183215,0.0,0.2640668432513828,0.0
YY1,0.0,0.0,0.6986421153652199,0.7335058141462275,0.0,0.0,0.0
COX7A2L,0.0,0.0,0.7188169096404091,0.9732369080144028,0.0,0.7033124362110975,0.0
RBM25,0.0,0.0,0.6392689059128108,0.7249474452017254,0.0,0.0,0.0
TRA2B,0.0,0.0,0.7874985875199713,0.8991500590870898,0.0,0.0,0.0
MT-ND4L,0.0,0.0,0.1639251366199103,0.57591398981736,0.0,0.0,0.0
CAST,0.0,0.0,0.7685968944955303,0.8954064857309605,0.0,0.7881847322273581,0.0
BZW1,0.0,0.0,0.4557307162514723,0.6438688278315512,0.0,0.23070757493881675,0.0
TERF2IP,0.0,0.0,0.0,0.44248850173471793,0.0,0.0,0.0
LSM7,0.0,0.0,0.6162304390048525,0.834699268550882,0.0,0.814278059986013,0.0
PSMA2.1,0.0,0.0,0.0,0.45408329487691884,0.0,0.0,0.0
MSN,0.0,0.0,0.0,0.28938381526225004,0.0,0.0,0.0
CSDE1,0.0,0.0,0.6887513507548051,0.7467468717828999,0.0,0.561206125894989,0.0
HSP90B1,0.0,0.0,0.7338998485870533,1.006757980633512,0.0,0.8694042641533902,0.0
HNRNPU,0.9056835392985974,0.0,0.7002725612891233,0.9621577179583167,0.0,0.0,0.0
PPP1CC,0.0,0.0,0.5871119070346773,0.6312979907322254,0.0,0.0,0.0
C4orf3,0.9492057068273858,0.0,1.0351544389422742,1.1022252994229804,0.0,0.9925408419437962,0.0
SAR1A,0.0,0.0,0.7640344983735141,0.8450944213724245,0.0,0.7697619961548584,0.0
KDM6B,0.0,0.0,0.0,0.5168711997739629,0.0,0.0,0.0
HSPH1,0.0,0.0,0.0,0.6174675117686096,0.0,0.0,0.0
MAP1LC3B,0.0,0.0,0.5175824062288704,0.7032480201886147,0.0,0.6344033191248752,0.0
HSPD1,0.0,0.0,0.4142019116706046,0.7512132780660901,0.0,0.0,0.0
PIM3,0.0,0.0,0.0,0.7267086110174206,0.0,0.0,0.0
EIF3G,0.6626104566998636,0.0,0.7332527395650044,0.7682248427570729,0.0,0.6783335434171732,0.0
KDELR2,0.0,0.0,0.0,0.6183148092965083,0.0,0.4571881995077567,0.0
KRT1,0.0,0.0,4.002363288110613,1.368195990854834,0.0,0.9421758935599954,0.0
DMKN,0.0,0.0,3.9619263021094637,1.7963575628536814,0.0,1.2720201853206812,0.0
SFN,0.0,0.0,4.228506303558331,4.057960401956291,0.0,1.836677521365509,0.0
LGALS7B,0.0,0.0,3.3427749889059064,2.360129789797725,0.0,0.0,0.0
PERP,0.0,0.0,3.6147276410471187,3.163055670908544,0.0,1.7026240819635505,0.0
KRTDAP,0.0,0.0,3.0689751070727262,0.0,0.0,0.0,0.0
LY6D,0.0,0.0,3.1622815318927997,1.7442197033435827,0.0,0.0,0.0
S100A14,0.0,0.0,3.1946608663809966,2.7005213432136035,0.0,1.4511392078839955,0.0
LYPD3,0.0,0.0,2.551759132029944,0.9739032301010373,0.0,0.0,0.0
AQP3,0.0,0.0,2.712354099961389,2.56896755045388,0.0,0.0,0.0
DSP,0.0,0.0,2.5513047695021935,1.8426896087703617,0.0,0.0,0.0
SERPINB5,0.0,0.0,2.097141118779237,2.0274330017694027,0.0,0.0,0.0
CCL27,0.0,0.0,1.8957753755045694,1.7931149209573352,0.0,0.0,0.0
RNF144B,0.0,0.0,1.9813607494470216,1.2243969620194208,0.0,0.0,0.0
CLDN1,0.0,0.0,1.693870478693085,1.1499640293289402,0.0,0.0,0.0
FXYD3,0.0,0.0,1.7457799211107095,1.5857067866032468,0.0,1.2655880571295717,0.0
KRT16,0.0,0.0,1.6656799094281385,1.5148230196055466,0.0,0.0,0.0
SBSN,0.0,0.0,1.4939884793257436,0.0,0.0,0.0,0.0
EMP2,0.0,0.0,1.873984265580573,0.877503754371417,0.0,0.0,0.0
MT1X,0.0,0.0,2.194385178800358,1.9221209268788524,0.0,1.496001150625456,0.0
DSC3,0.0,0.0,1.5720653350358003,1.422893944110562,0.0,0.0,0.0
S100A16,0.0,0.0,1.8745290338772067,1.661138460201779,0.0,0.0,0.0
DEFB1,0.0,0.0,1.3208215943176869,0.0,0.0,0.0,0.0
KLF5,0.0,0.0,1.5109588752926852,1.4775914564437507,0.0,0.0,0.0
MPZL2,0.0,0.0,1.3429837787173604,1.0876666433213498,0.0,0.0,0.0
IRF6,0.0,0.0,1.4065047725679798,1.170377855341562,0.0,0.0,0.0
LGALS7,0.0,0.0,0.7680699326598758,0.0,0.0,0.0,0.0
MAL2,0.0,0.0,1.2325418416620406,0.0,0.0,0.0,0.0
TRIM29,0.0,0.0,1.2807749789024188,0.8500501557026001,0.0,0.0,0.0
CSNK1A1,0.8974247388989088,0.0,1.826657526703081,1.7892638352899075,0.0,1.0881886555645506,0.0
DRAP1,0.0,0.0,1.9050890057260232,1.8838524426846415,1.1184661577631188,1.5778801894210417,0.0
CLTB,0.0,0.0,1.7946821050189263,1.7256365440406483,0.0,1.236400022699108,0.0
PHLDA2,0.0,0.0,1.4322870867684145,0.8357339995945305,0.0,0.0,0.0
SDC4,0.0,0.0,1.1408510926950606,1.0744747561387906,0.0,0.0,0.0
GLTP,0.0,0.0,1.109939270612786,0.0,0.0,0.0,0.0
BAG1,0.0,0.0,1.4960347493591095,1.3398548705081923,0.0,0.9421758935599954,0.0
PKP1,0.0,0.0,1.0147615815616666,0.0,0.0,0.0,0.0
C19orf33,0.0,0.0,0.9886388652085675,0.8187874796723544,0.0,0.0,0.0
PPP1R14C,0.0,0.0,1.0032992300848478,0.9068263304798514,0.0,0.0,0.0
JUP,0.0,0.0,0.9996489848818633,0.0,0.0,0.0,0.0
DSG1,0.0,0.0,0.8475264971415577,0.0,0.0,0.0,0.0
RORA,0.0,0.0,1.1921342500559842,0.0,0.0,0.0,0.0
CHMP1B,0.0,0.0,1.3577026816518736,1.3362255085104338,0.0,0.0,0.0
RAB10,0.0,0.0,1.3980714545453012,1.156477671016908,0.0,0.0,0.0
ARPC5L,0.0,0.0,1.256885355277216,1.1829473332153773,0.0,0.0,0.0
IL1RN,0.0,0.0,0.7735310717845616,0.0,0.0,0.0,0.0
NRARP,0.0,0.0,0.6291633310855754,0.0,0.0,0.0,0.0
LAMTOR4,0.9183355993696464,0.0,1.5543563061021872,0.8991500590870898,0.0,1.2499131518046076,0.0
VAMP8,0.0,0.0,1.0889727052438394,0.886296010332399,1.023419363129956,0.870371033416782,0.0
EIF6,0.0,0.0,1.0551160815050031,0.9203700599215149,0.0,0.0,0.0
ZNF706,0.0,0.0,1.3872701540289933,1.3611438844799406,0.0,1.2234226045919052,0.0
SIK1,0.0,0.0,1.0596529792543905,0.8139979599279599,0.0,0.0,0.0
EIF1AX,0.0,0.0,1.4639484782904144,1.4402259247897413,0.0,1.1887896279045458,0.0
CTNNBIP1,0.0,0.0,0.5655401747837479,0.0,0.0,0.0,0.0
CA12,0.0,0.0,0.556335629932496,0.0,0.0,0.0,0.0
SF3B14,0.0,0.0,1.3345944716365217,1.2531202261891394,0.0,0.9013166856549797,0.0
CCND1,0.0,0.0,0.9283995536516054,0.0,0.0,0.0,0.0
ABI1,0.0,0.0,0.839825422560426,0.8134733196837682,0.0,0.0,0.0
APRT,0.0,0.0,1.4029091335863393,0.9865947703192758,0.0,1.2499131518046076,0.0
GJA1,0.0,0.0,1.0709948196950227,0.7519236170318142,0.0,0.0,0.0
EIF3A,0.0,0.0,1.1007501836566354,1.0237037144188812,0.0,0.75236829337406,0.0
HNRNPAB,0.0,0.0,1.0032992300848478,0.8500501557026001,0.0,0.0,0.0
TUBB2A,0.0,0.0,0.9820809742916952,0.9538407445417779,0.0,0.667081204184628,0.0
KLF4,0.0,1.3568455120727756,1.4832293623579327,1.1928803532325225,0.0,1.2775926360630334,0.0
TUBA4A,0.0,0.0,0.5613678266059797,0.0,0.0,0.0,0.0
PRELID1,0.0,0.0,1.236400022699108,1.1202166378117946,0.0,1.0922529667598173,0.0
MRPS6,0.0,0.0,0.9127206598925267,0.8156113166464212,0.0,0.0,0.0
MRPL14,0.0,0.0,0.8085073151660264,0.7636058578152796,0.0,0.0,0.0
IRF2BP2,0.0,0.0,1.1298970676199271,1.0424686758955042,0.0,0.75236829337406,0.0
GSPT1,0.0,0.0,0.8238163100440294,0.8060996223222797,0.0,0.0,0.0
PLIN3,0.0,0.0,0.6429690441302484,0.0,0.0,0.0,0.0
MEAF6,0.0,0.0,0.8381837779026132,0.8035026009839586,0.0,0.6117726548003449,0.0
RALBP1,0.0,0.0,0.5772811017737389,0.0,0.0,0.0,0.0
C1QBP,0.0,0.0,0.8023464725249372,0.7366705215228156,0.0,0.0,0.0
ISG20,0.0,0.0,0.6111016260670998,0.0,0.0,0.0,0.0
PIM1,0.0,0.0,0.42486283296472566,0.0,0.0,0.0,0.0
TECR,0.0,0.0,0.5613031348490303,0.0,0.0,0.4732361139721031,0.0
ENSA,0.0,0.0,0.744650536916549,0.34971767322933905,0.0,0.0,0.0
HIGD1A,0.0,0.0,0.5079884791572589,0.0,0.0,0.0,0.0
UQCR10,0.0,0.0,0.9400316341694208,0.0,0.0,0.5781733070562539,0.0
RAB11A,0.0,0.0,0.9318380142953934,0.0,0.0,0.0,0.0
CHMP5,0.0,0.0,0.7366847136547311,0.5684126046679371,0.0,0.6979566374994319,0.0
RPL22L1,0.0,0.0,0.6070463016756455,0.0,0.0,0.0,0.0
RAD23B,0.0,0.0,0.6553623400383539,0.4810074760188718,0.0,0.0,0.0
SMG1,0.0,0.0,0.4597872978082789,0.0,0.0,0.0,0.0
RAB14,0.0,0.0,0.4972824528798376,0.0,0.0,0.0,0.0
C14orf2,0.85975570599961,0.0,1.3146134730550458,1.0497756981656532,0.0,1.0343356451948778,0.0
NHP2,0.0,0.0,0.7175070272224767,0.46744538684631,0.0,0.7033124362110975,0.0
CKS2,0.0,0.0,0.8900855650128207,0.8118340548105818,0.0,0.0,0.0
TOMM22,0.0,0.0,0.4560320356369707,0.0,0.0,0.0,0.0
HDAC2,0.0,0.0,0.414463123827725,0.0,0.0,0.0,0.0
TOMM20,0.0,0.0,0.8532852127582944,0.8299304248834437,0.0,0.664162416807938,0.0
GNAI3,0.0,0.0,0.374267802806815,0.0,0.0,0.0,0.0
EIF3L,1.1188823337857285,0.0,1.3020695617663458,1.199858576563741,0.0,1.1236063293740082,0.0
SRRM2,0.0,0.0,1.0736499941081958,1.0511052607336409,0.0,0.8849290248448638,0.0
SF3B5,0.0,0.0,1.064730392561343,0.9399365766923705,0.0,1.0194944229027,0.0
PSMB6,0.0,0.0,0.9468338607466571,0.8168786574239417,0.0,0.7924604365587796,0.0
RANBP1,0.0,0.0,0.9627077290686561,0.9449070723267635,0.0,0.8694042641533902,0.0
NXT1,0.0,0.0,0.69945634975321,0.6239717451635151,0.0,0.397173890380538,0.0
ATP6V1F,0.0,0.0,1.0306104528945061,0.8357339995945305,0.0,0.9731856931669697,0.0
HMGN1,0.0,0.0,0.9876509198076684,0.9271517356112109,0.0,0.973083280897071,0.0
DDX3X,0.498725554199535,0.0,1.0461082844574456,0.9095306940022734,0.0,0.6542293818522733,0.0
BTG2,0.0,0.0,0.3514977205524409,0.0,0.0,0.0,0.0
USMG5,0.9698183058675445,0.0,1.1979170311122334,1.0542625131450092,0.0,1.1615205378756828,0.0
PPA1,0.0,0.0,0.8343119425348207,0.7919095446943242,0.0,0.0,0.0
CAPZA1,0.0,0.0,0.7338998485870533,0.552113243101262,0.0,0.4013903715757303,0.0
SMDT1,0.0,0.0,0.7303136204352195,0.0,0.0,0.667081204184628,0.0
ATP5G1,0.0,0.0,0.6459784882027735,0.0,0.0,0.5806588883041645,0.0
CYB5A,0.0,0.0,0.4560320356369707,0.0,0.0,0.0,0.0
ATPIF1,0.0,0.0,0.7479754457850416,0.5430150514271653,0.0,0.687028832495894,0.0
NOP10,0.0,0.0,0.9845947902839954,0.8532852127582944,0.0,0.7033124362110975,0.0
SRSF9,0.0,0.0,0.993503693908454,0.8162847031919341,0.0,0.9925408419437962,0.0
KIF5B,0.0,0.0,0.5416286479296548,0.0,0.0,0.0,0.0
CLDND1,0.0,0.0,0.33095369452318213,0.0,0.0,0.0,0.0
EIF4A3,0.0,0.0,0.740207760312801,0.7272055491379588,0.0,0.0,0.0
CHMP4B,0.0,0.0,1.0808014459218624,1.064232695773553,0.7664225132259419,0.9388132934103341,0.0
MTDH,0.0,0.0,0.9257234764784315,0.8532852127582944,0.0,0.9089442092350636,0.0
ZNF90,0.0,0.0,0.7720876931409193,0.32408184064599427,0.0,0.0,0.0
EIF3H,1.056093436835787,0.0,1.122993746352688,1.0784273979994572,0.0,0.9731856931669697,0.0
PRDX6,0.0,0.0,0.8343119425348207,0.7665552733113672,0.0,0.8078178576504054,0.0
UBE2I,0.0,0.0,0.4383489836912738,0.0,0.0,0.0,0.0
EIF4B,0.0,0.0,0.6540298689481777,0.3153866505155274,0.0,0.0,0.0
MBNL1,0.0,0.0,0.6986421153652199,0.6022413000505279,0.0,0.649934621896906,0.0
CAMLG,0.0,0.0,0.3188804433076422,0.0,0.0,0.0,0.0
PAIP2,0.0,0.0,0.5109856749827216,0.0,0.0,0.0,0.0
AP3S1,0.0,0.0,0.7336746319231672,0.6849491989463128,0.0,0.5499025293166775,0.0
MINOS1,0.0,0.0,0.5352436854137826,0.0,0.0,0.47275746466205937,0.0
COL1A2,0.0,3.022133953313701,0.0,0.0,0.0,0.7033124362110975,0.0
COL6A2,0.0,2.773937410599058,0.0,0.0,0.0,0.0,0.0
COL1A1,0.0,2.6230080607909176,0.0,0.0,0.0,0.0,0.0
LUM,0.0,2.4477628553582464,0.0,0.0,0.0,0.0,0.0
FBLN1,0.0,2.4795534892027646,0.0,0.0,0.0,0.0,0.0
PLAC9,0.0,2.5564988616883437,0.0,0.0,0.0,0.0,0.0
COL3A1,0.0,2.411644854847742,0.0,0.0,0.0,0.0,0.0
MMP2,0.0,2.2893171103618415,0.0,0.0,0.0,0.0,0.0
SFRP2,0.0,2.1694510050318616,0.0,0.0,0.0,0.0,0.0
SOD3,0.0,2.2578235518855427,0.0,0.0,0.0,0.0,0.0
CCDC80,0.0,2.1372587562823577,0.0,0.0,0.0,0.0,0.0
IGFBP5,0.0,2.1885025150203994,0.0,0.0,0.0,0.0,0.0
CTSK,0.0,1.985866379357855,0.0,0.0,0.0,0.0,0.0
APOD,0.0,2.061900512061059,0.0,0.0,0.0,1.926117013883044,0.0
SERPINF1,0.0,2.1015394369183102,0.0,0.0,0.0,0.0,0.0
MGP,1.3020046032285784,2.3308312167462413,0.0,0.0,0.0,0.0,0.0
CEBPB,0.0,2.6603169179213273,1.638040475140287,1.7558084824954456,0.0,1.2289742184629167,0.0
C1S,0.0,1.973229053324927,0.0,0.0,0.0,0.0,0.0
MFAP4,0.0,1.8498800654112995,0.0,0.0,0.0,0.0,0.0
TIMP2,0.0,2.0498897320016423,0.0,0.0,0.0,1.1312463287332275,0.0
CXCL12,0.0,1.890028345106198,0.0,0.0,0.0,0.0,0.0
COL6A1,0.0,1.9741628477863578,0.0,0.0,0.0,0.0,0.0
TNFAIP6,0.0,1.6000646776320067,0.0,0.0,0.0,0.0,0.0
SEPP1,0.0,2.156842199573001,0.6778439061962126,0.5801392489640138,0.0,0.0,0.0
VCAN,0.0,1.6432365524037624,0.0,0.0,0.0,0.0,0.0
FSTL1,0.0,1.7526468945181548,0.0,0.0,0.0,0.0,0.0
SERPING1,0.0,1.7813154634708466,0.0,0.0,0.0,0.0,0.0
SPARC,1.4345970993455661,2.0202516733038913,0.0,0.0,0.0,1.1995142490905752,0.0
C1R,0.0,1.5909765961968023,0.0,0.0,0.0,0.0,0.0
NNMT,0.5149391962709322,1.880862454724232,0.0,0.0,0.0,0.0,0.0
MEG3,0.0,1.4200921196042902,0.0,0.0,0.0,0.0,0.0
CFH,0.0,1.479159763537233,0.0,0.0,0.0,0.0,0.0
SELM,1.5542091544863146,2.1530772913916527,0.0,0.0,0.0,0.9687014141736079,0.0
GEM,0.0,1.67334029370923,0.0,0.0,0.0,0.0,0.0
ID3,1.39020708243973,2.0263743915319736,0.0,0.0,0.0,0.0,0.0
FBLN2,0.0,1.3535356412680735,0.0,0.0,0.0,0.0,0.0
CYBRD1,0.0,1.5117850003844904,0.0,0.0,0.0,0.0,0.0
COL6A3,0.0,1.5038441062118193,0.0,0.0,0.0,0.0,0.0
IGFBP6,0.0,1.3044456139891496,0.0,0.0,0.0,0.0,0.0
PPAP2B,0.0,1.5576020974102724,0.0,0.0,0.0,0.0,0.0
CD81,0.0,1.5948783895393368,0.0,0.0,0.0,0.397173890380538,0.0
THBS2,0.0,1.2576956747523194,0.0,0.0,0.0,0.0,0.0
AXL,0.0,1.4868620564781203,0.0,0.0,0.0,0.0,0.0
HTRA1,0.0,1.244964994728337,0.0,0.0,0.0,0.0,0.0
PCOLCE,0.0,1.265679613475225,0.0,0.0,0.0,0.0,0.0
FN1,0.0,1.2746138320610378,0.0,0.0,0.0,0.0,0.0
S100A13,0.0,1.5801725108197404,0.0,0.0,0.0,0.687028832495894,0.0
PMP22,1.0488110442728475,1.5379356930532782,0.0,0.0,0.0,1.4798143617369077,0.0
CRABP2,0.0,0.8612594238590575,0.0,0.0,0.0,0.0,0.0
SDC2,0.0,1.174071073375998,0.0,0.0,0.0,0.0,0.0
TIMP1,1.3856946609519925,2.1691035418860087,0.0,0.0,2.1058046279120126,1.3158098469410733,0.0
HSPA1B,1.524867837726839,2.0471432423693314,0.0,0.0,0.0,1.1725290866934812,0.0
NBL1,0.0,1.3269444347393995,0.5657784052109129,0.0,0.0,0.0,0.0
IGFBP4,1.0988790264664372,1.3381929729131794,0.0,0.0,0.0,0.0,0.0
EID1,1.3732377958174629,1.7004253570179306,0.0,0.0,0.0,1.674634715797676,0.0
IRF1,0.0,1.167015811216616,0.0,0.0,0.0,0.0,0.0
PTRF,1.4893169811931535,1.5365025765606921,0.0,0.8840387196071076,0.0,0.561206125894989,0.0
LY6E,1.0485701826663656,1.4918486705376348,0.0,0.0,0.0,0.0,0.0
FCGRT,0.0,1.3996797269077887,0.0,0.0,0.9807255278092699,0.6344033191248752,0.0
CYB5R3,0.477147550383275,1.1711465769827583,0.0,0.0,0.0,0.6344033191248752,0.0
NENF,0.0,1.2188285442501994,0.0,0.0,0.0,0.4374138321410039,0.0
PPIB,0.0,1.3970398731011457,0.0,0.0,0.0,0.9089442092350636,0.0
ARL6IP5,0.0,1.2412759485220994,0.0,0.0,0.7544217514629079,1.0881886555645506,0.0
RABAC1,0.7607408441959783,1.2179898183274926,0.0,0.0,0.0,1.1768192418171433,0.0
ARF4,0.0,1.339508248518503,1.0427064936127703,1.2466362056501707,0.0,1.0597761894539062,0.0
SEC62,1.1680826786433616,1.313519050634142,0.0,0.896221208920988,0.0,0.9456286307730074,0.0
C12orf57,0.8469932145356471,1.1984017836300374,0.0,0.8344778928487593,0.0,1.1312463287332275,0.0
TM4SF1,2.6365229440831537,0.0,0.0,0.0,0.0,0.0,0.0
SPARCL1,2.095888989996992,0.0,0.0,0.0,0.0,0.0,0.0
IGFBP7,2.8775954017200642,2.461135816587141,0.0,0.0,0.0,2.1394597787982748,0.0
IFI27,2.1535983113936896,0.0,0.0,0.0,0.0,0.7684108213965489,0.0
TAGLN,0.7197710492721169,0.0,0.0,0.0,0.0,0.0,0.0
TSC22D1,2.090279129581866,0.0,1.3142152326986685,1.1854658607862911,0.0,1.3920215809947853,0.0
IFITM3,2.5980724457335396,2.195567071612583,0.0,0.8997555938977445,0.0,1.4642659134192426,0.0
IL6,0.945805191687149,0.0,0.0,0.0,0.0,0.0,0.0
RGS16,1.6663162437194188,0.0,0.0,0.0,0.0,0.0,0.0
MYL9,1.0356229545173679,0.0,0.0,0.0,0.0,0.0,0.0
GNG11,1.5008577815123,0.0,0.0,0.0,0.0,0.6550286954612139,0.0
SPRY1,1.2128182558075358,0.0,0.0,0.0,0.0,0.0,0.0
SOCS3,1.7752846320245501,0.0,0.0,0.0,0.0,0.0,0.0
CCL2,1.8640167614594136,1.582933850231254,0.0,0.8808824398114543,0.0,0.44533293086124887,0.0
ADAMTS1,1.1576523073529348,0.0,0.0,0.0,0.0,0.0,0.0
SNCG,0.716112915252836,0.0,0.0,0.0,0.0,0.0,0.0
ARHGAP29,1.1587010335090715,0.0,0.0,0.0,0.0,0.0,0.0
BCAM,0.6397343061790565,0.0,0.0,0.0,0.0,0.0,0.0
IFITM2,1.8443012740779947,1.384235409718222,0.0,0.0,0.0,0.3796889178499121,1.669656772427155
CRIP2,1.4648004981161773,0.0,0.0,0.0,0.0,0.712652211858837,0.0
IFITM1,1.3438209849280902,0.0,0.0,0.0,0.0,0.0,0.0
AQP1,1.3509858707841944,0.0,0.0,0.0,0.0,0.0,0.0
PDLIM1,1.3176090715290434,0.0,0.0,1.1269270615741467,0.0,0.0,0.0
PHLDA1,1.411645134741385,0.0,0.0,0.0,0.0,1.2035996003656424,0.0
CTGF,0.5942591794077364,0.0,0.0,0.0,0.0,0.0,0.0
STOM,1.367105580469022,0.0,0.0,0.0,0.0,0.0,0.0
TIMP3,1.5367887297440384,1.3192131362869035,0.0,0.0,0.0,0.0,0.0
ARID5A,1.0402744484096231,0.0,0.0,0.0,0.0,0.0,0.0
TCF4,1.5013997073016203,1.2141490522471414,0.0,0.0,0.0,0.0,0.0
C11orf96,0.894336883874707,0.0,0.0,0.0,0.0,0.4012597834196309,0.0
ARRDC3,1.462247919771027,0.0,0.0,0.0,0.0,0.0,0.0
ICAM1,1.1084413700892766,0.0,0.0,0.0,0.0,0.0,0.0
KMT2E,1.252049141639445,0.0,0.0,0.0,0.0,0.687028832495894,0.0
CNN3,1.2747066520231907,1.1321004082291073,0.0,0.0,0.0,0.0,0.0
CLU,0.947413543536709,0.0,0.0,0.0,0.0,0.6868325430972902,0.0
OAZ2,0.4594433118403916,0.0,0.0,0.0,0.0,0.0,0.0
ATF3,0.6383402022834763,0.0,0.0,0.0,0.0,0.4012597834196309,0.0
CCDC85B,1.2195845287346967,0.0,0.0,0.8853748936555501,0.0,0.4300572364078595,0.0
SEPT7,1.0352715246016675,0.0,0.0,0.0,0.0,0.9601302004032046,0.0
TPM4,1.4170660197866443,0.0,0.9437550337378534,1.3133201966695107,0.0,0.9925408419437962,0.0
PTMS,1.3684143133052966,0.0,0.7414714602864637,0.9845685330997264,0.0,0.9089442092350636,0.0
TCEB1,1.2114502322396856,0.0,0.9447148563042723,1.1033008438075262,0.0,0.9013166856549797,0.0
ATF4,1.397268927275203,0.0,0.9948980508082297,1.2961240603716762,0.0,1.0354723099209076,0.0
HNRNPA3,1.3452889785944717,0.0,1.01308280654394,1.1810662453740575,0.0,1.0603927100497963,0.0
FOSL2,0.803026123380486,0.0,0.0,0.0,0.0,0.0,0.0
STAT3,0.5825724479024276,0.0,0.0,0.0,0.0,0.0,0.0
DNAJA1,1.3571667988296747,0.0,0.6579095890154268,0.7606194282982689,0.0,0.9981320082879349,0.0
UBXN1,1.2331159711115716,0.0,0.9848049021979375,0.8655333160143207,0.0,0.9529587952686573,0.0
ENY2,0.8988044292936792,0.0,0.0,0.0,0.0,0.6550286954612139,0.0
PSME1,0.6928473154969756,0.0,0.0,0.0,0.0,0.664162416807938,0.0
C9orf16,0.6404549408244835,0.0,0.5314283071912521,0.0,0.0,0.44533293086124887,0.0
CCNL1,1.0357401555066035,0.0,0.6448572988001753,0.7893967173015715,0.0,0.561206125894989,0.0
GLUL,0.7213430187449853,0.0,0.0,0.0,0.0,0.29078627192829726,0.0
